Cervical,Thoracic,Lumbar,Sacral,Caudal,constraint_std,globalOrLocal
0.0,0.0,0.0,0.0,1.0,0.01584726369214807,global
0.0,1.0,0.0,0.0,0.0,0.006443277055417362,global
1.0,0.0,0.0,-1.0,0.0,0.0,global
0.0,0.0,1.0,0.0,0.0,0.0,global
1.0,0.0,0.0,1.0,0.0,0.0,global
1.0,0.0,0.0,-1.0,0.0,0.0,local
0.0,0.0,1.0,0.0,0.0,3.9467456959507274e-29,local
1.0,0.0,0.0,1.0,0.0,3.157396556760582e-28,local
