Callipepla californica
Gallus gallus
Pavo muticus
Argusianus argus
Lagopus lagopus
Lagopus muta
Tetrao urogallus
Lyrurus tetrix tetrix
Perdix perdix
Lophura nycthemera
Chrysolophus pictus
Phasianus colchicus
Pternistis capensis
Coturnix japonica
Crax rubra
Penelope montagnii
Tadorna tadorna
Tadorna ferruginea
Dendrocygna arcuata
Biziura lobata
Oxyura leucocephala
Cygnus cygnus
Cygnus atratus
Cygnus olor
Anser cygnoides
Branta bernicla
Cereopsis novaehollandiae
Coscoroba coscoroba
Anas zonorhyncha
Melanitta nigra
Mergellus albellus
Bucephala clangula
Aythya marila
Mareca strepera
Anas acuta
Anas platyrhynchos
