Cervical,Thoracic,Lumbar,Sacral,Caudal,constraint_std,globalOrLocal
0.0,0.0,0.0,1.0,0.0,0.22804901914671313,global
1.0,0.0,0.0,0.0,0.0,0.1153928761769156,global
0.0,0.0,1.0,0.0,0.0,0.0,global
0.0,0.0,0.0,1.0,0.0,0.03061006379804017,local
1.0,0.0,0.0,0.0,0.0,0.007853486763943896,local
0.0,0.0,1.0,0.0,0.0,0.0,local
