Cervical,Thoracic,Lumbar,Sacral,Caudal,constraint_std,globalOrLocal
0.0,0.0,0.0,1.0,0.0,0.056838711557646734,global
1.0,0.0,0.0,0.0,0.0,0.012486647019887318,global
0.0,0.0,1.0,0.0,0.0,0.0,global
0.0,0.0,0.0,1.0,0.0,0.0042534141849089515,local
1.0,0.0,0.0,0.0,0.0,0.00015647020784122472,local
0.0,0.0,1.0,0.0,0.0,6.250216582608974e-32,local
