Andrias japonicus
Cryptobranchus alleganiensis
Ambystoma talpoideum
Ambystoma mexicanum
Ambystoma tigrinum
Ambystoma maculatum
Ambystoma jeffersonianum
Ambystoma macrodactylum
Ambystoma texanum
Ambystoma opacum
Salamandra salamandra
Pleurodeles waltl
Cynops pyrrhogaster
Taricha torosa
Amphiuma means
Plethodon cinereus
Eurycea sosorum
Eurycea waterlooensis
Rhyacotriton olympicus
Necturus maculosus
Leiopelma hochstetteri
Ascaphus truei
Megophrys feae
Pelobates fuscus
Ceratophrys ornata
Rhinella marina
Rhinella margaritifera
Anaxyrus woodhousii
Anaxyrus microscaphus
Anaxyrus cognatus
Bufo bufo
Osteopilus septentrionalis
Dryophytes gratiosus
Dryophytes japonicus
Boana boans
Agalychnis moreletii
Ischnocnema guentheri
Brachycephalus albolineatus
Pristimantis pulvinatus
Haddadus binotatus
Eleutherodactylus gossei
Pyxicephalus adspersus
Lithobates clamitans melanotus
Lithobates pipiens
Rana temporaria
Rana dalmatina
Sylvirana guentheri
Pelophylax lessonae
Boophis albilabris
Raorchestes signatus
Pseudophilautus microtympanum
Kurixalus idiootocus
Rhacophorus reinwardtii
Polypedates leucomystax
Polypedates cruciger
Taruga eques
Chiromantis rufescens
Theloderma stellatum
Nyctixalus pictus
Buergeria oxycephala
Hoplobatrachus tigerinus
Hypopachus ustum
Hamptophryne boliviana
Kaloula pulchra
Dyscophus guineti
Hemisus guineensis
Callulina kreffti
Pipa pipa
Xenopus laevis
Xenopus tropicalis
Bombina variegata
Bombina bombina
Discoglossus pictus
Herpele squalostoma
Siphonops annulatus
Microcaecilia dermatophaga
Dermophis mexicanus
Potomotyphlus kaupii
Ichthyophis glutinosus
