Common Name,Species,Class,Lumbar,D3,node,Mammalia,Reptilia,Aves,Amphibia
Common Toad,Bufo bufo,Amphibia,0.0,18681.0,0,0,0,0,1
Asiatic Toad,Bufo gargarizans,Amphibia,0.0,18601.0,0,0,0,0,1
Common Frog,Rana temporaria,Amphibia,0.0,24887.0,0,0,0,0,1
Western Clawed Frog,Xenopus tropicalis,Amphibia,0.0,-24611.0,0,0,0,0,1
Western European Hedgehog,Erinaceus europaeus,Mammalia,5.5,15252.0,0,1,0,0,0
Suricate,Suricata suricatta,Mammalia,6.0,20559.0,0,1,0,0,0
Cat,Felis catus,Mammalia,7.0,4229.0,0,1,0,0,0
Tiger,Panthera tigris,Mammalia,7.0,12331.0,0,1,0,0,0
Lion,Panthera leo,Mammalia,7.0,12345.0,0,1,0,0,0
Leopard,Panthera pardus,Mammalia,7.0,-3196.0,0,1,0,0,0
Fox,Vulpes vulpes,Mammalia,7.0,20693.0,0,1,0,0,0
Ermine,Mustela erminea,Mammalia,6.0,11450.0,0,1,0,0,0
American Black Bear,Ursus americanus,Mammalia,6.0,15438.0,0,1,0,0,0
Horse,Equus caballus,Mammalia,5.0,5974.0,0,1,0,0,0
Alpaca,Vicugna pacos,Mammalia,7.0,24763.0,0,1,0,0,0
Two-Humped Camel,Camelus ferus,Mammalia,7.0,12263.0,0,1,0,0,0
Orca,Orcinus orca,Mammalia,11.0,12242.0,0,1,0,0,0
North Pacific Minke Whale,Balaenoptera acutorostrata scammoni,Mammalia,12.1,20497.0,0,1,0,0,0
Cattle,Bos taurus,Mammalia,6.0,41786.0,0,1,0,0,0
Goat,Capra hircus,Mammalia,6.0,20043.0,0,1,0,0,0
Sheep,Ovis aries,Mammalia,7.0,36876.0,0,1,0,0,0
Wild Boar,Sus scrofa,Mammalia,5.75,33954.0,0,1,0,0,0
Flying Fox,Pteropus vampyrus,Mammalia,4.0,36606.0,0,1,0,0,0
Rabbit,Oryctolagus cuniculus,Mammalia,7.0,9867.0,0,1,0,0,0
Norway Rat,Rattus norvegicus,Mammalia,6.5,4666.0,0,1,0,0,0
House Mouse,Mus musculus,Mammalia,6.0,-17167.0,0,1,0,0,0
Guinea Pig,Cavia porcellus,Mammalia,6.0,22273.0,0,1,0,0,0
Lemur,Lemur catta,Mammalia,7.0,22886.0,0,1,0,0,0
Common Marmoset,Callithrix jacchus,Mammalia,6.0,36690.0,0,1,0,0,0
Gorilla,Gorilla gorilla,Mammalia,5.0,12908.0,0,1,0,0,0
Human,Homo sapiens,Mammalia,5.0,-697.0,0,1,0,0,0
Chimpanzee,Pan troglodytes,Mammalia,4.0,-3127.0,0,1,0,0,0
Rhesus Monkey,Macaca mulatta,Mammalia,7.0,20398.0,0,1,0,0,0
Pig-Tailed Macaque,Macaca nemestrina,Mammalia,7.0,37486.0,0,1,0,0,0
African Bush Elephant,Loxodonta africana,Mammalia,3.0,21203.0,0,1,0,0,0
Linne'S Two-Toed Sloth,Choloepus didactylus,Mammalia,3.0,-6.0,0,1,0,0,0
Short-Beaked Echidna,Tachyglossus aculeatus,Mammalia,3.0,16424.0,0,1,0,0,0
Platypus,Ornithorhynchus anatinus,Mammalia,2.0,-10068.0,0,1,0,0,0
Okarito Kiwi,Apteryx rowi,Aves,0.0,17584.0,0,0,0,1,0
Emu,Dromaius novaehollandiae,Aves,0.0,22973.0,0,0,0,1,0
Chicken,Gallus gallus,Aves,0.0,17353.0,0,0,0,1,0
Common Pheasant,Phasianus colchicus,Aves,0.0,15440.0,0,0,0,1,0
Black Swan,Cygnus atratus,Aves,0.0,16866.0,0,0,0,1,0
Mute Swan,Cygnus olor,Aves,0.0,17711.0,0,0,0,1,0
Swan Goose,Anser cygnoides,Aves,0.0,18412.0,0,0,0,1,0
Mallard,Anas platyrhynchos,Aves,0.0,-12874.0,0,0,0,1,0
Common Cuckoo,Cuculus canorus,Aves,0.0,12669.0,0,0,0,1,0
White Or Black-Backed Wagtail,Motacilla alba alba,Aves,0.0,3404.0,0,0,0,1,0
Crow,Corvus hawaiiensis,Aves,0.0,31109.0,0,0,0,1,0
Zebra Finch,Taeniopygia guttata,Aves,0.0,9067.0,0,0,0,1,0
Barn Swallow,Hirundo rustica,Aves,0.0,-6802.0,0,0,0,1,0
Kakapo,Strigops habroptila,Aves,0.0,32592.0,0,0,0,1,0
Budgerigar,Melopsittacus undulatus,Aves,0.0,30812.0,0,0,0,1,0
Barn Owl,Tyto alba,Aves,0.0,4369.0,0,0,0,1,0
Rock Pigeon,Columba livia,Aves,0.0,21274.0,0,0,0,1,0
Ruff,Calidris pugnax,Aves,0.0,-14050.0,0,0,0,1,0
Emperor Penguin,Aptenodytes forsteri,Aves,0.0,16158.0,0,0,0,1,0
American Alligator,Alligator mississippiensis,Reptilia,4.0,26130.0,0,0,1,0,0
Australian Saltwater Crocodile,Crocodylus porosus,Reptilia,4.0,34624.0,0,0,1,0,0
Chinese Soft-Shelled Turtle,Pelodiscus sinensis,Reptilia,0.0,37962.0,0,0,1,0,0
Green Sea Turtle,Chelonia mydas,Reptilia,1.0,-19636.0,0,0,1,0,0
Axolotl,Ambystoma mexicanum,Amphibia,0.0,47334.0,0,0,0,0,1
Iberian Ribbed Newt,Pleurodeles waltl,Amphibia,0.0,41202.0,0,0,0,0,1
African Clawed Frog,Xenopus laevis,Amphibia,0.0,5371.0,0,0,0,0,1
European Fire-Bellied Toad,Bombina bombina,Amphibia,0.0,16724.0,0,0,0,0,1
Painted Frog,Discoglossus pictus,Amphibia,0.0,16147.0,0,0,0,0,1
Southern Cassowary,Casuarius casuarius,Aves,0.0,4905.0,0,0,0,1,0
Golden Pheasant,Chrysolophus pictus,Aves,0.0,5914.0,0,0,0,1,0
Bar-Headed Goose,Anser indicus,Aves,0.0,161.0,0,0,0,1,0
Eastern Spot-Billed Duck,Anas zonorhyncha,Aves,0.0,6399.0,0,0,0,1,0
Great Bustard,Otis tarda,Aves,0.0,4983.0,0,0,0,1,0
Brown Falcon,Falco berigora,Aves,0.0,5201.0,0,0,0,1,0
Merlin,Falco columbarius,Aves,0.0,4985.0,0,0,0,1,0
California Condor,Gymnogyps californianus,Aves,0.0,5177.0,0,0,0,1,0
Steller'S Sea Eagle,Haliaeetus pelagicus,Aves,0.0,166.0,0,0,0,1,0
Lammergeier,Gypaetus barbatus,Aves,0.0,6477.0,0,0,0,1,0
Oriental Scops Owl,Otus sunia,Aves,0.0,1727.0,0,0,0,1,0
European Golden-Plover,Pluvialis apricaria,Aves,0.0,5073.0,0,0,0,1,0
Eurasian Woodcock,Scolopax rusticola,Aves,0.0,5095.0,0,0,0,1,0
Common Snipe,Gallinago gallinago,Aves,0.0,4965.0,0,0,0,1,0
Atlantic Puffin,Fratercula arctica,Aves,0.0,5068.0,0,0,0,1,0
Common Murre,Uria aalge,Aves,0.0,5117.0,0,0,0,1,0
Common Tern,Sterna hirundo,Aves,0.0,809.0,0,0,0,1,0
Razorbill,Alca torda,Aves,0.0,5105.0,0,0,0,1,0
Eurasian Coot,Fulica atra,Aves,0.0,890.0,0,0,0,1,0
Royal Penguin,Eudyptes schlegeli,Aves,0.0,5170.0,0,0,0,1,0
White Stork,Ciconia ciconia,Aves,0.0,1722.0,0,0,0,1,0
West African Mud Turtle,Pelusios castaneus,Reptilia,0.0,-5555.0,0,0,1,0,0
Snapping Turtle,Chelydra serpentina,Reptilia,1.0,-5638.0,0,0,1,0,0
Regal Horned Lizard,Sphenodon punctatus,Reptilia,0.0,-39158.0,0,0,1,0,0
Desert Horned Lizard,Phrynosoma platyrhinos,Reptilia,0.0,-49331.0,0,0,1,0,0
Chinese Crocodile Lizard,Shinisaurus crocodilurus,Reptilia,1.0,-2970.0,0,0,1,0,0
Lion+Leopard,Panthera leo+Panthera pardus,Mammalia+Mammalia,7.0,4574.5,49,2,0,0,0
Tiger+Lion+Leopard,Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia,7.0,8424.26089558544,57,3,0,0,0
Cat+Tiger+Lion+Leopard,Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia,7.0,6763.134047681349,60,4,0,0,0
