Common Name,Species,Class,Lumbar,B1
(Tiger)-(Lion),(Panthera tigris)-(Panthera leo),(Mammalia)-(Mammalia),0.0,0.0
(Cat)-(Tiger+Lion),(Felis catus)-(Panthera tigris+Panthera leo),(Mammalia)-(Mammalia+Mammalia),0.0,-304.0
(Suricate)-(Cat+Tiger+Lion),(Suricata suricatta)-(Felis catus+Panthera tigris+Panthera leo),(Mammalia)-(Mammalia+Mammalia+Mammalia),-1.0,593.3886506714935
(Ermine)-(American Black Bear),(Mustela erminea)-(Ursus americanus),(Mammalia)-(Mammalia),0.0,-2290.0
(Fox)-(Ermine+American Black Bear),(Vulpes vulpes)-(Mustela erminea+Ursus americanus),(Mammalia)-(Mammalia+Mammalia),1.0,1607.0
(Suricate+Cat+Tiger+Lion)-(Fox+Ermine+American Black Bear),(Suricata suricatta+Felis catus+Panthera tigris+Panthera leo)-(Vulpes vulpes+Mustela erminea+Ursus americanus),(Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia),0.1959388616402613,-3157.8072724401627
(Suricate+Cat+Tiger+Lion+Fox+Ermine+American Black Bear)-(Horse),(Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Vulpes vulpes+Mustela erminea+Ursus americanus)-(Equus caballus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia),1.4412845221283455,-2771.6496424736524
(Alpaca)-(Two-Humped Camel),(Vicugna pacos)-(Camelus ferus),(Mammalia)-(Mammalia),0.0,3674.0
(North Pacific Minke Whale)-(Orca),(Balaenoptera acutorostrata scammoni)-(Orcinus orca),(Mammalia)-(Mammalia),1.0999999999999996,736.0
(Goat)-(Sheep),(Capra hircus)-(Ovis aries),(Mammalia)-(Mammalia),-1.0,-19.0
(Cattle)-(Goat+Sheep),(Bos taurus)-(Capra hircus+Ovis aries),(Mammalia)-(Mammalia+Mammalia),-0.4999999999999991,50.5
(North Pacific Minke Whale+Orca)-(Cattle+Goat+Sheep),(Balaenoptera acutorostrata scammoni+Orcinus orca)-(Bos taurus+Capra hircus+Ovis aries),(Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia),5.275731669516861,4153.701101378798
(North Pacific Minke Whale+Orca+Cattle+Goat+Sheep)-(Wild Boar),(Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Capra hircus+Ovis aries)-(Sus scrofa),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia),3.3248231904914576,-4119.761855946401
(Alpaca+Two-Humped Camel)-(North Pacific Minke Whale+Orca+Cattle+Goat+Sheep+Wild Boar),(Vicugna pacos+Camelus ferus)-(Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Capra hircus+Ovis aries+Sus scrofa),(Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),-1.1014058997017182,-1698.391733207758
(Suricate+Cat+Tiger+Lion+Fox+Ermine+American Black Bear+Horse)-(Alpaca+Two-Humped Camel+North Pacific Minke Whale+Orca+Cattle+Goat+Sheep+Wild Boar),(Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus)-(Vicugna pacos+Camelus ferus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Capra hircus+Ovis aries+Sus scrofa),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),-1.809603167964565,-151.772023700747
