Common Name,Species,Class,Thoracic,C6,node,Mammalia,Reptilia,Aves,Amphibia
Common Tern,Sterna hirundo,Aves,7.0,7947.0,0,0,0,1,0
Razorbill,Alca torda,Aves,8.0,23604.0,0,0,0,1,0
Eurasian Coot,Fulica atra,Aves,8.0,63779.0,0,0,0,1,0
Royal Penguin,Eudyptes schlegeli,Aves,7.0,23135.0,0,0,0,1,0
White Stork,Ciconia ciconia,Aves,5.5,22892.0,0,0,0,1,0
West African Mud Turtle,Pelusios castaneus,Reptilia,7.0,21364.0,0,0,1,0,0
Snapping Turtle,Chelydra serpentina,Reptilia,9.0,8873.0,0,0,1,0,0
Regal Horned Lizard,Sphenodon punctatus,Reptilia,21.0,22338.0,0,0,1,0,0
Argentine Black And White Tegu,Salvator merianae,Reptilia,22.0,21785.0,0,0,1,0,0
Desert Horned Lizard,Phrynosoma platyrhinos,Reptilia,19.0,20154.0,0,0,1,0,0
Chinese Crocodile Lizard,Shinisaurus crocodilurus,Reptilia,22.67,26030.0,0,0,1,0,0
Common Leopard Gecko,Eublepharis macularius,Reptilia,23.0,16990.0,0,0,1,0,0
Lion+Leopard,Panthera leo+Panthera pardus,Mammalia+Mammalia,12.999999999999998,24286.499999999996,49,2,0,0,0
Tiger+Lion+Leopard,Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia,13.0,20412.915405196083,57,3,0,0,0
Cat+Tiger+Lion+Leopard,Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia,13.0,17558.52250285204,60,4,0,0,0
Suricate+Cat+Tiger+Lion+Leopard,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,13.892161122758525,18977.717770795294,56,5,0,0,0
Ermine+American Black Bear,Mustela erminea+Ursus americanus,Mammalia+Mammalia,14.0,13644.5,48,2,0,0,0
Fox+Ermine+American Black Bear,Vulpes vulpes+Mustela erminea+Ursus americanus,Mammalia+Mammalia+Mammalia,13.642999714856002,14743.882378100941,63,3,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,13.75024134453235,16566.168626666295,47,8,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,15.395932905627205,12562.04249499106,68,9,0,0,0
Alpaca+Two-Humped Camel,Vicugna pacos+Camelus ferus,Mammalia+Mammalia,12.0,12311.0,73,2,0,0,0
Orca+Bottle-Nose Dolphin,Orcinus orca+Tursiops truncatus,Mammalia+Mammalia,12.0,12775.5,72,2,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin,Monodon monoceros+Orcinus orca+Tursiops truncatus,Mammalia+Mammalia+Mammalia,12.0,-1830.103649237642,84,3,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale,Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni,Mammalia+Mammalia+Mammalia+Mammalia,11.380898550881753,559.6707239542777,87,4,0,0,0
Goat+Sheep,Capra hircus+Ovis aries,Mammalia+Mammalia,12.999999999999998,21272.0,83,2,0,0,0
Cattle+Goat+Sheep,Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia,12.999999999999998,21294.573166951686,82,3,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep,Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.109629454486011,9892.108911604912,80,7,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar,Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.720949646443627,8350.046812516459,79,8,0,0,0
Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar,Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.526167890742693,9420.192862123524,94,10,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,14.001168628620196,11035.039549132242,92,19,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,14.000957281287048,12882.060850450705,78,20,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,14.188347866505966,14553.862117774226,98,21,0,0,0
Norway Rat+House Mouse,Rattus norvegicus+Mus musculus,Mammalia+Mammalia,12.759039222889225,5668.086497691384,97,2,0,0,0
Norway Rat+House Mouse+Guinea Pig,Rattus norvegicus+Mus musculus+Cavia porcellus,Mammalia+Mammalia+Mammalia,13.112807135726522,12925.684482703264,77,3,0,0,0
Rabbit+Norway Rat+House Mouse+Guinea Pig,Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus,Mammalia+Mammalia+Mammalia+Mammalia,12.723828124959704,11006.079612331218,71,4,0,0,0
Human+Chimpanzee,Homo sapiens+Pan troglodytes,Mammalia+Mammalia,12.482709520914762,13435.293753654867,67,2,0,0,0
Gorilla+Human+Chimpanzee,Gorilla gorilla+Homo sapiens+Pan troglodytes,Mammalia+Mammalia+Mammalia,12.309986159506526,16435.513522564517,66,3,0,0,0
Rhesus Monkey+Pig-Tailed Macaque,Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia,11.999999999999998,11646.496429540142,46,2,0,0,0
Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.164031215758843,14180.636332138418,32,5,0,0,0
Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.482554475241866,17118.461539949367,106,6,0,0,0
Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.294246240459252,18873.935543354353,104,7,0,0,0
Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.52662891588148,14617.812375558435,103,11,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,13.395544893418364,14584.372664989196,31,32,0,0,0
African Bush Elephant+Linne'S Two-Toed Sloth,Loxodonta africana+Choloepus didactylus,Mammalia+Mammalia,21.75,13834.999999999998,30,2,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque+African Bush Elephant+Linne'S Two-Toed Sloth,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina+Loxodonta africana+Choloepus didactylus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,15.553234183994872,14390.83360669392,111,34,0,0,0
Short-Beaked Echidna+Platypus,Tachyglossus aculeatus+Ornithorhynchus anatinus,Mammalia+Mammalia,16.5,16400.5,29,2,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque+African Bush Elephant+Linne'S Two-Toed Sloth+Short-Beaked Echidna+Platypus,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina+Loxodonta africana+Choloepus didactylus+Tachyglossus aculeatus+Ornithorhynchus anatinus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,15.908202635812945,15144.312615170078,28,36,0,0,0
Black Swan+Mute Swan,Cygnus atratus+Cygnus olor,Aves+Aves,7.0,19868.5,212,0,0,2,0
Black Swan+Mute Swan+Bar-Headed Goose,Cygnus atratus+Cygnus olor+Anser indicus,Aves+Aves+Aves,8.0,18912.750000000004,211,0,0,3,0
Eastern Spot-Billed Duck+Mallard,Anas zonorhyncha+Anas platyrhynchos,Aves+Aves,6.0,22739.5,206,0,0,2,0
Black Swan+Mute Swan+Bar-Headed Goose+Eastern Spot-Billed Duck+Mallard,Cygnus atratus+Cygnus olor+Anser indicus+Anas zonorhyncha+Anas platyrhynchos,Aves+Aves+Aves+Aves+Aves,7.078913253981546,20675.134352663063,205,0,0,5,0
Golden Pheasant+Common Pheasant,Chrysolophus pictus+Phasianus colchicus,Aves+Aves,6.25,23475.000000000004,220,0,0,2,0
Black Swan+Mute Swan+Bar-Headed Goose+Eastern Spot-Billed Duck+Mallard+Golden Pheasant+Common Pheasant,Cygnus atratus+Cygnus olor+Anser indicus+Anas zonorhyncha+Anas platyrhynchos+Chrysolophus pictus+Phasianus colchicus,Aves+Aves+Aves+Aves+Aves+Aves+Aves,6.7083882745837045,21926.676846781917,204,0,0,7,0
White Or Black-Backed Wagtail+Zebra Finch,Motacilla alba alba+Taeniopygia guttata,Aves+Aves,6.0,30371.000000000004,151,0,0,2,0
White Or Black-Backed Wagtail+Zebra Finch+Kakapo,Motacilla alba alba+Taeniopygia guttata+Strigops habroptila,Aves+Aves+Aves,6.449582978453887,18961.93275577572,20,0,0,3,0
White Or Black-Backed Wagtail+Zebra Finch+Kakapo+Merlin,Motacilla alba alba+Taeniopygia guttata+Strigops habroptila+Falco columbarius,Aves+Aves+Aves+Aves,6.620292849924891,22519.333105650734,191,0,0,4,0
California Condor+Steller'S Sea Eagle,Gymnogyps californianus+Haliaeetus pelagicus,Aves+Aves,5.500000000000001,21863.0,167,0,0,2,0
White Or Black-Backed Wagtail+Zebra Finch+Kakapo+Merlin+California Condor+Steller'S Sea Eagle,Motacilla alba alba+Taeniopygia guttata+Strigops habroptila+Falco columbarius+Gymnogyps californianus+Haliaeetus pelagicus,Aves+Aves+Aves+Aves+Aves+Aves,6.191434497676753,22268.082788169773,187,0,0,6,0
Eurasian Woodcock+Common Snipe,Scolopax rusticola+Gallinago gallinago,Aves+Aves,6.5,25991.0,154,0,0,2,0
Ruff+Eurasian Woodcock+Common Snipe,Calidris pugnax+Scolopax rusticola+Gallinago gallinago,Aves+Aves+Aves,7.078589662011359,23571.72375990983,163,0,0,3,0
Common Tern+Razorbill,Sterna hirundo+Alca torda,Aves+Aves,7.5,15775.5,21,0,0,2,0
Atlantic Puffin+Common Tern+Razorbill,Fratercula arctica+Sterna hirundo+Alca torda,Aves+Aves+Aves,7.311202785101747,18762.460736905257,156,0,0,3,0
Ruff+Eurasian Woodcock+Common Snipe+Atlantic Puffin+Common Tern+Razorbill,Calidris pugnax+Scolopax rusticola+Gallinago gallinago+Fratercula arctica+Sterna hirundo+Alca torda,Aves+Aves+Aves+Aves+Aves+Aves,7.2019960112909995,21020.30454284379,161,0,0,6,0
European Golden-Plover+Ruff+Eurasian Woodcock+Common Snipe+Atlantic Puffin+Common Tern+Razorbill,Pluvialis apricaria+Calidris pugnax+Scolopax rusticola+Gallinago gallinago+Fratercula arctica+Sterna hirundo+Alca torda,Aves+Aves+Aves+Aves+Aves+Aves+Aves,6.930268227371521,21373.7994773583,153,0,0,7,0
White Stork+Royal Penguin,Ciconia ciconia+Eudyptes schlegeli,Aves+Aves,6.25,23013.5,144,0,0,2,0
Eurasian Coot+White Stork+Royal Penguin,Fulica atra+Ciconia ciconia+Eudyptes schlegeli,Aves+Aves+Aves,6.845030739567353,36874.48606504737,143,0,0,3,0
European Golden-Plover+Ruff+Eurasian Woodcock+Common Snipe+Atlantic Puffin+Common Tern+Razorbill+Eurasian Coot+White Stork+Royal Penguin,Pluvialis apricaria+Calidris pugnax+Scolopax rusticola+Gallinago gallinago+Fratercula arctica+Sterna hirundo+Alca torda+Fulica atra+Ciconia ciconia+Eudyptes schlegeli,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,6.895979600584327,27609.286597434268,170,0,0,10,0
White Or Black-Backed Wagtail+Zebra Finch+Kakapo+Merlin+California Condor+Steller'S Sea Eagle+European Golden-Plover+Ruff+Eurasian Woodcock+Common Snipe+Atlantic Puffin+Common Tern+Razorbill+Eurasian Coot+White Stork+Royal Penguin,Motacilla alba alba+Taeniopygia guttata+Strigops habroptila+Falco columbarius+Gymnogyps californianus+Haliaeetus pelagicus+Pluvialis apricaria+Calidris pugnax+Scolopax rusticola+Gallinago gallinago+Fratercula arctica+Sterna hirundo+Alca torda+Fulica atra+Ciconia ciconia+Eudyptes schlegeli,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,6.611734234139362,25454.40335751657,19,0,0,16,0
White Or Black-Backed Wagtail+Zebra Finch+Kakapo+Merlin+California Condor+Steller'S Sea Eagle+European Golden-Plover+Ruff+Eurasian Woodcock+Common Snipe+Atlantic Puffin+Common Tern+Razorbill+Eurasian Coot+White Stork+Royal Penguin+Common Cuckoo,Motacilla alba alba+Taeniopygia guttata+Strigops habroptila+Falco columbarius+Gymnogyps californianus+Haliaeetus pelagicus+Pluvialis apricaria+Calidris pugnax+Scolopax rusticola+Gallinago gallinago+Fratercula arctica+Sterna hirundo+Alca torda+Fulica atra+Ciconia ciconia+Eudyptes schlegeli+Cuculus canorus,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,6.338608513191413,24172.36429517257,207,0,0,17,0
