Common Name,Species,Class,Thoracic,D1,node,Mammalia,Reptilia,Aves,Amphibia
Guinea Pig,Cavia porcellus,Mammalia,13.5,20062.0,0,1,0,0,0
Lemur,Lemur catta,Mammalia,12.0,30932.0,0,1,0,0,0
Common Marmoset,Callithrix jacchus,Mammalia,13.0,26848.0,0,1,0,0,0
Gorilla,Gorilla gorilla,Mammalia,12.0,15476.0,0,1,0,0,0
Human,Homo sapiens,Mammalia,12.0,15570.0,0,1,0,0,0
Chimpanzee,Pan troglodytes,Mammalia,13.0,14138.0,0,1,0,0,0
Rhesus Monkey,Macaca mulatta,Mammalia,12.0,14453.0,0,1,0,0,0
Pig-Tailed Macaque,Macaca nemestrina,Mammalia,12.0,38346.0,0,1,0,0,0
African Bush Elephant,Loxodonta africana,Mammalia,20.5,24398.0,0,1,0,0,0
Linne'S Two-Toed Sloth,Choloepus didactylus,Mammalia,23.0,13555.0,0,1,0,0,0
Short-Beaked Echidna,Tachyglossus aculeatus,Mammalia,16.0,17122.0,0,1,0,0,0
Platypus,Ornithorhynchus anatinus,Mammalia,17.0,11505.0,0,1,0,0,0
Chicken,Gallus gallus,Aves,6.0,35314.0,0,0,0,1,0
Mute Swan,Cygnus olor,Aves,6.5,36787.0,0,0,0,1,0
Swan Goose,Anser cygnoides,Aves,6.0,36565.0,0,0,0,1,0
Zebra Finch,Taeniopygia guttata,Aves,7.0,6660.0,0,0,0,1,0
Kakapo,Strigops habroptila,Aves,7.0,16641.0,0,0,0,1,0
American Alligator,Alligator mississippiensis,Reptilia,20.0,46225.0,0,0,1,0,0
Chinese Soft-Shelled Turtle,Pelodiscus sinensis,Reptilia,10.0,22083.0,0,0,1,0,0
Green Sea Turtle,Chelonia mydas,Reptilia,9.5,8231.0,0,0,1,0,0
Viviparous (Common) Lizard,Zootoca vivipara,Reptilia,20.0,115343.0,0,0,1,0,0
Sand Lizard,Lacerta agilis,Reptilia,20.0,83597.0,0,0,1,0,0
Common Wall Lizard,Podarcis muralis,Reptilia,20.0,85743.0,0,0,1,0,0
Komodo Dragon,Varanus komodoensis,Reptilia,25.0,24766.0,0,0,1,0,0
Axolotl,Ambystoma mexicanum,Amphibia,15.5,470570.0,0,0,0,0,1
Iberian Ribbed Newt,Pleurodeles waltl,Amphibia,12.0,223504.0,0,0,0,0,1
African Clawed Frog,Xenopus laevis,Amphibia,7.0,48598.0,0,0,0,0,1
European Fire-Bellied Toad,Bombina bombina,Amphibia,7.0,45239.0,0,0,0,0,1
Painted Frog,Discoglossus pictus,Amphibia,7.0,22058.0,0,0,0,0,1
Golden Pheasant,Chrysolophus pictus,Aves,7.0,26355.0,0,0,0,1,0
Bar-Headed Goose,Anser indicus,Aves,9.0,18447.0,0,0,0,1,0
Eastern Spot-Billed Duck,Anas zonorhyncha,Aves,6.0,26515.0,0,0,0,1,0
Brown Falcon,Falco berigora,Aves,7.0,24560.0,0,0,0,1,0
Merlin,Falco columbarius,Aves,7.0,25630.0,0,0,0,1,0
California Condor,Gymnogyps californianus,Aves,5.0,25952.0,0,0,0,1,0
Steller'S Sea Eagle,Haliaeetus pelagicus,Aves,6.0,20420.0,0,0,0,1,0
Oriental Scops Owl,Otus sunia,Aves,5.0,21087.0,0,0,0,1,0
European Golden-Plover,Pluvialis apricaria,Aves,6.0,26034.0,0,0,0,1,0
Eurasian Woodcock,Scolopax rusticola,Aves,6.0,45837.0,0,0,0,1,0
Common Snipe,Gallinago gallinago,Aves,7.0,25096.0,0,0,0,1,0
Atlantic Puffin,Fratercula arctica,Aves,7.0,24542.0,0,0,0,1,0
Common Murre,Uria aalge,Aves,6.666666666666667,24502.0,0,0,0,1,0
Common Tern,Sterna hirundo,Aves,7.0,29271.0,0,0,0,1,0
Razorbill,Alca torda,Aves,8.0,24497.0,0,0,0,1,0
Eurasian Coot,Fulica atra,Aves,8.0,28518.0,0,0,0,1,0
Royal Penguin,Eudyptes schlegeli,Aves,7.0,28950.0,0,0,0,1,0
White Stork,Ciconia ciconia,Aves,5.5,23181.0,0,0,0,1,0
West African Mud Turtle,Pelusios castaneus,Reptilia,7.0,16894.0,0,0,1,0,0
Snapping Turtle,Chelydra serpentina,Reptilia,9.0,8391.0,0,0,1,0,0
Regal Horned Lizard,Sphenodon punctatus,Reptilia,21.0,89781.0,0,0,1,0,0
Argentine Black And White Tegu,Salvator merianae,Reptilia,22.0,63754.0,0,0,1,0,0
Desert Horned Lizard,Phrynosoma platyrhinos,Reptilia,19.0,120421.0,0,0,1,0,0
Chinese Crocodile Lizard,Shinisaurus crocodilurus,Reptilia,22.67,57390.0,0,0,1,0,0
Common Leopard Gecko,Eublepharis macularius,Reptilia,23.0,29448.0,0,0,1,0,0
Lion+Leopard,Panthera leo+Panthera pardus,Mammalia+Mammalia,12.999999999999998,16328.999999999998,49,2,0,0,0
Tiger+Lion+Leopard,Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia,13.0,15234.102490084255,57,3,0,0,0
Cat+Tiger+Lion+Leopard,Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia,13.0,14714.175397439332,60,4,0,0,0
Suricate+Cat+Tiger+Lion+Leopard,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,13.892161122758525,16963.235346525365,56,5,0,0,0
Ermine+American Black Bear,Mustela erminea+Ursus americanus,Mammalia+Mammalia,14.0,12515.0,48,2,0,0,0
Fox+Ermine+American Black Bear,Vulpes vulpes+Mustela erminea+Ursus americanus,Mammalia+Mammalia+Mammalia,13.642999714856002,15489.169375534642,63,3,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,13.75024134453235,16123.622513001825,47,8,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,15.395932905627205,14301.17120867879,68,9,0,0,0
Alpaca+Two-Humped Camel,Vicugna pacos+Camelus ferus,Mammalia+Mammalia,12.0,15000.0,73,2,0,0,0
Orca+Bottle-Nose Dolphin,Orcinus orca+Tursiops truncatus,Mammalia+Mammalia,12.0,24906.0,72,2,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin,Monodon monoceros+Orcinus orca+Tursiops truncatus,Mammalia+Mammalia+Mammalia,12.0,36191.04935431561,84,3,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale,Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni,Mammalia+Mammalia+Mammalia+Mammalia,11.380898550881753,34417.09696522325,87,4,0,0,0
Goat+Sheep,Capra hircus+Ovis aries,Mammalia+Mammalia,12.999999999999998,16976.0,83,2,0,0,0
Cattle+Goat+Sheep,Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia,12.999999999999998,18987.72063873426,82,3,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep,Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.109629454486011,27472.58872667169,80,7,0,0,0
Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar,Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.720949646443627,23260.46817109941,79,8,0,0,0
Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar,Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.526167890742693,21028.70552135624,94,10,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,14.001168628620196,17570.889977634874,92,19,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,14.000957281287048,18085.068486262528,78,20,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,14.188347866505966,18710.03935544917,98,21,0,0,0
Norway Rat+House Mouse,Rattus norvegicus+Mus musculus,Mammalia+Mammalia,12.759039222889225,15016.465951593347,97,2,0,0,0
Norway Rat+House Mouse+Guinea Pig,Rattus norvegicus+Mus musculus+Cavia porcellus,Mammalia+Mammalia+Mammalia,13.112807135726522,17425.43023768468,77,3,0,0,0
Rabbit+Norway Rat+House Mouse+Guinea Pig,Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus,Mammalia+Mammalia+Mammalia+Mammalia,12.723828124959704,16690.181346116937,71,4,0,0,0
Human+Chimpanzee,Homo sapiens+Pan troglodytes,Mammalia+Mammalia,12.482709520914762,14878.759966050062,67,2,0,0,0
Gorilla+Human+Chimpanzee,Gorilla gorilla+Homo sapiens+Pan troglodytes,Mammalia+Mammalia+Mammalia,12.309986159506526,15092.464692726913,66,3,0,0,0
Rhesus Monkey+Pig-Tailed Macaque,Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia,11.999999999999998,24333.825819458354,46,2,0,0,0
Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.164031215758843,19443.698778633552,32,5,0,0,0
Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.482554475241866,22264.90718220405,106,6,0,0,0
Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.294246240459252,25647.08480763833,104,7,0,0,0
Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,12.52662891588148,20801.840478242564,103,11,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,13.395544893418364,19708.03372064273,31,32,0,0,0
African Bush Elephant+Linne'S Two-Toed Sloth,Loxodonta africana+Choloepus didactylus,Mammalia+Mammalia,21.75,18976.5,30,2,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque+African Bush Elephant+Linne'S Two-Toed Sloth,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina+Loxodonta africana+Choloepus didactylus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,15.553234183994872,19519.101892703053,111,34,0,0,0
Short-Beaked Echidna+Platypus,Tachyglossus aculeatus+Ornithorhynchus anatinus,Mammalia+Mammalia,16.5,14313.5,29,2,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque+African Bush Elephant+Linne'S Two-Toed Sloth+Short-Beaked Echidna+Platypus,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina+Loxodonta africana+Choloepus didactylus+Tachyglossus aculeatus+Ornithorhynchus anatinus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,15.908202635812945,17567.3790765679,28,36,0,0,0
Chicken+Golden Pheasant,Gallus gallus+Chrysolophus pictus,Aves+Aves,6.500000000000001,30834.5,218,0,0,2,0
Bar-Headed Goose+Swan Goose,Anser indicus+Anser cygnoides,Aves+Aves,7.499999999999999,27506.000000000004,213,0,0,2,0
Bar-Headed Goose+Swan Goose+Mute Swan,Anser indicus+Anser cygnoides+Cygnus olor,Aves+Aves+Aves,7.026805231026729,31897.720650840933,211,0,0,3,0
Bar-Headed Goose+Swan Goose+Mute Swan+Eastern Spot-Billed Duck,Anser indicus+Anser cygnoides+Cygnus olor+Anas zonorhyncha,Aves+Aves+Aves+Aves,6.611035601356751,29718.172179531262,205,0,0,4,0
Chicken+Golden Pheasant+Bar-Headed Goose+Swan Goose+Mute Swan+Eastern Spot-Billed Duck,Gallus gallus+Chrysolophus pictus+Anser indicus+Anser cygnoides+Cygnus olor+Anas zonorhyncha,Aves+Aves+Aves+Aves+Aves+Aves,6.556604369526679,30265.41196255423,204,0,0,6,0
Brown Falcon+Merlin,Falco berigora+Falco columbarius,Aves+Aves,7.0,25095.0,188,0,0,2,0
Zebra Finch+Kakapo,Taeniopygia guttata+Strigops habroptila,Aves+Aves,7.0,11650.499999999998,20,0,0,2,0
Brown Falcon+Merlin+Zebra Finch+Kakapo,Falco berigora+Falco columbarius+Taeniopygia guttata+Strigops habroptila,Aves+Aves+Aves+Aves,7.0,16318.428409756682,191,0,0,4,0
California Condor+Steller'S Sea Eagle,Gymnogyps californianus+Haliaeetus pelagicus,Aves+Aves,5.500000000000001,23186.0,167,0,0,2,0
California Condor+Steller'S Sea Eagle+Oriental Scops Owl,Gymnogyps californianus+Haliaeetus pelagicus+Otus sunia,Aves+Aves+Aves,5.318656713513676,22424.72088333041,182,0,0,3,0
Brown Falcon+Merlin+Zebra Finch+Kakapo+California Condor+Steller'S Sea Eagle+Oriental Scops Owl,Falco berigora+Falco columbarius+Taeniopygia guttata+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus+Otus sunia,Aves+Aves+Aves+Aves+Aves+Aves+Aves,6.15296688940411,19394.678185558492,187,0,0,7,0
Common Tern+Razorbill,Sterna hirundo+Alca torda,Aves+Aves,7.5,26884.0,21,0,0,2,0
Common Murre+Common Tern+Razorbill,Uria aalge+Sterna hirundo+Alca torda,Aves+Aves+Aves,7.20586715285072,26043.2506697085,157,0,0,3,0
Atlantic Puffin+Common Murre+Common Tern+Razorbill,Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda,Aves+Aves+Aves+Aves,7.142958885451513,25584.502990656747,156,0,0,4,0
Eurasian Woodcock+Common Snipe,Scolopax rusticola+Gallinago gallinago,Aves+Aves,6.5,35466.5,154,0,0,2,0
Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe,Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago,Aves+Aves+Aves+Aves+Aves+Aves,6.890490742501558,29464.82798505181,161,0,0,6,0
European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe,Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago,Aves+Aves+Aves+Aves+Aves+Aves+Aves,6.68351783557823,28667.415494018718,153,0,0,7,0
White Stork+Royal Penguin,Ciconia ciconia+Eudyptes schlegeli,Aves+Aves,6.25,26065.5,144,0,0,2,0
Eurasian Coot+White Stork+Royal Penguin,Fulica atra+Ciconia ciconia+Eudyptes schlegeli,Aves+Aves+Aves,6.845030739567353,26899.393079307963,143,0,0,3,0
European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe+Eurasian Coot+White Stork+Royal Penguin,Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago+Fulica atra+Ciconia ciconia+Eudyptes schlegeli,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,6.7494822577582765,27945.32720195496,170,0,0,10,0
Brown Falcon+Merlin+Zebra Finch+Kakapo+California Condor+Steller'S Sea Eagle+Oriental Scops Owl+European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe+Eurasian Coot+White Stork+Royal Penguin,Falco berigora+Falco columbarius+Taeniopygia guttata+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus+Otus sunia+Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago+Fulica atra+Ciconia ciconia+Eudyptes schlegeli,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,6.487959569012706,24196.574294787642,19,0,0,17,0
Chicken+Golden Pheasant+Bar-Headed Goose+Swan Goose+Mute Swan+Eastern Spot-Billed Duck+Brown Falcon+Merlin+Zebra Finch+Kakapo+California Condor+Steller'S Sea Eagle+Oriental Scops Owl+European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe+Eurasian Coot+White Stork+Royal Penguin,Gallus gallus+Chrysolophus pictus+Anser indicus+Anser cygnoides+Cygnus olor+Anas zonorhyncha+Falco berigora+Falco columbarius+Taeniopygia guttata+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus+Otus sunia+Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago+Fulica atra+Ciconia ciconia+Eudyptes schlegeli,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,6.513498547338058,26454.45708411292,225,0,0,23,0
