Common Name,Species,Class,Cervical,A7,node,Mammalia,Reptilia,Aves,Amphibia
Common Toad,Bufo bufo,Amphibia,1.0,3377.0,0,0,0,0,1
Asiatic Toad,Bufo gargarizans,Amphibia,1.0,3447.0,0,0,0,0,1
Common Frog,Rana temporaria,Amphibia,1.0,11516.0,0,0,0,0,1
Western Clawed Frog,Xenopus tropicalis,Amphibia,1.0,14102.0,0,0,0,0,1
Two-Lined Caecilian,Rhinatrema bivittatum,Amphibia,1.0,12773.0,0,0,0,0,1
Gaboon Caecilian,Geotrypetes seraphini,Amphibia,1.0,-7173.0,0,0,0,0,1
Tiny Cayenne Caecilian,Microcaecilia unicolor,Amphibia,1.0,11818.0,0,0,0,0,1
Western European Hedgehog,Erinaceus europaeus,Mammalia,7.0,7006.0,0,1,0,0,0
Suricate,Suricata suricatta,Mammalia,7.0,5777.0,0,1,0,0,0
Cat,Felis catus,Mammalia,7.0,12683.0,0,1,0,0,0
Tiger,Panthera tigris,Mammalia,7.0,11937.0,0,1,0,0,0
Lion,Panthera leo,Mammalia,7.0,11629.0,0,1,0,0,0
Leopard,Panthera pardus,Mammalia,7.0,13545.0,0,1,0,0,0
Fox,Vulpes vulpes,Mammalia,7.0,6955.0,0,1,0,0,0
Ermine,Mustela erminea,Mammalia,7.0,5428.0,0,1,0,0,0
American Black Bear,Ursus americanus,Mammalia,7.0,5068.0,0,1,0,0,0
Horse,Equus caballus,Mammalia,7.0,10880.0,0,1,0,0,0
Alpaca,Vicugna pacos,Mammalia,7.0,4386.0,0,1,0,0,0
Two-Humped Camel,Camelus ferus,Mammalia,7.0,4534.0,0,1,0,0,0
Narwhal,Monodon monoceros,Mammalia,7.0,11719.0,0,1,0,0,0
Orca,Orcinus orca,Mammalia,7.0,1393.0,0,1,0,0,0
Bottle-Nose Dolphin,Tursiops truncatus,Mammalia,7.0,11361.0,0,1,0,0,0
North Pacific Minke Whale,Balaenoptera acutorostrata scammoni,Mammalia,7.0,10669.0,0,1,0,0,0
Cattle,Bos taurus,Mammalia,7.0,5218.0,0,1,0,0,0
Goat,Capra hircus,Mammalia,7.0,14048.0,0,1,0,0,0
Sheep,Ovis aries,Mammalia,7.0,3701.0,0,1,0,0,0
Wild Boar,Sus scrofa,Mammalia,7.0,5625.0,0,1,0,0,0
Flying Fox,Pteropus vampyrus,Mammalia,7.0,14198.0,0,1,0,0,0
Rabbit,Oryctolagus cuniculus,Mammalia,7.0,10067.0,0,1,0,0,0
Norway Rat,Rattus norvegicus,Mammalia,7.0,13614.0,0,1,0,0,0
House Mouse,Mus musculus,Mammalia,7.0,11747.0,0,1,0,0,0
Lemur,Lemur catta,Mammalia,7.0,15186.0,0,1,0,0,0
Common Marmoset,Callithrix jacchus,Mammalia,7.0,5705.0,0,1,0,0,0
Gorilla,Gorilla gorilla,Mammalia,7.0,11795.0,0,1,0,0,0
Human,Homo sapiens,Mammalia,7.0,11821.0,0,1,0,0,0
Chimpanzee,Pan troglodytes,Mammalia,7.0,15018.0,0,1,0,0,0
Rhesus Monkey,Macaca mulatta,Mammalia,7.0,4289.0,0,1,0,0,0
Pig-Tailed Macaque,Macaca nemestrina,Mammalia,7.0,12204.0,0,1,0,0,0
African Bush Elephant,Loxodonta africana,Mammalia,7.0,5696.0,0,1,0,0,0
Linne'S Two-Toed Sloth,Choloepus didactylus,Mammalia,7.0,10979.0,0,1,0,0,0
Short-Beaked Echidna,Tachyglossus aculeatus,Mammalia,7.0,14230.0,0,1,0,0,0
Platypus,Ornithorhynchus anatinus,Mammalia,7.0,6653.0,0,1,0,0,0
Ostrich,Struthio camelus australis,Aves,17.0,6975.0,0,0,0,1,0
Okarito Kiwi,Apteryx rowi,Aves,17.0,6182.0,0,0,0,1,0
Emu,Dromaius novaehollandiae,Aves,18.25,12790.0,0,0,0,1,0
Chicken,Gallus gallus,Aves,14.0,26983.0,0,0,0,1,0
Common Pheasant,Phasianus colchicus,Aves,13.0,12349.0,0,0,0,1,0
Black Swan,Cygnus atratus,Aves,22.0,19548.0,0,0,0,1,0
Mute Swan,Cygnus olor,Aves,23.33333333333333,12392.0,0,0,0,1,0
Swan Goose,Anser cygnoides,Aves,17.0,13424.0,0,0,0,1,0
Mallard,Anas platyrhynchos,Aves,15.0,5682.0,0,0,0,1,0
Common Cuckoo,Cuculus canorus,Aves,14.0,11271.0,0,0,0,1,0
White Or Black-Backed Wagtail,Motacilla alba alba,Aves,12.0,12635.0,0,0,0,1,0
Crow,Corvus hawaiiensis,Aves,9.0,5740.0,0,0,0,1,0
Zebra Finch,Taeniopygia guttata,Aves,12.0,12461.0,0,0,0,1,0
Barn Swallow,Hirundo rustica,Aves,12.0,5822.0,0,0,0,1,0
Kakapo,Strigops habroptila,Aves,14.0,12166.0,0,0,0,1,0
Budgerigar,Melopsittacus undulatus,Aves,11.0,6731.0,0,0,0,1,0
Barn Owl,Tyto alba,Aves,12.0,5881.0,0,0,0,1,0
Rock Pigeon,Columba livia,Aves,12.0,15761.0,0,0,0,1,0
Ruff,Calidris pugnax,Aves,13.5,13068.0,0,0,0,1,0
Emperor Penguin,Aptenodytes forsteri,Aves,13.0,6366.0,0,0,0,1,0
American Alligator,Alligator mississippiensis,Reptilia,2.0,27291.0,0,0,1,0,0
Australian Saltwater Crocodile,Crocodylus porosus,Reptilia,2.0,53157.0,0,0,1,0,0
Chinese Soft-Shelled Turtle,Pelodiscus sinensis,Reptilia,8.0,11373.0,0,0,1,0,0
Green Sea Turtle,Chelonia mydas,Reptilia,8.0,5818.0,0,0,1,0,0
Viviparous (Common) Lizard,Zootoca vivipara,Reptilia,3.0,14623.0,0,0,1,0,0
Sand Lizard,Lacerta agilis,Reptilia,3.0,7097.0,0,0,1,0,0
Common Wall Lizard,Podarcis muralis,Reptilia,3.0,14762.0,0,0,1,0,0
Central Bearded Dragon,Pogona vitticeps,Reptilia,4.0,8493.0,0,0,1,0,0
