Common Name,Species,Class,Lumbar,B2,node,Mammalia,Reptilia,Aves,Amphibia
Common Toad,Bufo bufo,Amphibia,0.0,47900.0,0,0,0,0,1
Asiatic Toad,Bufo gargarizans,Amphibia,0.0,2128.0,0,0,0,0,1
Common Frog,Rana temporaria,Amphibia,0.0,4970.0,0,0,0,0,1
Western Clawed Frog,Xenopus tropicalis,Amphibia,0.0,58211.0,0,0,0,0,1
Western European Hedgehog,Erinaceus europaeus,Mammalia,5.5,5054.0,0,1,0,0,0
Suricate,Suricata suricatta,Mammalia,6.0,3996.0,0,1,0,0,0
Cat,Felis catus,Mammalia,7.0,3712.0,0,1,0,0,0
Tiger,Panthera tigris,Mammalia,7.0,5335.0,0,1,0,0,0
Lion,Panthera leo,Mammalia,7.0,5320.0,0,1,0,0,0
Leopard,Panthera pardus,Mammalia,7.0,16976.0,0,1,0,0,0
Fox,Vulpes vulpes,Mammalia,7.0,9919.0,0,1,0,0,0
Ermine,Mustela erminea,Mammalia,6.0,5360.0,0,1,0,0,0
American Black Bear,Ursus americanus,Mammalia,6.0,63767.0,0,1,0,0,0
Horse,Equus caballus,Mammalia,5.0,32335.0,0,1,0,0,0
Alpaca,Vicugna pacos,Mammalia,7.0,30714.0,0,1,0,0,0
Two-Humped Camel,Camelus ferus,Mammalia,7.0,3785.0,0,1,0,0,0
Orca,Orcinus orca,Mammalia,11.0,33539.0,0,1,0,0,0
North Pacific Minke Whale,Balaenoptera acutorostrata scammoni,Mammalia,12.1,36001.0,0,1,0,0,0
Cattle,Bos taurus,Mammalia,6.0,3947.0,0,1,0,0,0
Goat,Capra hircus,Mammalia,6.0,3333.0,0,1,0,0,0
Sheep,Ovis aries,Mammalia,7.0,2349.0,0,1,0,0,0
Wild Boar,Sus scrofa,Mammalia,5.75,30771.0,0,1,0,0,0
Flying Fox,Pteropus vampyrus,Mammalia,4.0,3727.0,0,1,0,0,0
Rabbit,Oryctolagus cuniculus,Mammalia,7.0,3735.0,0,1,0,0,0
Norway Rat,Rattus norvegicus,Mammalia,6.5,3793.0,0,1,0,0,0
House Mouse,Mus musculus,Mammalia,6.0,3702.0,0,1,0,0,0
Guinea Pig,Cavia porcellus,Mammalia,6.0,6389.0,0,1,0,0,0
Lemur,Lemur catta,Mammalia,7.0,3625.0,0,1,0,0,0
Common Marmoset,Callithrix jacchus,Mammalia,6.0,1227.0,0,1,0,0,0
Gorilla,Gorilla gorilla,Mammalia,5.0,3844.0,0,1,0,0,0
Human,Homo sapiens,Mammalia,5.0,47586.0,0,1,0,0,0
Chimpanzee,Pan troglodytes,Mammalia,4.0,3841.0,0,1,0,0,0
Rhesus Monkey,Macaca mulatta,Mammalia,7.0,3987.0,0,1,0,0,0
Pig-Tailed Macaque,Macaca nemestrina,Mammalia,7.0,48158.0,0,1,0,0,0
African Bush Elephant,Loxodonta africana,Mammalia,3.0,5487.0,0,1,0,0,0
Linne'S Two-Toed Sloth,Choloepus didactylus,Mammalia,3.0,3825.0,0,1,0,0,0
Short-Beaked Echidna,Tachyglossus aculeatus,Mammalia,3.0,5679.0,0,1,0,0,0
Platypus,Ornithorhynchus anatinus,Mammalia,2.0,10965.0,0,1,0,0,0
Ostrich,Struthio camelus australis,Aves,0.0,3754.0,0,0,0,1,0
Okarito Kiwi,Apteryx rowi,Aves,0.0,5091.0,0,0,0,1,0
Emu,Dromaius novaehollandiae,Aves,0.0,1625.0,0,0,0,1,0
Chicken,Gallus gallus,Aves,0.0,4050.0,0,0,0,1,0
Common Pheasant,Phasianus colchicus,Aves,0.0,17871.0,0,0,0,1,0
Black Swan,Cygnus atratus,Aves,0.0,13981.0,0,0,0,1,0
Mute Swan,Cygnus olor,Aves,0.0,3777.0,0,0,0,1,0
Swan Goose,Anser cygnoides,Aves,0.0,5432.0,0,0,0,1,0
Mallard,Anas platyrhynchos,Aves,0.0,2741.0,0,0,0,1,0
Common Cuckoo,Cuculus canorus,Aves,0.0,9382.0,0,0,0,1,0
Crow,Corvus hawaiiensis,Aves,0.0,27885.0,0,0,0,1,0
Zebra Finch,Taeniopygia guttata,Aves,0.0,7493.0,0,0,0,1,0
Barn Swallow,Hirundo rustica,Aves,0.0,5953.0,0,0,0,1,0
Kakapo,Strigops habroptila,Aves,0.0,3156.0,0,0,0,1,0
Budgerigar,Melopsittacus undulatus,Aves,0.0,25145.0,0,0,0,1,0
Barn Owl,Tyto alba,Aves,0.0,3314.0,0,0,0,1,0
Hoatzin,Opisthocomus hoazin,Aves,0.0,5005.0,0,0,0,1,0
Rock Pigeon,Columba livia,Aves,0.0,4257.0,0,0,0,1,0
Ruff,Calidris pugnax,Aves,0.0,3958.0,0,0,0,1,0
Emperor Penguin,Aptenodytes forsteri,Aves,0.0,13554.0,0,0,0,1,0
American Alligator,Alligator mississippiensis,Reptilia,4.0,67089.0,0,0,1,0,0
Australian Saltwater Crocodile,Crocodylus porosus,Reptilia,4.0,49063.0,0,0,1,0,0
Chinese Soft-Shelled Turtle,Pelodiscus sinensis,Reptilia,0.0,3472.0,0,0,1,0,0
Green Sea Turtle,Chelonia mydas,Reptilia,1.0,517.0,0,0,1,0,0
Axolotl,Ambystoma mexicanum,Amphibia,0.0,4527.0,0,0,0,0,1
African Clawed Frog,Xenopus laevis,Amphibia,0.0,31309.0,0,0,0,0,1
European Fire-Bellied Toad,Bombina bombina,Amphibia,0.0,4219.0,0,0,0,0,1
Painted Frog,Discoglossus pictus,Amphibia,0.0,6184.0,0,0,0,0,1
Southern Cassowary,Casuarius casuarius,Aves,0.0,12930.0,0,0,0,1,0
Golden Pheasant,Chrysolophus pictus,Aves,0.0,50958.0,0,0,0,1,0
Bar-Headed Goose,Anser indicus,Aves,0.0,41996.0,0,0,0,1,0
Eastern Spot-Billed Duck,Anas zonorhyncha,Aves,0.0,53021.0,0,0,0,1,0
Great Bustard,Otis tarda,Aves,0.0,3022.0,0,0,0,1,0
Brown Falcon,Falco berigora,Aves,0.0,12372.0,0,0,0,1,0
Merlin,Falco columbarius,Aves,0.0,13017.0,0,0,0,1,0
California Condor,Gymnogyps californianus,Aves,0.0,3419.0,0,0,0,1,0
Steller'S Sea Eagle,Haliaeetus pelagicus,Aves,0.0,3340.0,0,0,0,1,0
Lammergeier,Gypaetus barbatus,Aves,0.0,3378.0,0,0,0,1,0
Oriental Scops Owl,Otus sunia,Aves,0.0,12334.0,0,0,0,1,0
European Golden-Plover,Pluvialis apricaria,Aves,0.0,3522.0,0,0,0,1,0
Eurasian Woodcock,Scolopax rusticola,Aves,0.0,12456.0,0,0,0,1,0
Common Snipe,Gallinago gallinago,Aves,0.0,11058.0,0,0,0,1,0
Atlantic Puffin,Fratercula arctica,Aves,0.0,3363.0,0,0,0,1,0
Common Murre,Uria aalge,Aves,0.0,12915.0,0,0,0,1,0
Common Tern,Sterna hirundo,Aves,0.0,12915.0,0,0,0,1,0
Razorbill,Alca torda,Aves,0.0,13055.0,0,0,0,1,0
Eurasian Coot,Fulica atra,Aves,0.0,3475.0,0,0,0,1,0
Royal Penguin,Eudyptes schlegeli,Aves,0.0,5457.0,0,0,0,1,0
White Stork,Ciconia ciconia,Aves,0.0,13102.0,0,0,0,1,0
West African Mud Turtle,Pelusios castaneus,Reptilia,0.0,45043.0,0,0,1,0,0
Snapping Turtle,Chelydra serpentina,Reptilia,1.0,12196.0,0,0,1,0,0
Regal Horned Lizard,Sphenodon punctatus,Reptilia,0.0,10439.0,0,0,1,0,0
Desert Horned Lizard,Phrynosoma platyrhinos,Reptilia,0.0,83089.0,0,0,1,0,0
Chinese Crocodile Lizard,Shinisaurus crocodilurus,Reptilia,1.0,84500.0,0,0,1,0,0
Lion+Leopard,Panthera leo+Panthera pardus,Mammalia+Mammalia,7.0,11148.0,49,2,0,0,0
Tiger+Lion+Leopard,Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia,7.0,8262.850759229272,57,3,0,0,0
Cat+Tiger+Lion+Leopard,Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia,7.0,6460.926977822697,60,4,0,0,0
Suricate+Cat+Tiger+Lion+Leopard,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.553919438620739,5361.370967796663,56,5,0,0,0
Ermine+American Black Bear,Mustela erminea+Ursus americanus,Mammalia+Mammalia,6.0,34563.50000000001,48,2,0,0,0
Fox+Ermine+American Black Bear,Vulpes vulpes+Mustela erminea+Ursus americanus,Mammalia+Mammalia+Mammalia,6.3570002851439975,25765.40647276875,63,3,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.4417563118140455,16983.299974223984,47,8,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,5.98979530727597,21795.74276234463,68,9,0,0,0
Alpaca+Two-Humped Camel,Vicugna pacos+Camelus ferus,Mammalia+Mammalia,6.999999999999999,17249.5,73,2,0,0,0
North Pacific Minke Whale+Orca,Balaenoptera acutorostrata scammoni+Orcinus orca,Mammalia+Mammalia,11.549999999999999,34770.0,87,2,0,0,0
Goat+Sheep,Capra hircus+Ovis aries,Mammalia+Mammalia,6.499999999999999,2841.0,83,2,0,0,0
Cattle+Goat+Sheep,Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia,6.274268330483138,3340.318452971295,82,3,0,0,0
North Pacific Minke Whale+Orca+Cattle+Goat+Sheep,Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,9.074823190491458,20024.363988044115,80,5,0,0,0
North Pacific Minke Whale+Orca+Cattle+Goat+Sheep+Wild Boar,Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,8.101405899701717,23170.685074163364,79,6,0,0,0
Alpaca+Two-Humped Camel+North Pacific Minke Whale+Orca+Cattle+Goat+Sheep+Wild Boar,Vicugna pacos+Camelus ferus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.799013210435044,21545.014575479046,94,8,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+North Pacific Minke Whale+Orca+Cattle+Goat+Sheep+Wild Boar,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.86512758978104,21674.435939261464,92,17,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+North Pacific Minke Whale+Orca+Cattle+Goat+Sheep+Wild Boar+Flying Fox,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.345660193470834,18420.441998096394,78,18,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+North Pacific Minke Whale+Orca+Cattle+Goat+Sheep+Wild Boar+Flying Fox,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.186800600243894,15909.519106013617,98,19,0,0,0
Norway Rat+House Mouse,Rattus norvegicus+Mus musculus,Mammalia+Mammalia,6.240960777110775,3745.8548614341603,97,2,0,0,0
Norway Rat+House Mouse+Guinea Pig,Rattus norvegicus+Mus musculus+Cavia porcellus,Mammalia+Mammalia+Mammalia,6.125915293156113,5007.8109161696875,77,3,0,0,0
Rabbit+Norway Rat+House Mouse+Guinea Pig,Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus,Mammalia+Mammalia+Mammalia+Mammalia,6.431449463165332,4562.9029755482825,71,4,0,0,0
Human+Chimpanzee,Homo sapiens+Pan troglodytes,Mammalia+Mammalia,4.51729047908524,26469.87200758382,67,2,0,0,0
Gorilla+Human+Chimpanzee,Gorilla gorilla+Homo sapiens+Pan troglodytes,Mammalia+Mammalia+Mammalia,4.690013840493477,18373.87120665388,66,3,0,0,0
Rhesus Monkey+Pig-Tailed Macaque,Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia,7.0,22253.687200070937,46,2,0,0,0
Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,5.777655625873242,20200.657041131162,32,5,0,0,0
Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,5.862373926495981,12971.259007399463,106,6,0,0,0
Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.306312111167969,9324.048949670012,104,7,0,0,0
