Common Name,Species,Class,Caudal,D1
(Western European Hedgehog)-(Fox+Ermine+Cat+Lion+Leopard+Horse+North Pacific Minke Whale+Orca+Cattle+Wild Boar+Alpaca),(Erinaceus europaeus)-(Vulpes vulpes+Mustela erminea+Felis catus+Panthera leo+Panthera pardus+Equus caballus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Sus scrofa+Vicugna pacos),(Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),-0.6526285959025915,423.040385139618
(Guinea Pig)-(House Mouse),(Cavia porcellus)-(Mus musculus),(Mammalia)-(Mammalia),-2.0779918684157073,454.02001925017476
(Rabbit)-(Guinea Pig+House Mouse),(Oryctolagus cuniculus)-(Cavia porcellus+Mus musculus),(Mammalia)-(Mammalia+Mammalia),-0.705882161822247,-184.81257857631968
(Rhesus Monkey)-(Pig-Tailed Macaque),(Macaca mulatta)-(Macaca nemestrina),(Mammalia)-(Mammalia),-0.722229712050665,-8628.117255013269
(Human)-(Chimpanzee),(Homo sapiens)-(Pan troglodytes),(Mammalia)-(Mammalia),0.6207711542669869,444.4721464551626
(Rhesus Monkey+Pig-Tailed Macaque)-(Human+Chimpanzee),(Macaca mulatta+Macaca nemestrina)-(Homo sapiens+Pan troglodytes),(Mammalia+Mammalia)-(Mammalia+Mammalia),1.7879038796381774,1321.456909232349
(Common Marmoset)-(Rhesus Monkey+Pig-Tailed Macaque+Human+Chimpanzee),(Callithrix jacchus)-(Macaca mulatta+Macaca nemestrina+Homo sapiens+Pan troglodytes),(Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia),1.1631124553261656,879.9053909345275
(Rabbit+Guinea Pig+House Mouse)-(Common Marmoset+Rhesus Monkey+Pig-Tailed Macaque+Human+Chimpanzee),(Oryctolagus cuniculus+Cavia porcellus+Mus musculus)-(Callithrix jacchus+Macaca mulatta+Macaca nemestrina+Homo sapiens+Pan troglodytes),(Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),0.203272476557369,-577.0230595624992
(Western European Hedgehog+Fox+Ermine+Cat+Lion+Leopard+Horse+North Pacific Minke Whale+Orca+Cattle+Wild Boar+Alpaca)-(Rabbit+Guinea Pig+House Mouse+Common Marmoset+Rhesus Monkey+Pig-Tailed Macaque+Human+Chimpanzee),(Erinaceus europaeus+Vulpes vulpes+Mustela erminea+Felis catus+Panthera leo+Panthera pardus+Equus caballus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Sus scrofa+Vicugna pacos)-(Oryctolagus cuniculus+Cavia porcellus+Mus musculus+Callithrix jacchus+Macaca mulatta+Macaca nemestrina+Homo sapiens+Pan troglodytes),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),0.4780125819386379,-110.47563287467081
(African Bush Elephant)-(Linne'S Two-Toed Sloth),(Loxodonta africana)-(Choloepus didactylus),(Mammalia)-(Mammalia),1.1498051245456848,779.2085603405537
(Western European Hedgehog+Fox+Ermine+Cat+Lion+Leopard+Horse+North Pacific Minke Whale+Orca+Cattle+Wild Boar+Alpaca+Rabbit+Guinea Pig+House Mouse+Common Marmoset+Rhesus Monkey+Pig-Tailed Macaque+Human+Chimpanzee)-(African Bush Elephant+Linne'S Two-Toed Sloth),(Erinaceus europaeus+Vulpes vulpes+Mustela erminea+Felis catus+Panthera leo+Panthera pardus+Equus caballus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Sus scrofa+Vicugna pacos+Oryctolagus cuniculus+Cavia porcellus+Mus musculus+Callithrix jacchus+Macaca mulatta+Macaca nemestrina+Homo sapiens+Pan troglodytes)-(Loxodonta africana+Choloepus didactylus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia),0.4982902175579664,-76.88514211710587
(Short-Beaked Echidna)-(Platypus),(Tachyglossus aculeatus)-(Ornithorhynchus anatinus),(Mammalia)-(Mammalia),-0.8275314991313601,581.0305538276062
(Western European Hedgehog+Fox+Ermine+Cat+Lion+Leopard+Horse+North Pacific Minke Whale+Orca+Cattle+Wild Boar+Alpaca+Rabbit+Guinea Pig+House Mouse+Common Marmoset+Rhesus Monkey+Pig-Tailed Macaque+Human+Chimpanzee+African Bush Elephant+Linne'S Two-Toed Sloth)-(Short-Beaked Echidna+Platypus),(Erinaceus europaeus+Vulpes vulpes+Mustela erminea+Felis catus+Panthera leo+Panthera pardus+Equus caballus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Sus scrofa+Vicugna pacos+Oryctolagus cuniculus+Cavia porcellus+Mus musculus+Callithrix jacchus+Macaca mulatta+Macaca nemestrina+Homo sapiens+Pan troglodytes+Loxodonta africana+Choloepus didactylus)-(Tachyglossus aculeatus+Ornithorhynchus anatinus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia),-0.06146322858658846,264.6000560573584
(Chicken)-(Golden Pheasant),(Gallus gallus)-(Chrysolophus pictus),(Aves)-(Aves),0.11810951492642466,1058.1431442258386
(Bar-Headed Goose)-(Swan Goose),(Anser indicus)-(Anser cygnoides),(Aves)-(Aves),-0.3434200392942413,-6222.084271933064
(Bar-Headed Goose+Swan Goose)-(Mute Swan),(Anser indicus+Anser cygnoides)-(Cygnus olor),(Aves+Aves)-(Aves),-0.5566067243674069,-1475.962002529686
(Bar-Headed Goose+Swan Goose+Mute Swan)-(Eastern Spot-Billed Duck),(Anser indicus+Anser cygnoides+Cygnus olor)-(Anas zonorhyncha),(Aves+Aves+Aves)-(Aves),0.1522038579448961,708.6004348512397
(Chicken+Golden Pheasant)-(Bar-Headed Goose+Swan Goose+Mute Swan+Eastern Spot-Billed Duck),(Gallus gallus+Chrysolophus pictus)-(Anser indicus+Anser cygnoides+Cygnus olor+Anas zonorhyncha),(Aves+Aves)-(Aves+Aves+Aves+Aves),-0.1048462363044184,98.51873648120512
(Steller'S Sea Eagle)-(Oriental Scops Owl),(Haliaeetus pelagicus)-(Otus sunia),(Aves)-(Aves),0.16852815890835982,-56.204140995938005
(Steller'S Sea Eagle+Oriental Scops Owl)-(Kakapo),(Haliaeetus pelagicus+Otus sunia)-(Strigops habroptila),(Aves+Aves)-(Aves),0.0,400.1453366621688
(Common Tern)-(Razorbill),(Sterna hirundo)-(Alca torda),(Aves)-(Aves),0.0,533.410351692075
(Common Murre)-(Common Tern+Razorbill),(Uria aalge)-(Sterna hirundo+Alca torda),(Aves)-(Aves+Aves),0.0,-288.65852240141834
(Atlantic Puffin)-(Common Murre+Common Tern+Razorbill),(Fratercula arctica)-(Uria aalge+Sterna hirundo+Alca torda),(Aves)-(Aves+Aves+Aves),-0.058394228611506026,-175.32874962026943
(Eurasian Woodcock)-(Common Snipe),(Scolopax rusticola)-(Gallinago gallinago),(Aves)-(Aves),0.12447236361031917,2581.68129364163
(Atlantic Puffin+Common Murre+Common Tern+Razorbill)-(Eurasian Woodcock+Common Snipe),(Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda)-(Scolopax rusticola+Gallinago gallinago),(Aves+Aves+Aves+Aves)-(Aves+Aves),0.08953884908243469,-1044.3940385014039
(European Golden-Plover)-(Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe),(Pluvialis apricaria)-(Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago),(Aves)-(Aves+Aves+Aves+Aves+Aves+Aves),0.050651166028452696,-357.9605722678601
(White Stork)-(Royal Penguin),(Ciconia ciconia)-(Eudyptes schlegeli),(Aves)-(Aves),0.0,-495.52939915669737
(Eurasian Coot)-(White Stork+Royal Penguin),(Fulica atra)-(Ciconia ciconia+Eudyptes schlegeli),(Aves)-(Aves+Aves),0.048586994506485355,238.31920805431068
(European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe)-(Eurasian Coot+White Stork+Royal Penguin),(Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago)-(Fulica atra+Ciconia ciconia+Eudyptes schlegeli),(Aves+Aves+Aves+Aves+Aves+Aves+Aves)-(Aves+Aves+Aves),0.22061250359748658,267.6391327745386
(Steller'S Sea Eagle+Oriental Scops Owl+Kakapo)-(European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe+Eurasian Coot+White Stork+Royal Penguin),(Haliaeetus pelagicus+Otus sunia+Strigops habroptila)-(Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago+Fulica atra+Ciconia ciconia+Eudyptes schlegeli),(Aves+Aves+Aves)-(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves),-0.004971411098875908,-1323.5335759795246
(Chicken+Golden Pheasant+Bar-Headed Goose+Swan Goose+Mute Swan+Eastern Spot-Billed Duck)-(Steller'S Sea Eagle+Oriental Scops Owl+Kakapo+European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe+Eurasian Coot+White Stork+Royal Penguin),(Gallus gallus+Chrysolophus pictus+Anser indicus+Anser cygnoides+Cygnus olor+Anas zonorhyncha)-(Haliaeetus pelagicus+Otus sunia+Strigops habroptila+Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago+Fulica atra+Ciconia ciconia+Eudyptes schlegeli),(Aves+Aves+Aves+Aves+Aves+Aves)-(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves),-0.1140497169294402,637.836458146102
(Chicken+Golden Pheasant+Bar-Headed Goose+Swan Goose+Mute Swan+Eastern Spot-Billed Duck+Steller'S Sea Eagle+Oriental Scops Owl+Kakapo+European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe+Eurasian Coot+White Stork+Royal Penguin)-(American Alligator),(Gallus gallus+Chrysolophus pictus+Anser indicus+Anser cygnoides+Cygnus olor+Anas zonorhyncha+Haliaeetus pelagicus+Otus sunia+Strigops habroptila+Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago+Fulica atra+Ciconia ciconia+Eudyptes schlegeli)-(Alligator mississippiensis),(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves)-(Reptilia),-1.5891067359510802,-938.7659575174372
(Green Sea Turtle)-(Snapping Turtle),(Chelonia mydas)-(Chelydra serpentina),(Reptilia)-(Reptilia),-1.150552385504419,-10.828728334159239
(Chinese Soft-Shelled Turtle)-(Green Sea Turtle+Snapping Turtle),(Pelodiscus sinensis)-(Chelonia mydas+Chelydra serpentina),(Reptilia)-(Reptilia+Reptilia),-0.8436207873890481,801.2652057877222
(West African Mud Turtle)-(Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle),(Pelusios castaneus)-(Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina),(Reptilia)-(Reptilia+Reptilia+Reptilia),-0.3818077130707006,172.04178224610442
(Chicken+Golden Pheasant+Bar-Headed Goose+Swan Goose+Mute Swan+Eastern Spot-Billed Duck+Steller'S Sea Eagle+Oriental Scops Owl+Kakapo+European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe+Eurasian Coot+White Stork+Royal Penguin+American Alligator)-(West African Mud Turtle+Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle),(Gallus gallus+Chrysolophus pictus+Anser indicus+Anser cygnoides+Cygnus olor+Anas zonorhyncha+Haliaeetus pelagicus+Otus sunia+Strigops habroptila+Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago+Fulica atra+Ciconia ciconia+Eudyptes schlegeli+Alligator mississippiensis)-(Pelusios castaneus+Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina),(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Reptilia)-(Reptilia+Reptilia+Reptilia+Reptilia),0.028393463664809344,1286.2848756474336
(Desert Horned Lizard)-(Chinese Crocodile Lizard),(Phrynosoma platyrhinos)-(Shinisaurus crocodilurus),(Reptilia)-(Reptilia),-1.6921331292435353,3555.228108978309
(Regal Horned Lizard)-(Desert Horned Lizard+Chinese Crocodile Lizard),(Sphenodon punctatus)-(Phrynosoma platyrhinos+Shinisaurus crocodilurus),(Reptilia)-(Reptilia+Reptilia),0.09886738935779138,43.27919969137382
(Chicken+Golden Pheasant+Bar-Headed Goose+Swan Goose+Mute Swan+Eastern Spot-Billed Duck+Steller'S Sea Eagle+Oriental Scops Owl+Kakapo+European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe+Eurasian Coot+White Stork+Royal Penguin+American Alligator+West African Mud Turtle+Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle)-(Regal Horned Lizard+Desert Horned Lizard+Chinese Crocodile Lizard),(Gallus gallus+Chrysolophus pictus+Anser indicus+Anser cygnoides+Cygnus olor+Anas zonorhyncha+Haliaeetus pelagicus+Otus sunia+Strigops habroptila+Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago+Fulica atra+Ciconia ciconia+Eudyptes schlegeli+Alligator mississippiensis+Pelusios castaneus+Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina)-(Sphenodon punctatus+Phrynosoma platyrhinos+Shinisaurus crocodilurus),(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia)-(Reptilia+Reptilia+Reptilia),-0.6252920730797739,-4377.126376125582
(Western European Hedgehog+Fox+Ermine+Cat+Lion+Leopard+Horse+North Pacific Minke Whale+Orca+Cattle+Wild Boar+Alpaca+Rabbit+Guinea Pig+House Mouse+Common Marmoset+Rhesus Monkey+Pig-Tailed Macaque+Human+Chimpanzee+African Bush Elephant+Linne'S Two-Toed Sloth+Short-Beaked Echidna+Platypus)-(Chicken+Golden Pheasant+Bar-Headed Goose+Swan Goose+Mute Swan+Eastern Spot-Billed Duck+Steller'S Sea Eagle+Oriental Scops Owl+Kakapo+European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe+Eurasian Coot+White Stork+Royal Penguin+American Alligator+West African Mud Turtle+Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle+Regal Horned Lizard+Desert Horned Lizard+Chinese Crocodile Lizard),(Erinaceus europaeus+Vulpes vulpes+Mustela erminea+Felis catus+Panthera leo+Panthera pardus+Equus caballus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Sus scrofa+Vicugna pacos+Oryctolagus cuniculus+Cavia porcellus+Mus musculus+Callithrix jacchus+Macaca mulatta+Macaca nemestrina+Homo sapiens+Pan troglodytes+Loxodonta africana+Choloepus didactylus+Tachyglossus aculeatus+Ornithorhynchus anatinus)-(Gallus gallus+Chrysolophus pictus+Anser indicus+Anser cygnoides+Cygnus olor+Anas zonorhyncha+Haliaeetus pelagicus+Otus sunia+Strigops habroptila+Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago+Fulica atra+Ciconia ciconia+Eudyptes schlegeli+Alligator mississippiensis+Pelusios castaneus+Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina+Sphenodon punctatus+Phrynosoma platyrhinos+Shinisaurus crocodilurus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia),-0.45234382969167936,-1892.4399662797082
(Axolotl)-(Iberian Ribbed Newt),(Ambystoma mexicanum)-(Pleurodeles waltl),(Amphibia)-(Amphibia),-0.5261716394011702,13978.400243041888
(Common Frog)-(Common Toad),(Rana temporaria)-(Bufo bufo),(Amphibia)-(Amphibia),0.028955033953535374,2417.9190653239248
(African Clawed Frog)-(Western Clawed Frog),(Xenopus laevis)-(Xenopus tropicalis),(Amphibia)-(Amphibia),0.09267215763820605,1660.3143762460995
(Common Frog+Common Toad)-(African Clawed Frog+Western Clawed Frog),(Rana temporaria+Bufo bufo)-(Xenopus laevis+Xenopus tropicalis),(Amphibia+Amphibia)-(Amphibia+Amphibia),-0.043229358882218766,3473.997738492862
(European Fire-Bellied Toad)-(Painted Frog),(Bombina bombina)-(Discoglossus pictus),(Amphibia)-(Amphibia),-0.05549451945776871,1286.4184555505365
(Common Frog+Common Toad+African Clawed Frog+Western Clawed Frog)-(European Fire-Bellied Toad+Painted Frog),(Rana temporaria+Bufo bufo+Xenopus laevis+Xenopus tropicalis)-(Bombina bombina+Discoglossus pictus),(Amphibia+Amphibia+Amphibia+Amphibia)-(Amphibia+Amphibia),0.03927623003910552,2810.76447824085
(Axolotl+Iberian Ribbed Newt)-(Common Frog+Common Toad+African Clawed Frog+Western Clawed Frog+European Fire-Bellied Toad+Painted Frog),(Ambystoma mexicanum+Pleurodeles waltl)-(Rana temporaria+Bufo bufo+Xenopus laevis+Xenopus tropicalis+Bombina bombina+Discoglossus pictus),(Amphibia+Amphibia)-(Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia),1.6590395993607367,15535.459307233332
(Western European Hedgehog+Fox+Ermine+Cat+Lion+Leopard+Horse+North Pacific Minke Whale+Orca+Cattle+Wild Boar+Alpaca+Rabbit+Guinea Pig+House Mouse+Common Marmoset+Rhesus Monkey+Pig-Tailed Macaque+Human+Chimpanzee+African Bush Elephant+Linne'S Two-Toed Sloth+Short-Beaked Echidna+Platypus+Chicken+Golden Pheasant+Bar-Headed Goose+Swan Goose+Mute Swan+Eastern Spot-Billed Duck+Steller'S Sea Eagle+Oriental Scops Owl+Kakapo+European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe+Eurasian Coot+White Stork+Royal Penguin+American Alligator+West African Mud Turtle+Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle+Regal Horned Lizard+Desert Horned Lizard+Chinese Crocodile Lizard)-(Axolotl+Iberian Ribbed Newt+Common Frog+Common Toad+African Clawed Frog+Western Clawed Frog+European Fire-Bellied Toad+Painted Frog),(Erinaceus europaeus+Vulpes vulpes+Mustela erminea+Felis catus+Panthera leo+Panthera pardus+Equus caballus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Sus scrofa+Vicugna pacos+Oryctolagus cuniculus+Cavia porcellus+Mus musculus+Callithrix jacchus+Macaca mulatta+Macaca nemestrina+Homo sapiens+Pan troglodytes+Loxodonta africana+Choloepus didactylus+Tachyglossus aculeatus+Ornithorhynchus anatinus+Gallus gallus+Chrysolophus pictus+Anser indicus+Anser cygnoides+Cygnus olor+Anas zonorhyncha+Haliaeetus pelagicus+Otus sunia+Strigops habroptila+Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago+Fulica atra+Ciconia ciconia+Eudyptes schlegeli+Alligator mississippiensis+Pelusios castaneus+Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina+Sphenodon punctatus+Phrynosoma platyrhinos+Shinisaurus crocodilurus)-(Ambystoma mexicanum+Pleurodeles waltl+Rana temporaria+Bufo bufo+Xenopus laevis+Xenopus tropicalis+Bombina bombina+Discoglossus pictus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia)-(Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia),0.3968191479327632,-8435.29812211951
