Common Name,Species,Class,Thoracic,B6,node,Mammalia,Reptilia,Aves,Amphibia
Common Toad,Bufo bufo,Amphibia,7.0,13951.0,0,0,0,0,1
Asiatic Toad,Bufo gargarizans,Amphibia,7.0,5304.0,0,0,0,0,1
Western Clawed Frog,Xenopus tropicalis,Amphibia,7.0,23495.0,0,0,0,0,1
Western European Hedgehog,Erinaceus europaeus,Mammalia,15.0,3001.0,0,1,0,0,0
Suricate,Suricata suricatta,Mammalia,15.0,2614.0,0,1,0,0,0
Cat,Felis catus,Mammalia,13.0,8095.0,0,1,0,0,0
Tiger,Panthera tigris,Mammalia,13.0,2438.0,0,1,0,0,0
Lion,Panthera leo,Mammalia,13.0,2441.0,0,1,0,0,0
Leopard,Panthera pardus,Mammalia,13.0,8530.0,0,1,0,0,0
Fox,Vulpes vulpes,Mammalia,13.0,14893.0,0,1,0,0,0
Ermine,Mustela erminea,Mammalia,14.0,9056.0,0,1,0,0,0
American Black Bear,Ursus americanus,Mammalia,14.0,15735.0,0,1,0,0,0
Horse,Equus caballus,Mammalia,19.0,14583.0,0,1,0,0,0
Alpaca,Vicugna pacos,Mammalia,12.0,15085.0,0,1,0,0,0
Two-Humped Camel,Camelus ferus,Mammalia,12.0,2812.0,0,1,0,0,0
Narwhal,Monodon monoceros,Mammalia,12.0,2665.0,0,1,0,0,0
Orca,Orcinus orca,Mammalia,11.0,15821.0,0,1,0,0,0
Bottle-Nose Dolphin,Tursiops truncatus,Mammalia,13.0,3320.0,0,1,0,0,0
North Pacific Minke Whale,Balaenoptera acutorostrata scammoni,Mammalia,10.5,14677.0,0,1,0,0,0
Cattle,Bos taurus,Mammalia,13.0,4468.0,0,1,0,0,0
Goat,Capra hircus,Mammalia,13.0,4029.0,0,1,0,0,0
Sheep,Ovis aries,Mammalia,13.0,3931.0,0,1,0,0,0
Wild Boar,Sus scrofa,Mammalia,14.25,14934.0,0,1,0,0,0
Flying Fox,Pteropus vampyrus,Mammalia,14.0,8063.0,0,1,0,0,0
Rabbit,Oryctolagus cuniculus,Mammalia,12.0,2118.0,0,1,0,0,0
