Common Name,Species,Class,Thoracic,C11
(Lion)-(Leopard),(Panthera leo)-(Panthera pardus),(Mammalia)-(Mammalia),0.0,431.13634420829953
(Tiger)-(Lion+Leopard),(Panthera tigris)-(Panthera leo+Panthera pardus),(Mammalia)-(Mammalia+Mammalia),5.442639099109343e-16,161.62248829179495
(Cat)-(Tiger+Lion+Leopard),(Felis catus)-(Panthera tigris+Panthera leo+Panthera pardus),(Mammalia)-(Mammalia+Mammalia+Mammalia),0.0,-259.47273923016087
(Suricate)-(Cat+Tiger+Lion+Leopard),(Suricata suricatta)-(Felis catus+Panthera tigris+Panthera leo+Panthera pardus),(Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia),0.24483219016254948,612.4415134784205
(Ermine)-(American Black Bear),(Mustela erminea)-(Ursus americanus),(Mammalia)-(Mammalia),0.0,-637.4419606836996
(Fox)-(Ermine+American Black Bear),(Vulpes vulpes)-(Mustela erminea+Ursus americanus),(Mammalia)-(Mammalia+Mammalia),-0.11940351705851215,-250.03096472052445
(Suricate+Cat+Tiger+Lion+Leopard)-(Fox+Ermine+American Black Bear),(Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus)-(Vulpes vulpes+Mustela erminea+Ursus americanus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia),0.03183684376848051,73.89639614728549
(Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear)-(Horse),(Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus)-(Equus caballus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia),-0.5047982885291403,382.44888076807626
(Alpaca)-(Two-Humped Camel),(Vicugna pacos)-(Camelus ferus),(Mammalia)-(Mammalia),0.0,1445.9041048905194
(Orca)-(Bottle-Nose Dolphin),(Orcinus orca)-(Tursiops truncatus),(Mammalia)-(Mammalia),-0.4544560275246305,-2125.036384705172
(Narwhal)-(Orca+Bottle-Nose Dolphin),(Monodon monoceros)-(Orcinus orca+Tursiops truncatus),(Mammalia)-(Mammalia+Mammalia),0.0,-17.401262679052483
(Narwhal+Orca+Bottle-Nose Dolphin)-(North Pacific Minke Whale),(Monodon monoceros+Orcinus orca+Tursiops truncatus)-(Balaenoptera acutorostrata scammoni),(Mammalia+Mammalia+Mammalia)-(Mammalia),0.1959979146381059,-37.548472046157386
(Goat)-(Sheep),(Capra hircus)-(Ovis aries),(Mammalia)-(Mammalia),0.0,19.424600514464544
(Cattle)-(Goat+Sheep),(Bos taurus)-(Capra hircus+Ovis aries),(Mammalia)-(Mammalia+Mammalia),2.829102338158276e-16,-136.64877193027058
(Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale)-(Cattle+Goat+Sheep),(Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni)-(Bos taurus+Capra hircus+Ovis aries),(Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia),-0.17717187091619901,-469.1536013028539
(Narwhal+Orca+Bottle-Nose Dolphin+North Pacific Minke Whale+Cattle+Goat+Sheep)-(Wild Boar),(Monodon monoceros+Orcinus orca+Tursiops truncatus+Balaenoptera acutorostrata scammoni+Bos taurus+Capra hircus+Ovis aries)-(Sus scrofa),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia),-0.23004422280180445,732.997224531904
