Common Name,Species,Class,Caudal,D1,node,Mammalia,Reptilia,Aves,Amphibia
African Bush Elephant+Linne'S Two-Toed Sloth,Loxodonta africana+Choloepus didactylus,Mammalia+Mammalia,12.000000000000002,18976.5,30,2,0,0,0
Western European Hedgehog+Fox+Ermine+Cat+Lion+Leopard+Horse+North Pacific Minke Whale+Orca+Cattle+Wild Boar+Alpaca+Rabbit+Guinea Pig+House Mouse+Common Marmoset+Rhesus Monkey+Pig-Tailed Macaque+Human+Chimpanzee+African Bush Elephant+Linne'S Two-Toed Sloth,Erinaceus europaeus+Vulpes vulpes+Mustela erminea+Felis catus+Panthera leo+Panthera pardus+Equus caballus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Sus scrofa+Vicugna pacos+Oryctolagus cuniculus+Cavia porcellus+Mus musculus+Callithrix jacchus+Macaca mulatta+Macaca nemestrina+Homo sapiens+Pan troglodytes+Loxodonta africana+Choloepus didactylus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,15.025274600909379,18509.70643384469,111,22,0,0,0
Short-Beaked Echidna+Platypus,Tachyglossus aculeatus+Ornithorhynchus anatinus,Mammalia+Mammalia,16.0,14313.5,29,2,0,0,0
Western European Hedgehog+Fox+Ermine+Cat+Lion+Leopard+Horse+North Pacific Minke Whale+Orca+Cattle+Wild Boar+Alpaca+Rabbit+Guinea Pig+House Mouse+Common Marmoset+Rhesus Monkey+Pig-Tailed Macaque+Human+Chimpanzee+African Bush Elephant+Linne'S Two-Toed Sloth+Short-Beaked Echidna+Platypus,Erinaceus europaeus+Vulpes vulpes+Mustela erminea+Felis catus+Panthera leo+Panthera pardus+Equus caballus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Sus scrofa+Vicugna pacos+Oryctolagus cuniculus+Cavia porcellus+Mus musculus+Callithrix jacchus+Macaca mulatta+Macaca nemestrina+Homo sapiens+Pan troglodytes+Loxodonta africana+Choloepus didactylus+Tachyglossus aculeatus+Ornithorhynchus anatinus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,15.39267281921966,16928.051981324006,28,24,0,0,0
Chicken+Golden Pheasant,Gallus gallus+Chrysolophus pictus,Aves+Aves,5.5,30834.5,218,0,0,2,0
Bar-Headed Goose+Swan Goose,Anser indicus+Anser cygnoides,Aves+Aves,5.5,27506.000000000004,213,0,0,2,0
Bar-Headed Goose+Swan Goose+Mute Swan,Anser indicus+Anser cygnoides+Cygnus olor,Aves+Aves+Aves,7.1561816914064496,31897.720650840933,211,0,0,3,0
Bar-Headed Goose+Swan Goose+Mute Swan+Eastern Spot-Billed Duck,Anser indicus+Anser cygnoides+Cygnus olor+Anas zonorhyncha,Aves+Aves+Aves+Aves,6.688025492799437,29718.172179531262,205,0,0,4,0
Chicken+Golden Pheasant+Bar-Headed Goose+Swan Goose+Mute Swan+Eastern Spot-Billed Duck,Gallus gallus+Chrysolophus pictus+Anser indicus+Anser cygnoides+Cygnus olor+Anas zonorhyncha,Aves+Aves+Aves+Aves+Aves+Aves,6.1056384905366645,30265.41196255423,204,0,0,6,0
Steller'S Sea Eagle+Oriental Scops Owl,Haliaeetus pelagicus+Otus sunia,Aves+Aves,7.0,20753.5,182,0,0,2,0
Steller'S Sea Eagle+Oriental Scops Owl+Kakapo,Haliaeetus pelagicus+Otus sunia+Strigops habroptila,Aves+Aves+Aves,7.0,19382.666666666668,187,0,0,3,0
Common Tern+Razorbill,Sterna hirundo+Alca torda,Aves+Aves,8.0,26884.0,21,0,0,2,0
Common Murre+Common Tern+Razorbill,Uria aalge+Sterna hirundo+Alca torda,Aves+Aves+Aves,8.0,26043.2506697085,157,0,0,3,0
Atlantic Puffin+Common Murre+Common Tern+Razorbill,Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda,Aves+Aves+Aves+Aves,7.847211498949463,25584.502990656747,156,0,0,4,0
Eurasian Woodcock+Common Snipe,Scolopax rusticola+Gallinago gallinago,Aves+Aves,7.000000000000001,35466.5,154,0,0,2,0
Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe,Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago,Aves+Aves+Aves+Aves+Aves+Aves,7.5145402836268635,29464.82798505181,161,0,0,6,0
European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe,Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago,Aves+Aves+Aves+Aves+Aves+Aves+Aves,7.627373583173204,28667.415494018718,153,0,0,7,0
White Stork+Royal Penguin,Ciconia ciconia+Eudyptes schlegeli,Aves+Aves,6.0,26065.5,144,0,0,2,0
Eurasian Coot+White Stork+Royal Penguin,Fulica atra+Ciconia ciconia+Eudyptes schlegeli,Aves+Aves+Aves,6.170008782733529,26899.393079307963,143,0,0,3,0
European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe+Eurasian Coot+White Stork+Royal Penguin,Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago+Fulica atra+Ciconia ciconia+Eudyptes schlegeli,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,7.032162769720092,27945.32720195496,170,0,0,10,0
Steller'S Sea Eagle+Oriental Scops Owl+Kakapo+European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe+Eurasian Coot+White Stork+Royal Penguin,Haliaeetus pelagicus+Otus sunia+Strigops habroptila+Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago+Fulica atra+Ciconia ciconia+Eudyptes schlegeli,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,7.021635234150745,25142.592420778135,19,0,0,13,0
Chicken+Golden Pheasant+Bar-Headed Goose+Swan Goose+Mute Swan+Eastern Spot-Billed Duck+Steller'S Sea Eagle+Oriental Scops Owl+Kakapo+European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe+Eurasian Coot+White Stork+Royal Penguin,Gallus gallus+Chrysolophus pictus+Anser indicus+Anser cygnoides+Cygnus olor+Anas zonorhyncha+Haliaeetus pelagicus+Otus sunia+Strigops habroptila+Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago+Fulica atra+Ciconia ciconia+Eudyptes schlegeli,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,6.6672708717942575,27124.41680284565,225,0,0,19,0
Chicken+Golden Pheasant+Bar-Headed Goose+Swan Goose+Mute Swan+Eastern Spot-Billed Duck+Steller'S Sea Eagle+Oriental Scops Owl+Kakapo+European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe+Eurasian Coot+White Stork+Royal Penguin+American Alligator,Gallus gallus+Chrysolophus pictus+Anser indicus+Anser cygnoides+Cygnus olor+Anas zonorhyncha+Haliaeetus pelagicus+Otus sunia+Strigops habroptila+Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago+Fulica atra+Ciconia ciconia+Eudyptes schlegeli+Alligator mississippiensis,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Reptilia,19.88375589716369,34932.064923115,228,0,1,19,0
Green Sea Turtle+Snapping Turtle,Chelonia mydas+Chelydra serpentina,Reptilia+Reptilia,27.5,8311.0,224,0,2,0,0
Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle,Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina,Reptilia+Reptilia+Reptilia,21.589434880007627,13924.813988450689,234,0,3,0,0
West African Mud Turtle+Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle,Pelusios castaneus+Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina,Reptilia+Reptilia+Reptilia+Reptilia,19.441407022110123,14892.710990883788,233,0,4,0,0
Chicken+Golden Pheasant+Bar-Headed Goose+Swan Goose+Mute Swan+Eastern Spot-Billed Duck+Steller'S Sea Eagle+Oriental Scops Owl+Kakapo+European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe+Eurasian Coot+White Stork+Royal Penguin+American Alligator+West African Mud Turtle+Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle,Gallus gallus+Chrysolophus pictus+Anser indicus+Anser cygnoides+Cygnus olor+Anas zonorhyncha+Haliaeetus pelagicus+Otus sunia+Strigops habroptila+Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago+Fulica atra+Ciconia ciconia+Eudyptes schlegeli+Alligator mississippiensis+Pelusios castaneus+Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia,19.671141225437037,25300.163728837913,223,0,5,19,0
Desert Horned Lizard+Chinese Crocodile Lizard,Phrynosoma platyrhinos+Shinisaurus crocodilurus,Reptilia+Reptilia,27.999999999999996,88905.49999999999,128,0,2,0,0
Regal Horned Lizard+Desert Horned Lizard+Chinese Crocodile Lizard,Sphenodon punctatus+Phrynosoma platyrhinos+Shinisaurus crocodilurus,Reptilia+Reptilia+Reptilia,28.807974191112898,89259.19070215967,133,0,3,0,0
Chicken+Golden Pheasant+Bar-Headed Goose+Swan Goose+Mute Swan+Eastern Spot-Billed Duck+Steller'S Sea Eagle+Oriental Scops Owl+Kakapo+European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe+Eurasian Coot+White Stork+Royal Penguin+American Alligator+West African Mud Turtle+Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle+Regal Horned Lizard+Desert Horned Lizard+Chinese Crocodile Lizard,Gallus gallus+Chrysolophus pictus+Anser indicus+Anser cygnoides+Cygnus olor+Anas zonorhyncha+Haliaeetus pelagicus+Otus sunia+Strigops habroptila+Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago+Fulica atra+Ciconia ciconia+Eudyptes schlegeli+Alligator mississippiensis+Pelusios castaneus+Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina+Sphenodon punctatus+Phrynosoma platyrhinos+Shinisaurus crocodilurus,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia,23.05385971118619,48979.636001775536,203,0,8,19,0
Western European Hedgehog+Fox+Ermine+Cat+Lion+Leopard+Horse+North Pacific Minke Whale+Orca+Cattle+Wild Boar+Alpaca+Rabbit+Guinea Pig+House Mouse+Common Marmoset+Rhesus Monkey+Pig-Tailed Macaque+Human+Chimpanzee+African Bush Elephant+Linne'S Two-Toed Sloth+Short-Beaked Echidna+Platypus+Chicken+Golden Pheasant+Bar-Headed Goose+Swan Goose+Mute Swan+Eastern Spot-Billed Duck+Steller'S Sea Eagle+Oriental Scops Owl+Kakapo+European Golden-Plover+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Woodcock+Common Snipe+Eurasian Coot+White Stork+Royal Penguin+American Alligator+West African Mud Turtle+Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle+Regal Horned Lizard+Desert Horned Lizard+Chinese Crocodile Lizard,Erinaceus europaeus+Vulpes vulpes+Mustela erminea+Felis catus+Panthera leo+Panthera pardus+Equus caballus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Sus scrofa+Vicugna pacos+Oryctolagus cuniculus+Cavia porcellus+Mus musculus+Callithrix jacchus+Macaca mulatta+Macaca nemestrina+Homo sapiens+Pan troglodytes+Loxodonta africana+Choloepus didactylus+Tachyglossus aculeatus+Ornithorhynchus anatinus+Gallus gallus+Chrysolophus pictus+Anser indicus+Anser cygnoides+Cygnus olor+Anas zonorhyncha+Haliaeetus pelagicus+Otus sunia+Strigops habroptila+Pluvialis apricaria+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Scolopax rusticola+Gallinago gallinago+Fulica atra+Ciconia ciconia+Eudyptes schlegeli+Alligator mississippiensis+Pelusios castaneus+Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina+Sphenodon punctatus+Phrynosoma platyrhinos+Shinisaurus crocodilurus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia,20.679486729004132,39046.13402519554,199,24,8,19,0
Axolotl+Iberian Ribbed Newt,Ambystoma mexicanum+Pleurodeles waltl,Amphibia+Amphibia,33.65,347037.0,25,0,0,0,2
Common Frog+Common Toad,Rana temporaria+Bufo bufo,Amphibia+Amphibia,2.7499999999999996,99911.5,36,0,0,0,2
African Clawed Frog+Western Clawed Frog,Xenopus laevis+Xenopus tropicalis,Amphibia+Amphibia,3.5,39640.0,35,0,0,0,2
Common Frog+Common Toad+African Clawed Frog+Western Clawed Frog,Rana temporaria+Bufo bufo+Xenopus laevis+Xenopus tropicalis,Amphibia+Amphibia+Amphibia+Amphibia,3.068391815160001,74324.89695011199,34,0,0,0,4
European Fire-Bellied Toad+Painted Frog,Bombina bombina+Discoglossus pictus,Amphibia+Amphibia,2.5000000000000004,33648.5,43,0,0,0,2
Common Frog+Common Toad+African Clawed Frog+Western Clawed Frog+European Fire-Bellied Toad+Painted Frog,Rana temporaria+Bufo bufo+Xenopus laevis+Xenopus tropicalis+Bombina bombina+Discoglossus pictus,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,2.8488095127379256,58610.7070931986,33,0,0,0,6
Axolotl+Iberian Ribbed Newt+Common Frog+Common Toad+African Clawed Frog+Western Clawed Frog+European Fire-Bellied Toad+Painted Frog,Ambystoma mexicanum+Pleurodeles waltl+Rana temporaria+Bufo bufo+Xenopus laevis+Xenopus tropicalis+Bombina bombina+Discoglossus pictus,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,14.587889594209086,168536.95658134847,51,0,0,0,8
