Common Name,Species,Class,Lumbar,C12,node,Mammalia,Reptilia,Aves,Amphibia
Common Marmoset,Callithrix jacchus,Mammalia,6.0,19903.0,0,1,0,0,0
Gorilla,Gorilla gorilla,Mammalia,5.0,20150.0,0,1,0,0,0
Human,Homo sapiens,Mammalia,5.0,8359.0,0,1,0,0,0
Chimpanzee,Pan troglodytes,Mammalia,4.0,17693.0,0,1,0,0,0
Rhesus Monkey,Macaca mulatta,Mammalia,7.0,8346.0,0,1,0,0,0
Pig-Tailed Macaque,Macaca nemestrina,Mammalia,7.0,18625.0,0,1,0,0,0
African Bush Elephant,Loxodonta africana,Mammalia,3.0,8950.0,0,1,0,0,0
Linne'S Two-Toed Sloth,Choloepus didactylus,Mammalia,3.0,17510.0,0,1,0,0,0
Short-Beaked Echidna,Tachyglossus aculeatus,Mammalia,3.0,11859.0,0,1,0,0,0
Platypus,Ornithorhynchus anatinus,Mammalia,2.0,11698.0,0,1,0,0,0
Okarito Kiwi,Apteryx rowi,Aves,0.0,9961.0,0,0,0,1,0
Chicken,Gallus gallus,Aves,0.0,17051.0,0,0,0,1,0
Common Pheasant,Phasianus colchicus,Aves,0.0,10396.0,0,0,0,1,0
Black Swan,Cygnus atratus,Aves,0.0,9065.0,0,0,0,1,0
Mute Swan,Cygnus olor,Aves,0.0,16734.0,0,0,0,1,0
Swan Goose,Anser cygnoides,Aves,0.0,15360.0,0,0,0,1,0
Mallard,Anas platyrhynchos,Aves,0.0,15136.0,0,0,0,1,0
Crow,Corvus hawaiiensis,Aves,0.0,9871.0,0,0,0,1,0
Zebra Finch,Taeniopygia guttata,Aves,0.0,26839.0,0,0,0,1,0
Barn Swallow,Hirundo rustica,Aves,0.0,24901.0,0,0,0,1,0
Kakapo,Strigops habroptila,Aves,0.0,10651.0,0,0,0,1,0
Budgerigar,Melopsittacus undulatus,Aves,0.0,14938.0,0,0,0,1,0
Barn Owl,Tyto alba,Aves,0.0,14720.0,0,0,0,1,0
Hoatzin,Opisthocomus hoazin,Aves,0.0,16371.0,0,0,0,1,0
Rock Pigeon,Columba livia,Aves,0.0,9017.0,0,0,0,1,0
Ruff,Calidris pugnax,Aves,0.0,10802.0,0,0,0,1,0
Emperor Penguin,Aptenodytes forsteri,Aves,0.0,10093.0,0,0,0,1,0
American Alligator,Alligator mississippiensis,Reptilia,4.0,8976.0,0,0,1,0,0
Australian Saltwater Crocodile,Crocodylus porosus,Reptilia,4.0,7903.0,0,0,1,0,0
Chinese Soft-Shelled Turtle,Pelodiscus sinensis,Reptilia,0.0,15290.0,0,0,1,0,0
Green Sea Turtle,Chelonia mydas,Reptilia,1.0,8051.0,0,0,1,0,0
Iberian Ribbed Newt,Pleurodeles waltl,Amphibia,0.0,62833.0,0,0,0,0,1
African Clawed Frog,Xenopus laevis,Amphibia,0.0,60582.0,0,0,0,0,1
European Fire-Bellied Toad,Bombina bombina,Amphibia,0.0,330069.0,0,0,0,0,1
Painted Frog,Discoglossus pictus,Amphibia,0.0,106998.0,0,0,0,0,1
Southern Cassowary,Casuarius casuarius,Aves,0.0,11510.0,0,0,0,1,0
Golden Pheasant,Chrysolophus pictus,Aves,0.0,17120.0,0,0,0,1,0
Bar-Headed Goose,Anser indicus,Aves,0.0,11804.0,0,0,0,1,0
Eastern Spot-Billed Duck,Anas zonorhyncha,Aves,0.0,13598.0,0,0,0,1,0
Great Bustard,Otis tarda,Aves,0.0,13136.0,0,0,0,1,0
Brown Falcon,Falco berigora,Aves,0.0,12438.0,0,0,0,1,0
Merlin,Falco columbarius,Aves,0.0,11910.0,0,0,0,1,0
California Condor,Gymnogyps californianus,Aves,0.0,14136.0,0,0,0,1,0
Steller'S Sea Eagle,Haliaeetus pelagicus,Aves,0.0,14137.0,0,0,0,1,0
Lammergeier,Gypaetus barbatus,Aves,0.0,11809.0,0,0,0,1,0
Oriental Scops Owl,Otus sunia,Aves,0.0,11791.0,0,0,0,1,0
European Golden-Plover,Pluvialis apricaria,Aves,0.0,12099.0,0,0,0,1,0
Eurasian Woodcock,Scolopax rusticola,Aves,0.0,15621.0,0,0,0,1,0
Common Snipe,Gallinago gallinago,Aves,0.0,15610.0,0,0,0,1,0
Atlantic Puffin,Fratercula arctica,Aves,0.0,12154.0,0,0,0,1,0
Common Murre,Uria aalge,Aves,0.0,13713.0,0,0,0,1,0
Common Tern,Sterna hirundo,Aves,0.0,9106.0,0,0,0,1,0
Eurasian Coot,Fulica atra,Aves,0.0,14569.0,0,0,0,1,0
Royal Penguin,Eudyptes schlegeli,Aves,0.0,9136.0,0,0,0,1,0
White Stork,Ciconia ciconia,Aves,0.0,11959.0,0,0,0,1,0
West African Mud Turtle,Pelusios castaneus,Reptilia,0.0,14757.0,0,0,1,0,0
Snapping Turtle,Chelydra serpentina,Reptilia,1.0,8608.0,0,0,1,0,0
Regal Horned Lizard,Sphenodon punctatus,Reptilia,0.0,13856.0,0,0,1,0,0
Desert Horned Lizard,Phrynosoma platyrhinos,Reptilia,0.0,18257.0,0,0,1,0,0
Chinese Crocodile Lizard,Shinisaurus crocodilurus,Reptilia,1.0,17507.0,0,0,1,0,0
Lion+Leopard,Panthera leo+Panthera pardus,Mammalia+Mammalia,7.0,10232.5,49,2,0,0,0
Tiger+Lion+Leopard,Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia,7.0,9714.582705531697,57,3,0,0,0
Cat+Tiger+Lion+Leopard,Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia,7.0,8980.650758603346,60,4,0,0,0
Suricate+Cat+Tiger+Lion+Leopard,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.553919438620739,12933.080322221878,56,5,0,0,0
Ermine+American Black Bear,Mustela erminea+Ursus americanus,Mammalia+Mammalia,6.0,12851.5,48,2,0,0,0
Fox+Ermine+American Black Bear,Vulpes vulpes+Mustela erminea+Ursus americanus,Mammalia+Mammalia+Mammalia,6.3570002851439975,11676.076561163387,63,3,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.4417563118140455,12217.103893525995,47,8,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,5.98979530727597,10392.307330001158,68,9,0,0,0
Alpaca+Two-Humped Camel,Vicugna pacos+Camelus ferus,Mammalia+Mammalia,6.999999999999999,19253.0,73,2,0,0,0
North Pacific Minke Whale+Orca,Balaenoptera acutorostrata scammoni+Orcinus orca,Mammalia+Mammalia,11.549999999999999,7784.500000000001,87,2,0,0,0
Goat+Sheep,Capra hircus+Ovis aries,Mammalia+Mammalia,6.499999999999999,17654.0,83,2,0,0,0
Cattle+Goat+Sheep,Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia,6.274268330483138,17575.896842347163,82,3,0,0,0
North Pacific Minke Whale+Orca+Cattle+Goat+Sheep,Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,9.074823190491458,12378.258726757285,80,5,0,0,0
North Pacific Minke Whale+Orca+Cattle+Goat+Sheep+Wild Boar,Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,8.101405899701717,11145.024583771343,79,6,0,0,0
Alpaca+Two-Humped Camel+North Pacific Minke Whale+Orca+Cattle+Goat+Sheep+Wild Boar,Vicugna pacos+Camelus ferus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.799013210435044,13371.081745155208,94,8,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+North Pacific Minke Whale+Orca+Cattle+Goat+Sheep+Wild Boar,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Capra hircus+Ovis aries+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.86512758978104,11833.492166460983,92,17,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+North Pacific Minke Whale+Orca+Cattle+Goat+Sheep+Wild Boar+Flying Fox,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.345660193470834,12904.564087975374,78,18,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+North Pacific Minke Whale+Orca+Cattle+Goat+Sheep+Wild Boar+Flying Fox,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.186800600243894,13602.706795645085,98,19,0,0,0
Norway Rat+House Mouse,Rattus norvegicus+Mus musculus,Mammalia+Mammalia,6.240960777110775,8353.200460388858,97,2,0,0,0
Norway Rat+House Mouse+Guinea Pig,Rattus norvegicus+Mus musculus+Cavia porcellus,Mammalia+Mammalia+Mammalia,6.125915293156113,13023.470350266865,77,3,0,0,0
Rabbit+Norway Rat+House Mouse+Guinea Pig,Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus,Mammalia+Mammalia+Mammalia+Mammalia,6.431449463165332,10855.412019492253,71,4,0,0,0
Human+Chimpanzee,Homo sapiens+Pan troglodytes,Mammalia+Mammalia,4.51729047908524,12864.610668218369,67,2,0,0,0
Gorilla+Human+Chimpanzee,Gorilla gorilla+Homo sapiens+Pan troglodytes,Mammalia+Mammalia+Mammalia,4.690013840493477,15471.472310740724,66,3,0,0,0
Rhesus Monkey+Pig-Tailed Macaque,Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia,7.0,12596.826961796864,46,2,0,0,0
Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,5.777655625873242,14117.96446101107,32,5,0,0,0
Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,5.862373926495981,16322.195540974832,106,6,0,0,0
Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.306312111167969,16731.472682611893,104,7,0,0,0
Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.3740052651430625,13552.812810985908,103,11,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+North Pacific Minke Whale+Orca+Cattle+Goat+Sheep+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.276163244552884,13578.889769468638,31,30,0,0,0
African Bush Elephant+Linne'S Two-Toed Sloth,Loxodonta africana+Choloepus didactylus,Mammalia+Mammalia,2.9999999999999996,13229.999999999998,30,2,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+North Pacific Minke Whale+Orca+Cattle+Goat+Sheep+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque+African Bush Elephant+Linne'S Two-Toed Sloth,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina+Loxodonta africana+Choloepus didactylus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,5.429798213707019,13488.757477987407,111,32,0,0,0
Short-Beaked Echidna+Platypus,Tachyglossus aculeatus+Ornithorhynchus anatinus,Mammalia+Mammalia,2.5,11778.500000000002,29,2,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse+Alpaca+Two-Humped Camel+North Pacific Minke Whale+Orca+Cattle+Goat+Sheep+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque+African Bush Elephant+Linne'S Two-Toed Sloth+Short-Beaked Echidna+Platypus,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus+Vicugna pacos+Camelus ferus+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Capra hircus+Ovis aries+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina+Loxodonta africana+Choloepus didactylus+Tachyglossus aculeatus+Ornithorhynchus anatinus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,4.331309784408691,12847.519442582565,28,34,0,0,0
Golden Pheasant+Common Pheasant,Chrysolophus pictus+Phasianus colchicus,Aves+Aves,0.0,13757.999999999998,220,0,0,2,0
Chicken+Golden Pheasant+Common Pheasant,Gallus gallus+Chrysolophus pictus+Phasianus colchicus,Aves+Aves+Aves,0.0,15233.507515777192,218,0,0,3,0
Black Swan+Mute Swan,Cygnus atratus+Cygnus olor,Aves+Aves,0.0,12899.5,212,0,0,2,0
Bar-Headed Goose+Swan Goose,Anser indicus+Anser cygnoides,Aves+Aves,0.0,13581.999999999998,213,0,0,2,0
Black Swan+Mute Swan+Bar-Headed Goose+Swan Goose,Cygnus atratus+Cygnus olor+Anser indicus+Anser cygnoides,Aves+Aves+Aves+Aves,0.0,13259.044570175744,211,0,0,4,0
Eastern Spot-Billed Duck+Mallard,Anas zonorhyncha+Anas platyrhynchos,Aves+Aves,0.0,14367.0,206,0,0,2,0
Black Swan+Mute Swan+Bar-Headed Goose+Swan Goose+Eastern Spot-Billed Duck+Mallard,Cygnus atratus+Cygnus olor+Anser indicus+Anser cygnoides+Anas zonorhyncha+Anas platyrhynchos,Aves+Aves+Aves+Aves+Aves+Aves,0.0,13762.811839650762,205,0,0,6,0
Chicken+Golden Pheasant+Common Pheasant+Black Swan+Mute Swan+Bar-Headed Goose+Swan Goose+Eastern Spot-Billed Duck+Mallard,Gallus gallus+Chrysolophus pictus+Phasianus colchicus+Cygnus atratus+Cygnus olor+Anser indicus+Anser cygnoides+Anas zonorhyncha+Anas platyrhynchos,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,0.0,14487.51695171593,204,0,0,9,0
Brown Falcon+Merlin,Falco berigora+Falco columbarius,Aves+Aves,0.0,12173.999999999998,188,0,0,2,0
Crow+Zebra Finch,Corvus hawaiiensis+Taeniopygia guttata,Aves+Aves,0.0,18355.0,152,0,0,2,0
Barn Swallow+Crow+Zebra Finch,Hirundo rustica+Corvus hawaiiensis+Taeniopygia guttata,Aves+Aves+Aves,0.0,21017.11369959319,150,0,0,3,0
Kakapo+Budgerigar,Strigops habroptila+Melopsittacus undulatus,Aves+Aves,0.0,12794.500000000002,166,0,0,2,0
Barn Swallow+Crow+Zebra Finch+Kakapo+Budgerigar,Hirundo rustica+Corvus hawaiiensis+Taeniopygia guttata+Strigops habroptila+Melopsittacus undulatus,Aves+Aves+Aves+Aves+Aves,0.0,16645.623048835972,20,0,0,5,0
Brown Falcon+Merlin+Barn Swallow+Crow+Zebra Finch+Kakapo+Budgerigar,Falco berigora+Falco columbarius+Hirundo rustica+Corvus hawaiiensis+Taeniopygia guttata+Strigops habroptila+Melopsittacus undulatus,Aves+Aves+Aves+Aves+Aves+Aves+Aves,0.0,15404.717201020996,191,0,0,7,0
Lammergeier+Steller'S Sea Eagle,Gypaetus barbatus+Haliaeetus pelagicus,Aves+Aves,0.0,12973.0,175,0,0,2,0
California Condor+Lammergeier+Steller'S Sea Eagle,Gymnogyps californianus+Gypaetus barbatus+Haliaeetus pelagicus,Aves+Aves+Aves,0.0,13437.060751240564,167,0,0,3,0
Barn Owl+Oriental Scops Owl,Tyto alba+Otus sunia,Aves+Aves,0.0,13264.613277229404,177,0,0,2,0
California Condor+Lammergeier+Steller'S Sea Eagle+Barn Owl+Oriental Scops Owl,Gymnogyps californianus+Gypaetus barbatus+Haliaeetus pelagicus+Tyto alba+Otus sunia,Aves+Aves+Aves+Aves+Aves,0.0,13354.206992618481,182,0,0,5,0
Brown Falcon+Merlin+Barn Swallow+Crow+Zebra Finch+Kakapo+Budgerigar+California Condor+Lammergeier+Steller'S Sea Eagle+Barn Owl+Oriental Scops Owl,Falco berigora+Falco columbarius+Hirundo rustica+Corvus hawaiiensis+Taeniopygia guttata+Strigops habroptila+Melopsittacus undulatus+Gymnogyps californianus+Gypaetus barbatus+Haliaeetus pelagicus+Tyto alba+Otus sunia,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,0.0,14275.842140073462,187,0,0,12,0
Eurasian Woodcock+Common Snipe,Scolopax rusticola+Gallinago gallinago,Aves+Aves,0.0,15615.5,154,0,0,2,0
Ruff+Eurasian Woodcock+Common Snipe,Calidris pugnax+Scolopax rusticola+Gallinago gallinago,Aves+Aves+Aves,0.0,13758.805774605544,163,0,0,3,0
Common Murre+Common Tern,Uria aalge+Sterna hirundo,Aves+Aves,0.0,11409.500000000002,157,0,0,2,0
Atlantic Puffin+Common Murre+Common Tern,Fratercula arctica+Uria aalge+Sterna hirundo,Aves+Aves+Aves,0.0,11678.97771648729,156,0,0,3,0
Ruff+Eurasian Woodcock+Common Snipe+Atlantic Puffin+Common Murre+Common Tern,Calidris pugnax+Scolopax rusticola+Gallinago gallinago+Fratercula arctica+Uria aalge+Sterna hirundo,Aves+Aves+Aves+Aves+Aves+Aves,0.0,12644.685463626443,161,0,0,6,0
European Golden-Plover+Ruff+Eurasian Woodcock+Common Snipe+Atlantic Puffin+Common Murre+Common Tern,Pluvialis apricaria+Calidris pugnax+Scolopax rusticola+Gallinago gallinago+Fratercula arctica+Uria aalge+Sterna hirundo,Aves+Aves+Aves+Aves+Aves+Aves+Aves,0.0,12522.377103439028,153,0,0,7,0
Royal Penguin+Emperor Penguin,Eudyptes schlegeli+Aptenodytes forsteri,Aves+Aves,0.0,9614.5,146,0,0,2,0
Royal Penguin+Emperor Penguin+White Stork,Eudyptes schlegeli+Aptenodytes forsteri+Ciconia ciconia,Aves+Aves+Aves,0.0,10691.333159866883,144,0,0,3,0
Eurasian Coot+Royal Penguin+Emperor Penguin+White Stork,Fulica atra+Eudyptes schlegeli+Aptenodytes forsteri+Ciconia ciconia,Aves+Aves+Aves+Aves,0.0,11941.374207072515,143,0,0,4,0
European Golden-Plover+Ruff+Eurasian Woodcock+Common Snipe+Atlantic Puffin+Common Murre+Common Tern+Eurasian Coot+Royal Penguin+Emperor Penguin+White Stork,Pluvialis apricaria+Calidris pugnax+Scolopax rusticola+Gallinago gallinago+Fratercula arctica+Uria aalge+Sterna hirundo+Fulica atra+Eudyptes schlegeli+Aptenodytes forsteri+Ciconia ciconia,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,0.0,12282.890796184027,170,0,0,11,0
Rock Pigeon+European Golden-Plover+Ruff+Eurasian Woodcock+Common Snipe+Atlantic Puffin+Common Murre+Common Tern+Eurasian Coot+Royal Penguin+Emperor Penguin+White Stork,Columba livia+Pluvialis apricaria+Calidris pugnax+Scolopax rusticola+Gallinago gallinago+Fratercula arctica+Uria aalge+Sterna hirundo+Fulica atra+Eudyptes schlegeli+Aptenodytes forsteri+Ciconia ciconia,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,0.0,11861.430040825568,169,0,0,12,0
Hoatzin+Rock Pigeon+European Golden-Plover+Ruff+Eurasian Woodcock+Common Snipe+Atlantic Puffin+Common Murre+Common Tern+Eurasian Coot+Royal Penguin+Emperor Penguin+White Stork,Opisthocomus hoazin+Columba livia+Pluvialis apricaria+Calidris pugnax+Scolopax rusticola+Gallinago gallinago+Fratercula arctica+Uria aalge+Sterna hirundo+Fulica atra+Eudyptes schlegeli+Aptenodytes forsteri+Ciconia ciconia,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,0.0,12404.024360499494,168,0,0,13,0
