Common Name,Species,Class,Sacral,A9,node,Mammalia,Reptilia,Aves,Amphibia
Short-Beaked Echidna,Tachyglossus aculeatus,Mammalia,3.0,13330.0,0,1,0,0,0
Platypus,Ornithorhynchus anatinus,Mammalia,2.0,5725.0,0,1,0,0,0
Emu,Dromaius novaehollandiae,Aves,15.0,13576.0,0,0,0,1,0
Chicken,Gallus gallus,Aves,12.0,18042.0,0,0,0,1,0
Common Pheasant,Phasianus colchicus,Aves,14.0,12019.0,0,0,0,1,0
Black Swan,Cygnus atratus,Aves,19.0,13894.0,0,0,0,1,0
Mute Swan,Cygnus olor,Aves,20.0,13959.0,0,0,0,1,0
Swan Goose,Anser cygnoides,Aves,19.0,12690.0,0,0,0,1,0
Mallard,Anas platyrhynchos,Aves,16.0,4419.0,0,0,0,1,0
White Or Black-Backed Wagtail,Motacilla alba alba,Aves,11.0,12425.0,0,0,0,1,0
Barn Swallow,Hirundo rustica,Aves,10.0,5474.0,0,0,0,1,0
Budgerigar,Melopsittacus undulatus,Aves,12.0,6555.0,0,0,0,1,0
Ruff,Calidris pugnax,Aves,12.0,1637.0,0,0,0,1,0
Emperor Penguin,Aptenodytes forsteri,Aves,13.0,1993.0,0,0,0,1,0
American Alligator,Alligator mississippiensis,Reptilia,2.0,11632.0,0,0,1,0,0
Australian Saltwater Crocodile,Crocodylus porosus,Reptilia,2.0,12194.0,0,0,1,0,0
Chinese Soft-Shelled Turtle,Pelodiscus sinensis,Reptilia,2.0,17086.0,0,0,1,0,0
Green Sea Turtle,Chelonia mydas,Reptilia,2.0,5977.0,0,0,1,0,0
Axolotl,Ambystoma mexicanum,Amphibia,1.0,12883.0,0,0,0,0,1
Iberian Ribbed Newt,Pleurodeles waltl,Amphibia,1.0,7549.0,0,0,0,0,1
African Clawed Frog,Xenopus laevis,Amphibia,1.0,10914.0,0,0,0,0,1
European Fire-Bellied Toad,Bombina bombina,Amphibia,1.0,6101.0,0,0,0,0,1
Painted Frog,Discoglossus pictus,Amphibia,1.0,4869.0,0,0,0,0,1
Golden Pheasant,Chrysolophus pictus,Aves,15.0,-9904.0,0,0,0,1,0
Eastern Spot-Billed Duck,Anas zonorhyncha,Aves,15.0,7532.0,0,0,0,1,0
Steller'S Sea Eagle,Haliaeetus pelagicus,Aves,15.0,-5216.0,0,0,0,1,0
Oriental Scops Owl,Otus sunia,Aves,11.0,-5185.0,0,0,0,1,0
European Golden-Plover,Pluvialis apricaria,Aves,13.0,6667.0,0,0,0,1,0
Eurasian Woodcock,Scolopax rusticola,Aves,11.5,3225.0,0,0,0,1,0
Common Snipe,Gallinago gallinago,Aves,14.0,2386.0,0,0,0,1,0
Atlantic Puffin,Fratercula arctica,Aves,12.0,6652.0,0,0,0,1,0
Common Murre,Uria aalge,Aves,12.5,2680.0,0,0,0,1,0
Common Tern,Sterna hirundo,Aves,12.0,6557.0,0,0,0,1,0
Razorbill,Alca torda,Aves,17.0,6593.0,0,0,0,1,0
Eurasian Coot,Fulica atra,Aves,15.0,11484.0,0,0,0,1,0
Royal Penguin,Eudyptes schlegeli,Aves,15.0,-5116.0,0,0,0,1,0
White Stork,Ciconia ciconia,Aves,13.0,3325.0,0,0,0,1,0
West African Mud Turtle,Pelusios castaneus,Reptilia,3.0,10924.0,0,0,1,0,0
Snapping Turtle,Chelydra serpentina,Reptilia,2.0,11761.0,0,0,1,0,0
Regal Horned Lizard,Sphenodon punctatus,Reptilia,2.0,10085.0,0,0,1,0,0
Desert Horned Lizard,Phrynosoma platyrhinos,Reptilia,3.0,11161.0,0,0,1,0,0
Chinese Crocodile Lizard,Shinisaurus crocodilurus,Reptilia,2.0,14710.0,0,0,1,0,0
Axolotl+Iberian Ribbed Newt,Ambystoma mexicanum+Pleurodeles waltl,Amphibia+Amphibia,1.0,10215.999999999998,25,0,0,0,2
Common Toad+Asiatic Toad,Bufo bufo+Bufo gargarizans,Amphibia+Amphibia,1.0,4525.5,37,0,0,0,2
Common Toad+Asiatic Toad+Common Frog,Bufo bufo+Bufo gargarizans+Rana temporaria,Amphibia+Amphibia+Amphibia,1.0,8383.833196432604,36,0,0,0,3
African Clawed Frog+Western Clawed Frog,Xenopus laevis+Xenopus tropicalis,Amphibia+Amphibia,1.0,12766.0,35,0,0,0,2
Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+Western Clawed Frog,Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Xenopus tropicalis,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.0,10229.856613333477,34,0,0,0,5
European Fire-Bellied Toad+Painted Frog,Bombina bombina+Discoglossus pictus,Amphibia+Amphibia,1.0,5485.0,43,0,0,0,2
Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+Western Clawed Frog+European Fire-Bellied Toad+Painted Frog,Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Xenopus tropicalis+Bombina bombina+Discoglossus pictus,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.0,8404.696632669473,33,0,0,0,7
Axolotl+Iberian Ribbed Newt+Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+Western Clawed Frog+European Fire-Bellied Toad+Painted Frog,Ambystoma mexicanum+Pleurodeles waltl+Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Xenopus tropicalis+Bombina bombina+Discoglossus pictus,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.0,9094.333407790658,51,0,0,0,9
Gaboon Caecilian+Tiny Cayenne Caecilian,Geotrypetes seraphini+Microcaecilia unicolor,Amphibia+Amphibia,0.0,8088.5,14,0,0,0,2
Two-Lined Caecilian+Gaboon Caecilian+Tiny Cayenne Caecilian,Rhinatrema bivittatum+Geotrypetes seraphini+Microcaecilia unicolor,Amphibia+Amphibia+Amphibia,0.0,9688.242163284156,13,0,0,0,3
Axolotl+Iberian Ribbed Newt+Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+Western Clawed Frog+European Fire-Bellied Toad+Painted Frog+Two-Lined Caecilian+Gaboon Caecilian+Tiny Cayenne Caecilian,Ambystoma mexicanum+Pleurodeles waltl+Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Xenopus tropicalis+Bombina bombina+Discoglossus pictus+Rhinatrema bivittatum+Geotrypetes seraphini+Microcaecilia unicolor,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,0.6364784958984597,9310.232011886728,50,0,0,0,12
Lion+Leopard,Panthera leo+Panthera pardus,Mammalia+Mammalia,2.9999999999999996,15134.0,49,2,0,0,0
Tiger+Lion+Leopard,Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia,3.0,13201.798727968273,57,3,0,0,0
Cat+Tiger+Lion+Leopard,Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia,2.6040468306388176,15250.5401205419,60,4,0,0,0
Suricate+Cat+Tiger+Lion+Leopard,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,2.7806738427073516,10836.332028419569,56,5,0,0,0
Fox+Ermine,Vulpes vulpes+Mustela erminea,Mammalia+Mammalia,2.5000000000000004,4968.0,63,2,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,2.6360347623421885,7812.216422630672,47,7,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+Horse,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Equus caballus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,3.4050066392401988,9486.083192144237,68,8,0,0,0
Alpaca+Two-Humped Camel,Vicugna pacos+Camelus ferus,Mammalia+Mammalia,4.5,3882.9999999999995,73,2,0,0,0
Goat+Sheep,Capra hircus+Ovis aries,Mammalia+Mammalia,4.0,8510.0,83,2,0,0,0
Cattle+Goat+Sheep,Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia,4.451463339033721,6947.485383604291,82,3,0,0,0
Cattle+Goat+Sheep+Orca,Bos taurus+Capra hircus+Ovis aries+Orcinus orca,Mammalia+Mammalia+Mammalia+Mammalia,2.4803038241696975,10888.736324492207,80,4,0,0,0
Cattle+Goat+Sheep+Orca+Wild Boar,Bos taurus+Capra hircus+Ovis aries+Orcinus orca+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,2.9727216531717295,7793.097752398022,79,5,0,0,0
Alpaca+Two-Humped Camel+Cattle+Goat+Sheep+Orca+Wild Boar,Vicugna pacos+Camelus ferus+Bos taurus+Capra hircus+Ovis aries+Orcinus orca+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,3.420311143219838,6647.190941980266,94,7,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+Horse+Alpaca+Two-Humped Camel+Cattle+Goat+Sheep+Orca+Wild Boar,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Equus caballus+Vicugna pacos+Camelus ferus+Bos taurus+Capra hircus+Ovis aries+Orcinus orca+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,3.412403546774044,8114.001908036705,92,15,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+Horse+Alpaca+Two-Humped Camel+Cattle+Goat+Sheep+Orca+Wild Boar+Flying Fox,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Equus caballus+Vicugna pacos+Camelus ferus+Bos taurus+Capra hircus+Ovis aries+Orcinus orca+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,3.891472733351066,9020.449982841936,78,16,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+Horse+Alpaca+Two-Humped Camel+Cattle+Goat+Sheep+Orca+Wild Boar+Flying Fox,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Equus caballus+Vicugna pacos+Camelus ferus+Bos taurus+Capra hircus+Ovis aries+Orcinus orca+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,3.817006766904143,8532.069495547545,98,17,0,0,0
Norway Rat+House Mouse,Rattus norvegicus+Mus musculus,Mammalia+Mammalia,3.7590392228892244,23878.367581722134,97,2,0,0,0
Norway Rat+House Mouse+Guinea Pig,Rattus norvegicus+Mus musculus+Cavia porcellus,Mammalia+Mammalia+Mammalia,3.6353622779612533,20193.272669486752,77,3,0,0,0
Rabbit+Norway Rat+House Mouse+Guinea Pig,Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus,Mammalia+Mammalia+Mammalia+Mammalia,3.762820501271707,18770.169272054798,71,4,0,0,0
Human+Chimpanzee,Homo sapiens+Pan troglodytes,Mammalia+Mammalia,5.48270952091476,17623.807160700537,67,2,0,0,0
Gorilla+Human+Chimpanzee,Gorilla gorilla+Homo sapiens+Pan troglodytes,Mammalia+Mammalia+Mammalia,5.309986159506523,15574.995988098477,66,3,0,0,0
Rhesus Monkey+Pig-Tailed Macaque,Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia,2.9999999999999996,5706.216076719245,46,2,0,0,0
Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,4.222344374126757,10928.34589534403,32,5,0,0,0
Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,3.7566031627356957,8059.111583207747,106,6,0,0,0
Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,3.461352339635796,9873.647194474008,104,7,0,0,0
Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,3.62443179080269,14686.228164328591,103,11,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+Horse+Alpaca+Two-Humped Camel+Cattle+Goat+Sheep+Orca+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Equus caballus+Vicugna pacos+Camelus ferus+Bos taurus+Capra hircus+Ovis aries+Orcinus orca+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,3.7246718396399,11482.836020660043,31,28,0,0,0
African Bush Elephant+Linne'S Two-Toed Sloth,Loxodonta africana+Choloepus didactylus,Mammalia+Mammalia,6.5,8650.5,30,2,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+Horse+Alpaca+Two-Humped Camel+Cattle+Goat+Sheep+Orca+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque+African Bush Elephant+Linne'S Two-Toed Sloth,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Equus caballus+Vicugna pacos+Camelus ferus+Bos taurus+Capra hircus+Ovis aries+Orcinus orca+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina+Loxodonta africana+Choloepus didactylus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,4.4433204637835715,10749.42567537828,111,30,0,0,0
Short-Beaked Echidna+Platypus,Tachyglossus aculeatus+Ornithorhynchus anatinus,Mammalia+Mammalia,2.5,9527.5,29,2,0,0,0
Western European Hedgehog+Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+Horse+Alpaca+Two-Humped Camel+Cattle+Goat+Sheep+Orca+Wild Boar+Flying Fox+Rabbit+Norway Rat+House Mouse+Guinea Pig+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Rhesus Monkey+Pig-Tailed Macaque+African Bush Elephant+Linne'S Two-Toed Sloth+Short-Beaked Echidna+Platypus,Erinaceus europaeus+Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Equus caballus+Vicugna pacos+Camelus ferus+Bos taurus+Capra hircus+Ovis aries+Orcinus orca+Sus scrofa+Pteropus vampyrus+Oryctolagus cuniculus+Rattus norvegicus+Mus musculus+Cavia porcellus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Macaca mulatta+Macaca nemestrina+Loxodonta africana+Choloepus didactylus+Tachyglossus aculeatus+Ornithorhynchus anatinus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,3.7145506116744413,10291.188029900084,28,32,0,0,0
Golden Pheasant+Common Pheasant,Chrysolophus pictus+Phasianus colchicus,Aves+Aves,14.5,1057.5000000000002,220,0,0,2,0
Chicken+Golden Pheasant+Common Pheasant,Gallus gallus+Chrysolophus pictus+Phasianus colchicus,Aves+Aves+Aves,13.379815126194053,8667.811995662836,218,0,0,3,0
Black Swan+Mute Swan,Cygnus atratus+Cygnus olor,Aves+Aves,19.5,13926.5,212,0,0,2,0
Black Swan+Mute Swan+Swan Goose,Cygnus atratus+Cygnus olor+Anser cygnoides,Aves+Aves+Aves,19.25,13308.25,211,0,0,3,0
Eastern Spot-Billed Duck+Mallard,Anas zonorhyncha+Anas platyrhynchos,Aves+Aves,15.499999999999998,5975.5,206,0,0,2,0
Black Swan+Mute Swan+Swan Goose+Eastern Spot-Billed Duck+Mallard,Cygnus atratus+Cygnus olor+Anser cygnoides+Anas zonorhyncha+Anas platyrhynchos,Aves+Aves+Aves+Aves+Aves,17.5229623512154,9931.200581566593,205,0,0,5,0
Chicken+Golden Pheasant+Common Pheasant+Black Swan+Mute Swan+Swan Goose+Eastern Spot-Billed Duck+Mallard,Gallus gallus+Chrysolophus pictus+Phasianus colchicus+Cygnus atratus+Cygnus olor+Anser cygnoides+Anas zonorhyncha+Anas platyrhynchos,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,15.478620980787554,9307.810339122076,204,0,0,8,0
Steller'S Sea Eagle+Oriental Scops Owl,Haliaeetus pelagicus+Otus sunia,Aves+Aves,13.0,-5200.5,182,0,0,2,0
Barn Swallow+White Or Black-Backed Wagtail,Hirundo rustica+Motacilla alba alba,Aves+Aves,10.5,8949.500000000002,150,0,0,2,0
Barn Swallow+White Or Black-Backed Wagtail+Budgerigar,Hirundo rustica+Motacilla alba alba+Melopsittacus undulatus,Aves+Aves+Aves,11.169888868779191,7880.1340691388195,20,0,0,3,0
Steller'S Sea Eagle+Oriental Scops Owl+Barn Swallow+White Or Black-Backed Wagtail+Budgerigar,Haliaeetus pelagicus+Otus sunia+Hirundo rustica+Motacilla alba alba+Melopsittacus undulatus,Aves+Aves+Aves+Aves+Aves,12.067172506560851,1466.8410609605774,187,0,0,5,0
Eurasian Woodcock+Common Snipe,Scolopax rusticola+Gallinago gallinago,Aves+Aves,12.75,2805.5,154,0,0,2,0
Ruff+Eurasian Woodcock+Common Snipe,Calidris pugnax+Scolopax rusticola+Gallinago gallinago,Aves+Aves+Aves,12.460705168994318,2354.77865329315,163,0,0,3,0
Common Tern+Razorbill,Sterna hirundo+Alca torda,Aves+Aves,14.499999999999998,6575.0,21,0,0,2,0
Common Murre+Common Tern+Razorbill,Uria aalge+Sterna hirundo+Alca torda,Aves+Aves+Aves,13.794081166841728,5200.223072424267,157,0,0,3,0
Atlantic Puffin+Common Murre+Common Tern+Razorbill,Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda,Aves+Aves+Aves+Aves,13.245851222352234,5643.852713672367,156,0,0,4,0
Ruff+Eurasian Woodcock+Common Snipe+Atlantic Puffin+Common Murre+Common Tern+Razorbill,Calidris pugnax+Scolopax rusticola+Gallinago gallinago+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda,Aves+Aves+Aves+Aves+Aves+Aves+Aves,12.89656901581561,4180.666290766244,161,0,0,7,0
European Golden-Plover+Ruff+Eurasian Woodcock+Common Snipe+Atlantic Puffin+Common Murre+Common Tern+Razorbill,Pluvialis apricaria+Calidris pugnax+Scolopax rusticola+Gallinago gallinago+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,12.918990827449585,4719.654743087867,153,0,0,8,0
Royal Penguin+Emperor Penguin,Eudyptes schlegeli+Aptenodytes forsteri,Aves+Aves,14.000000000000002,-1561.5,146,0,0,2,0
Royal Penguin+Emperor Penguin+White Stork,Eudyptes schlegeli+Aptenodytes forsteri+Ciconia ciconia,Aves+Aves+Aves,13.540698161711717,682.8784327956989,144,0,0,3,0
Eurasian Coot+Royal Penguin+Emperor Penguin+White Stork,Fulica atra+Eudyptes schlegeli+Aptenodytes forsteri+Ciconia ciconia,Aves+Aves+Aves+Aves,14.011132387582542,4164.8292737297015,143,0,0,4,0
European Golden-Plover+Ruff+Eurasian Woodcock+Common Snipe+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Coot+Royal Penguin+Emperor Penguin+White Stork,Pluvialis apricaria+Calidris pugnax+Scolopax rusticola+Gallinago gallinago+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Fulica atra+Eudyptes schlegeli+Aptenodytes forsteri+Ciconia ciconia,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,13.361103341812694,4495.0544785756665,170,0,0,12,0
Steller'S Sea Eagle+Oriental Scops Owl+Barn Swallow+White Or Black-Backed Wagtail+Budgerigar+European Golden-Plover+Ruff+Eurasian Woodcock+Common Snipe+Atlantic Puffin+Common Murre+Common Tern+Razorbill+Eurasian Coot+Royal Penguin+Emperor Penguin+White Stork,Haliaeetus pelagicus+Otus sunia+Hirundo rustica+Motacilla alba alba+Melopsittacus undulatus+Pluvialis apricaria+Calidris pugnax+Scolopax rusticola+Gallinago gallinago+Fratercula arctica+Uria aalge+Sterna hirundo+Alca torda+Fulica atra+Eudyptes schlegeli+Aptenodytes forsteri+Ciconia ciconia,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,12.877247276451897,3362.676000992804,19,0,0,17,0
