Common Name,Species,Class,Sacral,B7
(Axolotl)-(Iberian Ribbed Newt),(Ambystoma mexicanum)-(Pleurodeles waltl),(Amphibia)-(Amphibia),0.0,-200.85046450259728
(African Clawed Frog)-(Western Clawed Frog),(Xenopus laevis)-(Xenopus tropicalis),(Amphibia)-(Amphibia),0.0,-525.7291502815428
(Common Toad)-(Asiatic Toad),(Bufo bufo)-(Bufo gargarizans),(Amphibia)-(Amphibia),0.0,1460.748288583875
(African Clawed Frog+Western Clawed Frog)-(Common Toad+Asiatic Toad),(Xenopus laevis+Xenopus tropicalis)-(Bufo bufo+Bufo gargarizans),(Amphibia+Amphibia)-(Amphibia+Amphibia),0.0,435.8581006465818
(European Fire-Bellied Toad)-(Painted Frog),(Bombina bombina)-(Discoglossus pictus),(Amphibia)-(Amphibia),0.0,-344.73195487165924
(African Clawed Frog+Western Clawed Frog+Common Toad+Asiatic Toad)-(European Fire-Bellied Toad+Painted Frog),(Xenopus laevis+Xenopus tropicalis+Bufo bufo+Bufo gargarizans)-(Bombina bombina+Discoglossus pictus),(Amphibia+Amphibia+Amphibia+Amphibia)-(Amphibia+Amphibia),0.0,202.00379461165429
(Axolotl+Iberian Ribbed Newt)-(African Clawed Frog+Western Clawed Frog+Common Toad+Asiatic Toad+European Fire-Bellied Toad+Painted Frog),(Ambystoma mexicanum+Pleurodeles waltl)-(Xenopus laevis+Xenopus tropicalis+Bufo bufo+Bufo gargarizans+Bombina bombina+Discoglossus pictus),(Amphibia+Amphibia)-(Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia),0.0,-61.97715496980478
(Two-Lined Caecilian)-(Tiny Cayenne Caecilian),(Rhinatrema bivittatum)-(Microcaecilia unicolor),(Amphibia)-(Amphibia),0.0,296.5905086896486
(Axolotl+Iberian Ribbed Newt+African Clawed Frog+Western Clawed Frog+Common Toad+Asiatic Toad+European Fire-Bellied Toad+Painted Frog)-(Two-Lined Caecilian+Tiny Cayenne Caecilian),(Ambystoma mexicanum+Pleurodeles waltl+Xenopus laevis+Xenopus tropicalis+Bufo bufo+Bufo gargarizans+Bombina bombina+Discoglossus pictus)-(Rhinatrema bivittatum+Microcaecilia unicolor),(Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia)-(Amphibia+Amphibia),0.05581513581578813,174.7646723894062
(Lion)-(Leopard),(Panthera leo)-(Panthera pardus),(Mammalia)-(Mammalia),0.0,404.421508771179
(Tiger)-(Lion+Leopard),(Panthera tigris)-(Panthera leo+Panthera pardus),(Mammalia)-(Mammalia+Mammalia),1.3606597747773358e-16,153.19667136663077
(Cat)-(Tiger+Lion+Leopard),(Felis catus)-(Panthera tigris+Panthera leo+Panthera pardus),(Mammalia)-(Mammalia+Mammalia+Mammalia),-0.22517566454809998,-141.22196544200239
(Suricate)-(Cat+Tiger+Lion+Leopard),(Suricata suricatta)-(Felis catus+Panthera tigris+Panthera leo+Panthera pardus),(Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia),0.048471040828250586,80.20260080195591
(Fox)-(Ermine),(Vulpes vulpes)-(Mustela erminea),(Mammalia)-(Mammalia),0.10529232878566533,587.1100253088699
(Suricate+Cat+Tiger+Lion+Leopard)-(Fox+Ermine),(Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus)-(Vulpes vulpes+Mustela erminea),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia),0.034112374620872965,-250.72051478822974
