Common Name,Species,Class,Caudal,B4
(North Pacific Minke Whale)-(Orca),(Balaenoptera acutorostrata scammoni)-(Orcinus orca),(Mammalia)-(Mammalia),-0.5666641441745818,-350.12610099637993
(North Pacific Minke Whale+Orca)-(Cattle),(Balaenoptera acutorostrata scammoni+Orcinus orca)-(Bos taurus),(Mammalia+Mammalia)-(Mammalia),0.06553366736112283,609.5639274851497
(Alpaca)-(North Pacific Minke Whale+Orca+Cattle),(Vicugna pacos)-(Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus),(Mammalia)-(Mammalia+Mammalia+Mammalia),-0.9673787625256849,599.8572106028464
(Fox)-(Ermine),(Vulpes vulpes)-(Mustela erminea),(Mammalia)-(Mammalia),0.4211693151426613,758.84181355829
(Lion)-(Leopard),(Panthera leo)-(Panthera pardus),(Mammalia)-(Mammalia),0.0,-469.3591087567951
(Cat)-(Lion+Leopard),(Felis catus)-(Panthera leo+Panthera pardus),(Mammalia)-(Mammalia+Mammalia),-0.2115419992637557,-95.40544166795381
(Fox+Ermine)-(Cat+Lion+Leopard),(Vulpes vulpes+Mustela erminea)-(Felis catus+Panthera leo+Panthera pardus),(Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia),-0.2800395510366502,47.32322297943553
(Alpaca+North Pacific Minke Whale+Orca+Cattle)-(Fox+Ermine+Cat+Lion+Leopard),(Vicugna pacos+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus)-(Vulpes vulpes+Mustela erminea+Felis catus+Panthera leo+Panthera pardus),(Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),-0.30858498621157915,534.4848665637
(Western European Hedgehog)-(Alpaca+North Pacific Minke Whale+Orca+Cattle+Fox+Ermine+Cat+Lion+Leopard),(Erinaceus europaeus)-(Vicugna pacos+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Vulpes vulpes+Mustela erminea+Felis catus+Panthera leo+Panthera pardus),(Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),-0.6594058647010945,-255.2261870078073
(Guinea Pig)-(House Mouse),(Cavia porcellus)-(Mus musculus),(Mammalia)-(Mammalia),-2.0779918684157073,122.47429624458292
(Rhesus Monkey)-(Pig-Tailed Macaque),(Macaca mulatta)-(Macaca nemestrina),(Mammalia)-(Mammalia),-0.722229712050665,-2684.1667248362965
(Human)-(Chimpanzee),(Homo sapiens)-(Pan troglodytes),(Mammalia)-(Mammalia),0.6207711542669869,1725.43342328509
(Rhesus Monkey+Pig-Tailed Macaque)-(Human+Chimpanzee),(Macaca mulatta+Macaca nemestrina)-(Homo sapiens+Pan troglodytes),(Mammalia+Mammalia)-(Mammalia+Mammalia),1.7879038796381774,21.559750985507016
(Common Marmoset)-(Rhesus Monkey+Pig-Tailed Macaque+Human+Chimpanzee),(Callithrix jacchus)-(Macaca mulatta+Macaca nemestrina+Homo sapiens+Pan troglodytes),(Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia),1.1631124553261656,-354.72271532940215
(Guinea Pig+House Mouse)-(Common Marmoset+Rhesus Monkey+Pig-Tailed Macaque+Human+Chimpanzee),(Cavia porcellus+Mus musculus)-(Callithrix jacchus+Macaca mulatta+Macaca nemestrina+Homo sapiens+Pan troglodytes),(Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),0.4513767459690718,-156.16488284681512
(Western European Hedgehog+Alpaca+North Pacific Minke Whale+Orca+Cattle+Fox+Ermine+Cat+Lion+Leopard)-(Guinea Pig+House Mouse+Common Marmoset+Rhesus Monkey+Pig-Tailed Macaque+Human+Chimpanzee),(Erinaceus europaeus+Vicugna pacos+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Vulpes vulpes+Mustela erminea+Felis catus+Panthera leo+Panthera pardus)-(Cavia porcellus+Mus musculus+Callithrix jacchus+Macaca mulatta+Macaca nemestrina+Homo sapiens+Pan troglodytes),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),0.2760616126621904,216.38726045645285
(African Bush Elephant)-(Linne'S Two-Toed Sloth),(Loxodonta africana)-(Choloepus didactylus),(Mammalia)-(Mammalia),1.1498051245456848,-0.2874512811364212
(Western European Hedgehog+Alpaca+North Pacific Minke Whale+Orca+Cattle+Fox+Ermine+Cat+Lion+Leopard+Guinea Pig+House Mouse+Common Marmoset+Rhesus Monkey+Pig-Tailed Macaque+Human+Chimpanzee)-(African Bush Elephant+Linne'S Two-Toed Sloth),(Erinaceus europaeus+Vicugna pacos+Balaenoptera acutorostrata scammoni+Orcinus orca+Bos taurus+Vulpes vulpes+Mustela erminea+Felis catus+Panthera leo+Panthera pardus+Cavia porcellus+Mus musculus+Callithrix jacchus+Macaca mulatta+Macaca nemestrina+Homo sapiens+Pan troglodytes)-(Loxodonta africana+Choloepus didactylus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia),0.5682011065955442,206.69945661080445
(Short-Beaked Echidna)-(Platypus),(Tachyglossus aculeatus)-(Ornithorhynchus anatinus),(Mammalia)-(Mammalia),-0.8275314991313601,-395.87038089696443
