Common Name,Species,Class,Lumbar,A5,node,Mammalia,Reptilia,Aves,Amphibia
Common Toad,Bufo bufo,Amphibia,0.0,107.0,0,0,0,0,1
Asiatic Toad,Bufo gargarizans,Amphibia,0.0,1183.0,0,0,0,0,1
Common Frog,Rana temporaria,Amphibia,0.0,10278.0,0,0,0,0,1
Western Clawed Frog,Xenopus tropicalis,Amphibia,0.0,5435.0,0,0,0,0,1
Western European Hedgehog,Erinaceus europaeus,Mammalia,5.5,1624.0,0,1,0,0,0
Suricate,Suricata suricatta,Mammalia,6.0,83.0,0,1,0,0,0
Cat,Felis catus,Mammalia,7.0,6677.0,0,1,0,0,0
Tiger,Panthera tigris,Mammalia,7.0,6665.0,0,1,0,0,0
Lion,Panthera leo,Mammalia,7.0,6673.0,0,1,0,0,0
Leopard,Panthera pardus,Mammalia,7.0,9406.0,0,1,0,0,0
Fox,Vulpes vulpes,Mammalia,7.0,1689.0,0,1,0,0,0
Ermine,Mustela erminea,Mammalia,6.0,-1273.0,0,1,0,0,0
American Black Bear,Ursus americanus,Mammalia,6.0,1701.0,0,1,0,0,0
Horse,Equus caballus,Mammalia,5.0,9597.0,0,1,0,0,0
Alpaca,Vicugna pacos,Mammalia,7.0,-887.0,0,1,0,0,0
Two-Humped Camel,Camelus ferus,Mammalia,7.0,-130.0,0,1,0,0,0
Orca,Orcinus orca,Mammalia,11.0,151.0,0,1,0,0,0
North Pacific Minke Whale,Balaenoptera acutorostrata scammoni,Mammalia,12.1,26156.0,0,1,0,0,0
Cattle,Bos taurus,Mammalia,6.0,25.0,0,1,0,0,0
Goat,Capra hircus,Mammalia,6.0,9085.0,0,1,0,0,0
Sheep,Ovis aries,Mammalia,7.0,-8427.0,0,1,0,0,0
Wild Boar,Sus scrofa,Mammalia,5.75,-256.0,0,1,0,0,0
Flying Fox,Pteropus vampyrus,Mammalia,4.0,7008.0,0,1,0,0,0
Norway Rat,Rattus norvegicus,Mammalia,6.5,10843.0,0,1,0,0,0
House Mouse,Mus musculus,Mammalia,6.0,6918.0,0,1,0,0,0
Guinea Pig,Cavia porcellus,Mammalia,6.0,27122.0,0,1,0,0,0
Lemur,Lemur catta,Mammalia,7.0,11036.0,0,1,0,0,0
Common Marmoset,Callithrix jacchus,Mammalia,6.0,1590.0,0,1,0,0,0
Gorilla,Gorilla gorilla,Mammalia,5.0,6695.0,0,1,0,0,0
Human,Homo sapiens,Mammalia,5.0,6722.0,0,1,0,0,0
Chimpanzee,Pan troglodytes,Mammalia,4.0,6867.0,0,1,0,0,0
Rhesus Monkey,Macaca mulatta,Mammalia,7.0,91.0,0,1,0,0,0
Pig-Tailed Macaque,Macaca nemestrina,Mammalia,7.0,7036.0,0,1,0,0,0
African Bush Elephant,Loxodonta africana,Mammalia,3.0,1286.0,0,1,0,0,0
Linne'S Two-Toed Sloth,Choloepus didactylus,Mammalia,3.0,6399.0,0,1,0,0,0
Short-Beaked Echidna,Tachyglossus aculeatus,Mammalia,3.0,7143.0,0,1,0,0,0
Platypus,Ornithorhynchus anatinus,Mammalia,2.0,106.0,0,1,0,0,0
Ostrich,Struthio camelus australis,Aves,0.0,1258.0,0,0,0,1,0
Okarito Kiwi,Apteryx rowi,Aves,0.0,1989.0,0,0,0,1,0
Emu,Dromaius novaehollandiae,Aves,0.0,6777.0,0,0,0,1,0
Chicken,Gallus gallus,Aves,0.0,10655.0,0,0,0,1,0
Common Pheasant,Phasianus colchicus,Aves,0.0,6536.0,0,0,0,1,0
Black Swan,Cygnus atratus,Aves,0.0,10799.0,0,0,0,1,0
Mute Swan,Cygnus olor,Aves,0.0,6872.0,0,0,0,1,0
Swan Goose,Anser cygnoides,Aves,0.0,11397.0,0,0,0,1,0
Mallard,Anas platyrhynchos,Aves,0.0,1126.0,0,0,0,1,0
Common Cuckoo,Cuculus canorus,Aves,0.0,6282.0,0,0,0,1,0
White Or Black-Backed Wagtail,Motacilla alba alba,Aves,0.0,9319.0,0,0,0,1,0
Crow,Corvus hawaiiensis,Aves,0.0,843.0,0,0,0,1,0
Zebra Finch,Taeniopygia guttata,Aves,0.0,6950.0,0,0,0,1,0
Barn Swallow,Hirundo rustica,Aves,0.0,1911.0,0,0,0,1,0
Kakapo,Strigops habroptila,Aves,0.0,6793.0,0,0,0,1,0
Budgerigar,Melopsittacus undulatus,Aves,0.0,2001.0,0,0,0,1,0
Barn Owl,Tyto alba,Aves,0.0,1045.0,0,0,0,1,0
Hoatzin,Opisthocomus hoazin,Aves,0.0,1983.0,0,0,0,1,0
Rock Pigeon,Columba livia,Aves,0.0,6800.0,0,0,0,1,0
Ruff,Calidris pugnax,Aves,0.0,9.0,0,0,0,1,0
Emperor Penguin,Aptenodytes forsteri,Aves,0.0,1830.0,0,0,0,1,0
American Alligator,Alligator mississippiensis,Reptilia,4.0,6297.0,0,0,1,0,0
Australian Saltwater Crocodile,Crocodylus porosus,Reptilia,4.0,6402.0,0,0,1,0,0
Chinese Soft-Shelled Turtle,Pelodiscus sinensis,Reptilia,0.0,6775.0,0,0,1,0,0
Green Sea Turtle,Chelonia mydas,Reptilia,1.0,333.0,0,0,1,0,0
Axolotl,Ambystoma mexicanum,Amphibia,0.0,3870.0,0,0,0,0,1
Iberian Ribbed Newt,Pleurodeles waltl,Amphibia,0.0,3912.0,0,0,0,0,1
African Clawed Frog,Xenopus laevis,Amphibia,0.0,6201.0,0,0,0,0,1
European Fire-Bellied Toad,Bombina bombina,Amphibia,0.0,4505.0,0,0,0,0,1
Painted Frog,Discoglossus pictus,Amphibia,0.0,2595.0,0,0,0,0,1
Southern Cassowary,Casuarius casuarius,Aves,0.0,4531.0,0,0,0,1,0
Golden Pheasant,Chrysolophus pictus,Aves,0.0,5114.0,0,0,0,1,0
Bar-Headed Goose,Anser indicus,Aves,0.0,3483.0,0,0,0,1,0
Eastern Spot-Billed Duck,Anas zonorhyncha,Aves,0.0,7454.0,0,0,0,1,0
Great Bustard,Otis tarda,Aves,0.0,7097.0,0,0,0,1,0
Brown Falcon,Falco berigora,Aves,0.0,5129.0,0,0,0,1,0
Merlin,Falco columbarius,Aves,0.0,1990.0,0,0,0,1,0
California Condor,Gymnogyps californianus,Aves,0.0,3707.0,0,0,0,1,0
Steller'S Sea Eagle,Haliaeetus pelagicus,Aves,0.0,3697.0,0,0,0,1,0
Lammergeier,Gypaetus barbatus,Aves,0.0,3813.0,0,0,0,1,0
Oriental Scops Owl,Otus sunia,Aves,0.0,2919.0,0,0,0,1,0
European Golden-Plover,Pluvialis apricaria,Aves,0.0,7010.0,0,0,0,1,0
Eurasian Woodcock,Scolopax rusticola,Aves,0.0,11800.0,0,0,0,1,0
Common Snipe,Gallinago gallinago,Aves,0.0,7157.0,0,0,0,1,0
Atlantic Puffin,Fratercula arctica,Aves,0.0,7156.0,0,0,0,1,0
Common Murre,Uria aalge,Aves,0.0,6838.0,0,0,0,1,0
Common Tern,Sterna hirundo,Aves,0.0,7201.0,0,0,0,1,0
Razorbill,Alca torda,Aves,0.0,7156.0,0,0,0,1,0
Eurasian Coot,Fulica atra,Aves,0.0,7588.0,0,0,0,1,0
Royal Penguin,Eudyptes schlegeli,Aves,0.0,6135.0,0,0,0,1,0
White Stork,Ciconia ciconia,Aves,0.0,10244.0,0,0,0,1,0
West African Mud Turtle,Pelusios castaneus,Reptilia,0.0,7781.0,0,0,1,0,0
Snapping Turtle,Chelydra serpentina,Reptilia,1.0,7861.0,0,0,1,0,0
Regal Horned Lizard,Sphenodon punctatus,Reptilia,0.0,4092.0,0,0,1,0,0
Desert Horned Lizard,Phrynosoma platyrhinos,Reptilia,0.0,5672.0,0,0,1,0,0
Chinese Crocodile Lizard,Shinisaurus crocodilurus,Reptilia,1.0,5840.0,0,0,1,0,0
Lion+Leopard,Panthera leo+Panthera pardus,Mammalia+Mammalia,7.0,8039.499999999999,49,2,0,0,0
Tiger+Lion+Leopard,Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia,7.0,7357.298446337627,57,3,0,0,0
Cat+Tiger+Lion+Leopard,Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia,7.0,7087.932120398756,60,4,0,0,0
Suricate+Cat+Tiger+Lion+Leopard,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.553919438620739,3963.16806770766,56,5,0,0,0
Ermine+American Black Bear,Mustela erminea+Ursus americanus,Mammalia+Mammalia,6.0,214.00000000000003,48,2,0,0,0
Fox+Ermine+American Black Bear,Vulpes vulpes+Mustela erminea+Ursus americanus,Mammalia+Mammalia+Mammalia,6.3570002851439975,740.5754205873966,63,3,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.4417563118140455,2127.612402636412,47,8,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear+Horse,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus+Equus caballus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,5.98979530727597,4469.112068097285,68,9,0,0,0
Alpaca+Two-Humped Camel,Vicugna pacos+Camelus ferus,Mammalia+Mammalia,6.999999999999999,-508.5,73,2,0,0,0
North Pacific Minke Whale+Orca,Balaenoptera acutorostrata scammoni+Orcinus orca,Mammalia+Mammalia,11.549999999999999,13153.5,87,2,0,0,0
Goat+Sheep,Capra hircus+Ovis aries,Mammalia+Mammalia,6.499999999999999,328.9999999999998,83,2,0,0,0
Cattle+Goat+Sheep,Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia,6.274268330483138,191.7551449337487,82,3,0,0,0
