Common Name,Species,Class,Sacral,A2,node,Mammalia,Reptilia,Aves,Amphibia
Common Toad,Bufo bufo,Amphibia,1.0,4459.0,0,0,0,0,1
Asiatic Toad,Bufo gargarizans,Amphibia,1.0,4255.0,0,0,0,0,1
Common Frog,Rana temporaria,Amphibia,1.0,33952.0,0,0,0,0,1
Western Clawed Frog,Xenopus tropicalis,Amphibia,1.0,51356.0,0,0,0,0,1
Two-Lined Caecilian,Rhinatrema bivittatum,Amphibia,0.0,52426.0,0,0,0,0,1
Gaboon Caecilian,Geotrypetes seraphini,Amphibia,0.0,2687.0,0,0,0,0,1
Tiny Cayenne Caecilian,Microcaecilia unicolor,Amphibia,0.0,55994.0,0,0,0,0,1
Western European Hedgehog,Erinaceus europaeus,Mammalia,3.5,4240.0,0,1,0,0,0
Suricate,Suricata suricatta,Mammalia,3.0,4631.0,0,1,0,0,0
Cat,Felis catus,Mammalia,2.0,26291.0,0,1,0,0,0
Tiger,Panthera tigris,Mammalia,3.0,22234.0,0,1,0,0,0
Lion,Panthera leo,Mammalia,3.0,22261.0,0,1,0,0,0
Leopard,Panthera pardus,Mammalia,3.0,25699.0,0,1,0,0,0
Fox,Vulpes vulpes,Mammalia,3.0,5550.0,0,1,0,0,0
Ermine,Mustela erminea,Mammalia,2.0,3873.0,0,1,0,0,0
Horse,Equus caballus,Mammalia,5.0,52258.0,0,1,0,0,0
Alpaca,Vicugna pacos,Mammalia,5.0,3638.0,0,1,0,0,0
Two-Humped Camel,Camelus ferus,Mammalia,4.0,3607.0,0,1,0,0,0
Orca,Orcinus orca,Mammalia,0.0,-14838.0,0,1,0,0,0
Cattle,Bos taurus,Mammalia,5.0,4329.0,0,1,0,0,0
Goat,Capra hircus,Mammalia,4.0,13457.0,0,1,0,0,0
Sheep,Ovis aries,Mammalia,4.0,4346.0,0,1,0,0,0
Wild Boar,Sus scrofa,Mammalia,4.0,2276.0,0,1,0,0,0
Flying Fox,Pteropus vampyrus,Mammalia,6.0,39663.0,0,1,0,0,0
Rabbit,Oryctolagus cuniculus,Mammalia,4.0,10369.0,0,1,0,0,0
Norway Rat,Rattus norvegicus,Mammalia,3.5,50550.0,0,1,0,0,0
House Mouse,Mus musculus,Mammalia,4.0,50650.0,0,1,0,0,0
Guinea Pig,Cavia porcellus,Mammalia,3.5,26244.0,0,1,0,0,0
Lemur,Lemur catta,Mammalia,3.0,51629.0,0,1,0,0,0
Common Marmoset,Callithrix jacchus,Mammalia,3.0,2914.0,0,1,0,0,0
Gorilla,Gorilla gorilla,Mammalia,5.0,26246.0,0,1,0,0,0
Human,Homo sapiens,Mammalia,5.0,52229.0,0,1,0,0,0
Chimpanzee,Pan troglodytes,Mammalia,6.0,55945.0,0,1,0,0,0
Rhesus Monkey,Macaca mulatta,Mammalia,3.0,1453.0,0,1,0,0,0
Pig-Tailed Macaque,Macaca nemestrina,Mammalia,3.0,26662.0,0,1,0,0,0
African Bush Elephant,Loxodonta africana,Mammalia,5.0,4187.0,0,1,0,0,0
Linne'S Two-Toed Sloth,Choloepus didactylus,Mammalia,8.0,26814.0,0,1,0,0,0
Short-Beaked Echidna,Tachyglossus aculeatus,Mammalia,3.0,27328.0,0,1,0,0,0
Platypus,Ornithorhynchus anatinus,Mammalia,2.0,5035.0,0,1,0,0,0
Emu,Dromaius novaehollandiae,Aves,15.0,51508.0,0,0,0,1,0
Chicken,Gallus gallus,Aves,12.0,56777.0,0,0,0,1,0
Common Pheasant,Phasianus colchicus,Aves,14.0,50027.0,0,0,0,1,0
Black Swan,Cygnus atratus,Aves,19.0,50723.0,0,0,0,1,0
Mute Swan,Cygnus olor,Aves,20.0,50890.0,0,0,0,1,0
Swan Goose,Anser cygnoides,Aves,19.0,52003.0,0,0,0,1,0
Mallard,Anas platyrhynchos,Aves,16.0,209.0,0,0,0,1,0
White Or Black-Backed Wagtail,Motacilla alba alba,Aves,11.0,53499.0,0,0,0,1,0
Barn Swallow,Hirundo rustica,Aves,10.0,790.0,0,0,0,1,0
Budgerigar,Melopsittacus undulatus,Aves,12.0,4447.0,0,0,0,1,0
Ruff,Calidris pugnax,Aves,12.0,4101.0,0,0,0,1,0
Emperor Penguin,Aptenodytes forsteri,Aves,13.0,5134.0,0,0,0,1,0
American Alligator,Alligator mississippiensis,Reptilia,2.0,51155.0,0,0,1,0,0
Australian Saltwater Crocodile,Crocodylus porosus,Reptilia,2.0,38439.0,0,0,1,0,0
Chinese Soft-Shelled Turtle,Pelodiscus sinensis,Reptilia,2.0,50275.0,0,0,1,0,0
Green Sea Turtle,Chelonia mydas,Reptilia,2.0,3266.0,0,0,1,0,0
Axolotl,Ambystoma mexicanum,Amphibia,1.0,234652.0,0,0,0,0,1
Iberian Ribbed Newt,Pleurodeles waltl,Amphibia,1.0,80667.0,0,0,0,0,1
African Clawed Frog,Xenopus laevis,Amphibia,1.0,17211.0,0,0,0,0,1
European Fire-Bellied Toad,Bombina bombina,Amphibia,1.0,30642.0,0,0,0,0,1
Painted Frog,Discoglossus pictus,Amphibia,1.0,38890.0,0,0,0,0,1
Golden Pheasant,Chrysolophus pictus,Aves,15.0,33148.0,0,0,0,1,0
Eastern Spot-Billed Duck,Anas zonorhyncha,Aves,15.0,40203.0,0,0,0,1,0
Steller'S Sea Eagle,Haliaeetus pelagicus,Aves,15.0,8901.0,0,0,0,1,0
Oriental Scops Owl,Otus sunia,Aves,11.0,10936.0,0,0,0,1,0
European Golden-Plover,Pluvialis apricaria,Aves,13.0,21286.0,0,0,0,1,0
Eurasian Woodcock,Scolopax rusticola,Aves,11.5,9864.0,0,0,0,1,0
Common Snipe,Gallinago gallinago,Aves,14.0,22422.0,0,0,0,1,0
Atlantic Puffin,Fratercula arctica,Aves,12.0,21336.0,0,0,0,1,0
Common Murre,Uria aalge,Aves,12.5,11291.0,0,0,0,1,0
Common Tern,Sterna hirundo,Aves,12.0,21300.0,0,0,0,1,0
Razorbill,Alca torda,Aves,17.0,21340.0,0,0,0,1,0
Eurasian Coot,Fulica atra,Aves,15.0,21528.0,0,0,0,1,0
Royal Penguin,Eudyptes schlegeli,Aves,15.0,32409.0,0,0,0,1,0
White Stork,Ciconia ciconia,Aves,13.0,21366.0,0,0,0,1,0
West African Mud Turtle,Pelusios castaneus,Reptilia,3.0,37951.0,0,0,1,0,0
Snapping Turtle,Chelydra serpentina,Reptilia,2.0,36472.0,0,0,1,0,0
Regal Horned Lizard,Sphenodon punctatus,Reptilia,2.0,6804.0,0,0,1,0,0
Desert Horned Lizard,Phrynosoma platyrhinos,Reptilia,3.0,7187.0,0,0,1,0,0
Chinese Crocodile Lizard,Shinisaurus crocodilurus,Reptilia,2.0,8976.0,0,0,1,0,0
Axolotl+Iberian Ribbed Newt,Ambystoma mexicanum+Pleurodeles waltl,Amphibia+Amphibia,1.0,157659.5,25,0,0,0,2
Common Toad+Asiatic Toad,Bufo bufo+Bufo gargarizans,Amphibia+Amphibia,1.0,4357.0,37,0,0,0,2
Common Toad+Asiatic Toad+Common Frog,Bufo bufo+Bufo gargarizans+Rana temporaria,Amphibia+Amphibia+Amphibia,1.0,18817.504140875448,36,0,0,0,3
African Clawed Frog+Western Clawed Frog,Xenopus laevis+Xenopus tropicalis,Amphibia+Amphibia,1.0,34283.5,35,0,0,0,2
Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+Western Clawed Frog,Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Xenopus tropicalis,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.0,25332.680719364802,34,0,0,0,5
European Fire-Bellied Toad+Painted Frog,Bombina bombina+Discoglossus pictus,Amphibia+Amphibia,1.0,34766.0,43,0,0,0,2
Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+Western Clawed Frog+European Fire-Bellied Toad+Painted Frog,Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Xenopus tropicalis+Bombina bombina+Discoglossus pictus,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.0,28961.308144577048,33,0,0,0,7
Axolotl+Iberian Ribbed Newt+Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+Western Clawed Frog+European Fire-Bellied Toad+Painted Frog,Ambystoma mexicanum+Pleurodeles waltl+Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Xenopus tropicalis+Bombina bombina+Discoglossus pictus,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.0,77961.93807544693,51,0,0,0,9
Gaboon Caecilian+Tiny Cayenne Caecilian,Geotrypetes seraphini+Microcaecilia unicolor,Amphibia+Amphibia,0.0,29340.500000000004,14,0,0,0,2
Two-Lined Caecilian+Gaboon Caecilian+Tiny Cayenne Caecilian,Rhinatrema bivittatum+Geotrypetes seraphini+Microcaecilia unicolor,Amphibia+Amphibia+Amphibia,0.0,39070.66670017032,13,0,0,0,3
Axolotl+Iberian Ribbed Newt+Common Toad+Asiatic Toad+Common Frog+African Clawed Frog+Western Clawed Frog+European Fire-Bellied Toad+Painted Frog+Two-Lined Caecilian+Gaboon Caecilian+Tiny Cayenne Caecilian,Ambystoma mexicanum+Pleurodeles waltl+Bufo bufo+Bufo gargarizans+Rana temporaria+Xenopus laevis+Xenopus tropicalis+Bombina bombina+Discoglossus pictus+Rhinatrema bivittatum+Geotrypetes seraphini+Microcaecilia unicolor,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,0.6364784958984597,63824.1246086852,50,0,0,0,12
Lion+Leopard,Panthera leo+Panthera pardus,Mammalia+Mammalia,2.9999999999999996,23979.999999999996,49,2,0,0,0
Tiger+Lion+Leopard,Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia,3.0,23113.412940927974,57,3,0,0,0
Cat+Tiger+Lion+Leopard,Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia,2.6040468306388176,24371.588607888625,60,4,0,0,0
Suricate+Cat+Tiger+Lion+Leopard,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,2.7806738427073516,15565.695759724618,56,5,0,0,0
Fox+Ermine,Vulpes vulpes+Mustela erminea,Mammalia+Mammalia,2.5000000000000004,4711.500000000001,63,2,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,2.6360347623421885,9972.22514042311,47,7,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+Horse,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Equus caballus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,3.4050066392401988,23727.322356688677,68,8,0,0,0
Alpaca+Two-Humped Camel,Vicugna pacos+Camelus ferus,Mammalia+Mammalia,4.5,3622.5,73,2,0,0,0
Goat+Sheep,Capra hircus+Ovis aries,Mammalia+Mammalia,4.0,8901.5,83,2,0,0,0
Cattle+Goat+Sheep,Bos taurus+Capra hircus+Ovis aries,Mammalia+Mammalia+Mammalia,4.451463339033721,6837.183882268309,82,3,0,0,0
Cattle+Goat+Sheep+Orca,Bos taurus+Capra hircus+Ovis aries+Orcinus orca,Mammalia+Mammalia+Mammalia+Mammalia,2.4803038241696975,-2760.8385413500023,80,4,0,0,0
Cattle+Goat+Sheep+Orca+Wild Boar,Bos taurus+Capra hircus+Ovis aries+Orcinus orca+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,2.9727216531717295,-1128.782648197391,79,5,0,0,0
Alpaca+Two-Humped Camel+Cattle+Goat+Sheep+Orca+Wild Boar,Vicugna pacos+Camelus ferus+Bos taurus+Capra hircus+Ovis aries+Orcinus orca+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,3.420311143219838,263.64472563233664,94,7,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+Horse+Alpaca+Two-Humped Camel+Cattle+Goat+Sheep+Orca+Wild Boar,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Equus caballus+Vicugna pacos+Camelus ferus+Bos taurus+Capra hircus+Ovis aries+Orcinus orca+Sus scrofa,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,3.412403546774044,12386.957842309706,92,15,0,0,0
Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+Horse+Alpaca+Two-Humped Camel+Cattle+Goat+Sheep+Orca+Wild Boar+Flying Fox,Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Equus caballus+Vicugna pacos+Camelus ferus+Bos taurus+Capra hircus+Ovis aries+Orcinus orca+Sus scrofa+Pteropus vampyrus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,3.891472733351066,17436.860934128556,78,16,0,0,0
