Common Name,Species,Class,Thoracic,D10
(Lion)-(Leopard),(Panthera leo)-(Panthera pardus),(Mammalia)-(Mammalia),0.0,5853.83694047551
(Tiger)-(Lion+Leopard),(Panthera tigris)-(Panthera leo+Panthera pardus),(Mammalia)-(Mammalia+Mammalia),5.442639099109343e-16,2180.448223561257
(Cat)-(Tiger+Lion+Leopard),(Felis catus)-(Panthera tigris+Panthera leo+Panthera pardus),(Mammalia)-(Mammalia+Mammalia+Mammalia),0.0,-235.44628073570075
(Suricate)-(Cat+Tiger+Lion+Leopard),(Suricata suricatta)-(Felis catus+Panthera tigris+Panthera leo+Panthera pardus),(Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia),0.24483219016254948,2029.5856079749658
(Ermine)-(American Black Bear),(Mustela erminea)-(Ursus americanus),(Mammalia)-(Mammalia),0.0,504.7066732488626
(Fox)-(Ermine+American Black Bear),(Vulpes vulpes)-(Mustela erminea+Ursus americanus),(Mammalia)-(Mammalia+Mammalia),-0.11940351705851215,1408.1853784295631
(Suricate+Cat+Tiger+Lion+Leopard)-(Fox+Ermine+American Black Bear),(Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus)-(Vulpes vulpes+Mustela erminea+Ursus americanus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia),0.03183684376848051,694.9178966377665
(Suricate+Cat+Tiger+Lion+Leopard+Fox+Ermine+American Black Bear)-(Horse),(Suricata suricatta+Felis catus+Panthera tigris+Panthera leo+Panthera pardus+Vulpes vulpes+Mustela erminea+Ursus americanus)-(Equus caballus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia),-0.5047982885291403,684.1145518855907
(Alpaca)-(Two-Humped Camel),(Vicugna pacos)-(Camelus ferus),(Mammalia)-(Mammalia),0.0,2062.330502046048
(Orca)-(Bottle-Nose Dolphin),(Orcinus orca)-(Tursiops truncatus),(Mammalia)-(Mammalia),-0.4544560275246305,-3128.0208374520316
(Narwhal)-(Orca+Bottle-Nose Dolphin),(Monodon monoceros)-(Orcinus orca+Tursiops truncatus),(Mammalia)-(Mammalia+Mammalia),0.0,2074.3755218653814
(Narwhal+Orca+Bottle-Nose Dolphin)-(North Pacific Minke Whale),(Monodon monoceros+Orcinus orca+Tursiops truncatus)-(Balaenoptera acutorostrata scammoni),(Mammalia+Mammalia+Mammalia)-(Mammalia),0.1959979146381059,-234.58299682827044
