Common Name,Species,Class,Sacral,A1,A2,A3,A4,A5,A6,A7,A9,A10,A11,B1,B2,B3,B4,B5,B6,B7,B8,B9,C4,C5,C6,C8,C9,C10,C11,C12,D1,D3,D4,D8,D9,D10,D11,D12
(Mute Swan+Eastern Spot-Billed Duck+Golden Pheasant)-(Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin),(Cygnus olor+Anas zonorhyncha+Chrysolophus pictus)-(Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli),(Aves+Aves+Aves)-(Aves+Aves+Aves+Aves+Aves),0.2701528856717363,-52.801581226018435,2204.6794448237933,-1160.8362449755698,113.43095416009244,1.6529141365529505,-113.78054730226249,-486.40354715709753,-120.77571639554534,29.386463876196807,-381.7438990473068,70.22027446086496,3942.8026739677566,-3092.032660715698,433.5631001416777,-90.8658434992615,-196.12201588679238,8.068173048090449,44.58898825941288,-730.869145834817,1077.1615500320872,466.4856693441671,-721.8551232599758,217.54530218821316,-76.00387250047646,198.92340238717486,-120.39089658745655,406.23088658237987,430.29602256553306,701.4927464567068,110.71734975421795,265.00841994902726,-24.34994499929455,180.14012584443088,205.4592781911117,-122.14698318108913
(Mute Swan+Eastern Spot-Billed Duck+Golden Pheasant+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin)-(American Alligator),(Cygnus olor+Anas zonorhyncha+Chrysolophus pictus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli)-(Alligator mississippiensis),(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves)-(Reptilia),0.6375702904972816,-302.3718975445991,-1089.1556209096361,-836.5852831587325,-78.75877881395854,-2.4115136391368854,-168.76704872533577,-456.0417614644292,-460.81161892582355,-188.53722153760205,-151.16503840435416,-390.10961595920577,-2381.5203799221736,-1067.640640091527,-153.96611005692222,-279.9945184698192,-446.9012232919472,-280.4204896250273,-311.0638125210248,-1885.9770160786604,3273.50587721079,373.01388474917184,661.6380142848833,252.90207122637872,300.6253896788176,250.74090472291863,142.62194204952297,244.6809758236529,-934.6227679321072,-995.6752795821649,-203.92796637207007,-39.78937563865829,-59.43339530681739,-189.5891299696046,61.92251267992455,-312.79836943883004
(Green Sea Turtle)-(Snapping Turtle),(Chelonia mydas)-(Chelydra serpentina),(Reptilia)-(Reptilia),0.0,-420.29001846955543,-2247.367206650573,-3100.1972425177014,-391.45852927985646,-509.49166812219215,-632.6684529232535,-408.98753327077674,-391.45852927985646,-475.1104556612366,-667.5234222488285,-17.122926678389295,-790.4294888415359,-2379.27465367105,5.279005062902629,-6.632596104672533,-64.49861314033596,0.0,-5.820441479610591,116.95026600891977,28.696130085521983,4.940607302460153,10.016573709097296,5.075966406637143,-7.309391625557486,8.39226445897341,1.8273479063893714,-37.697510513291846,-10.828728334159239,-947.3783701347563,-279.3811910213083,1.0151932813274285,0.20303865626548573,-2.0980661147433524,-3.8577344690442286,0.13535910417699049
(Chinese Soft-Shelled Turtle)-(Green Sea Turtle+Snapping Turtle),(Pelodiscus sinensis)-(Chelonia mydas+Chelydra serpentina),(Reptilia)-(Reptilia+Reptilia),0.0,388.88009261437224,1769.0437007828552,1488.99068974167,209.2761360164419,155.80803231916352,1004.8396288962931,147.40091481725196,478.0711731017799,346.4081495251305,140.82649075001316,-143.85188943582227,-167.82235594646272,-259.9806543757216,37.23567613303374,-80.05670368602276,123.95407500223216,8.901653825553405,12.334317719067462,-1051.966031502164,2139.6550397944575,384.1383619818062,790.094502947812,743.6953596414143,568.4840492123027,465.9695783585439,266.8459821627496,404.967068318722,801.2652057877222,2943.887463524031,376.6621363832205,200.40357256286734,322.3504118985532,664.6277286026752,936.8554295815273,248.37359595612728
(West African Mud Turtle)-(Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle),(Pelusios castaneus)-(Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina),(Reptilia)-(Reptilia+Reptilia+Reptilia),0.0579424062948261,-5.711192226211409,329.56184932109335,195.80781923117624,84.93036980016758,150.2087216786933,-144.80354863796717,63.78193498279391,-75.0039018403654,-11.704384950527889,221.04119755080055,395.47739165340334,2309.7172830982654,1347.1014464512798,376.92229933607894,447.59884525377043,428.2554858306017,485.07258076373324,561.5536665776854,879.5814236921127,-586.0772212404609,571.8425739923312,398.7277744768821,349.7421680175925,349.62994699868636,285.79106466023865,204.41658591484244,208.02627157305668,172.04178224610442,-784.7387219120725,-35.400806585064224,-83.81745318888036,-134.65509945285137,-259.9299968714685,-380.64014994562234,-95.55582922088375
(Mute Swan+Eastern Spot-Billed Duck+Golden Pheasant+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin+American Alligator)-(West African Mud Turtle+Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle),(Cygnus olor+Anas zonorhyncha+Chrysolophus pictus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli+Alligator mississippiensis)-(Pelusios castaneus+Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina),(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Reptilia)-(Reptilia+Reptilia+Reptilia+Reptilia),0.46817896897489963,-10.740147485854797,255.47861625818146,75.54104390888804,-63.87256792471651,15.010249997553567,-219.0596438203646,742.539349567784,-364.00007736844503,13.65399212991477,-290.4158288481068,56.349972688843366,1305.2036789137537,1656.093081473203,255.35942956664658,137.8245440291953,96.49369659513484,176.7428157359249,191.4426085704823,-341.375300299323,-2639.1393918413983,-200.24957914689458,363.39603016753455,-34.6996015661619,34.03031449654392,-49.221988873582575,191.60644328176718,-27.52865458512063,1289.2993601087392,680.552879526109,111.81033789869315,114.3143963343424,233.42936460698704,190.3700936223971,-105.58656568207329,313.89005211251805
(Desert Horned Lizard)-(Chinese Crocodile Lizard),(Phrynosoma platyrhinos)-(Shinisaurus crocodilurus),(Reptilia)-(Reptilia),0.05640443764145118,-373.79220824989693,-100.90753894055615,-247.67188568361212,-278.5251130734859,-9.475945523763798,-135.14503258891702,-235.93976265419028,-200.17934918951022,-293.97992898724357,-264.6496214136889,-169.49533511256078,-79.58666151208762,-174.6845433755743,-333.35022646097644,-168.36724635973178,-223.1923597472223,-411.7523947825936,-9.363136648480896,-663.8802310398804,-344.5183051139838,-49.748713999759936,-331.4324755811671,-40.89321729005211,-24.366717061106907,-345.47718055388845,134.2425615866538,42.303328231088386,3555.228108978309,-2614.966133495318,196.400251867533,-367.5313156716959,422.97687787324236,-61.25521927861598,1024.9250363828094,-752.8300292004488
(Regal Horned Lizard)-(Desert Horned Lizard+Chinese Crocodile Lizard),(Sphenodon punctatus)-(Phrynosoma platyrhinos+Shinisaurus crocodilurus),(Reptilia)-(Reptilia+Reptilia),-0.02471684733944778,111.2010961801757,-63.15154495228913,-205.47115193282957,-43.79825348550132,-82.25766794568223,-206.43510897906802,-19.89706210825539,-140.9107466821919,124.91894645356918,-419.09886348767674,498.3657929052862,-3626.2333900177255,2738.651402058156,-269.36420230530194,-12.28427312770551,134.63266745797216,-161.00554356916297,-95.90136767705738,-5724.9161807629,-291.5599312161261,-120.71708240586305,-37.2730057878871,-232.51138292218545,-274.1098369944759,49.952748473024,-280.5856509974112,-199.0200547772335,43.27919969137382,-643.0087835357347,-364.4251971728182,127.19289640879838,-173.2898166968685,-16.609721412108833,-582.9468445008762,135.5719076568712
(Mute Swan+Eastern Spot-Billed Duck+Golden Pheasant+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin+American Alligator+West African Mud Turtle+Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle)-(Regal Horned Lizard+Desert Horned Lizard+Chinese Crocodile Lizard),(Cygnus olor+Anas zonorhyncha+Chrysolophus pictus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli+Alligator mississippiensis+Pelusios castaneus+Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina)-(Sphenodon punctatus+Phrynosoma platyrhinos+Shinisaurus crocodilurus),(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia)-(Reptilia+Reptilia+Reptilia),0.26032310181104074,201.42644358090624,1956.7625809760966,-874.2579709722257,-23.97258218044113,73.24506941545302,182.7529934989883,403.21992612572217,-200.05035301697873,155.81367782600665,-278.9608844949486,-1437.9912633608524,-1740.4124494200744,214.85090089481878,-372.16418179064374,-82.98022738688486,-115.61524706326027,-136.9293697856598,-296.8870079582379,-1566.6540220030815,-1248.344563417854,-83.47860814113795,-213.9481723946169,-189.0032726139918,-31.684318682293203,-241.1590096313579,-290.729483675853,-283.1557677799219,-4373.919241250336,2767.657584647526,-597.5173662535674,187.32038822033775,-155.499465057066,111.1191298582773,-263.34107577905064,70.81876769171333
(Western European Hedgehog+Two-Humped Camel+Cattle+Sheep+Fox+Ermine+Cat+Tiger+Lion+Flying Fox+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Norway Rat+House Mouse+Linne'S Two-Toed Sloth+Short-Beaked Echidna+Platypus)-(Mute Swan+Eastern Spot-Billed Duck+Golden Pheasant+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin+American Alligator+West African Mud Turtle+Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle+Regal Horned Lizard+Desert Horned Lizard+Chinese Crocodile Lizard),(Erinaceus europaeus+Camelus ferus+Bos taurus+Ovis aries+Vulpes vulpes+Mustela erminea+Felis catus+Panthera tigris+Panthera leo+Pteropus vampyrus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Rattus norvegicus+Mus musculus+Choloepus didactylus+Tachyglossus aculeatus+Ornithorhynchus anatinus)-(Cygnus olor+Anas zonorhyncha+Chrysolophus pictus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli+Alligator mississippiensis+Pelusios castaneus+Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina+Sphenodon punctatus+Phrynosoma platyrhinos+Shinisaurus crocodilurus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia),-0.055010832646821384,-66.74751905124943,-214.4422243127107,-416.92030219954984,-40.46723035273182,-86.48746216210301,136.86457623685808,-226.9679614360499,38.26993850963471,-120.66041489892933,-53.6712862924355,-345.05293361023223,-1873.060990546071,65.68547034929557,-332.8638044289987,-43.73317990322762,-317.5965319191391,-136.55658873737062,-238.61944285445924,182.5432753208242,-178.9504621957712,86.64986555949493,-245.30714481383785,-126.30085514518436,-79.28154225892344,-104.46781235581057,-273.6045191691351,-13.808269574012716,-1899.7204995199681,943.0387084616277,-226.51832631184473,-4.614690744954041,-147.68029031507106,-141.4253257963676,-241.5542244472446,-100.05770858888219
