Common Name,Species,Class,Cervical,A1,A2,A3,A4,A5,A6,A7,A9,A10,A11,B1,B2,B3,B4,B5,B6,B7,B8,B9,C4,C5,C6,C8,C9,C10,C11,C12,D1,D3,D4,D8,D9,D10,D11,D12
(Merlin+Kakapo+California Condor+Steller'S Sea Eagle)-(European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin),(Falco columbarius+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus)-(Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli),(Aves+Aves+Aves+Aves)-(Aves+Aves+Aves+Aves),-0.2510462621687335,-1445.6258086900289,1315.7619301427185,4890.934899358461,-7802.76956112887,-2914.0407581841932,58.571832126002846,-9326.819354037398,-5815.330889666079,1702.475925283219,-738.7023265852586,388.80589515958127,1862.2844733475863,-2661.6042309534787,5404.007336213452,-6809.685503154031,-3321.3084665209008,841.4368832982382,-1947.4771467274804,-6883.8570549476135,3203.865633900494,-8551.505508439717,-13537.236930304818,-1067.3840435185957,-20568.74275874033,-1737.3693649517063,-6675.126016378683,669.0411024404239,-4878.49611556227,6954.173076332774,146.12203164551102,-163.8193151432788,-932.5827939030696,-1172.580148976971,-1037.3975560806848,-1000.3939155334501
(Merlin+Kakapo+California Condor+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin)-(Great Bustard),(Falco columbarius+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli)-(Otis tarda),(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves)-(Aves),-0.8677372310780349,-1185.5291368280323,-15724.53069758911,15029.378965024014,-4623.577027180145,-1503.0759677311526,-1277.1659379518414,-5345.594455724644,-3498.523347915812,-2472.1124973540354,399.328168430191,-443.7944290977248,1811.255279003094,-994.7520732817065,3495.1898181711003,-705.7894671028712,-912.8326774091074,-2704.716149972526,-661.9206986595091,-485.69252639300976,-5618.315799136808,-2402.5473183377276,7754.280607769819,876.8227037759607,-6073.460695594613,1486.6333060255256,4515.560923531531,-829.3673074873059,1060.5101794377042,2361.913221861043,733.2179939429006,-426.9427350412543,-1708.1143849047103,-337.620448416872,-347.8819641894861,-26.195856408994587
(Mute Swan+Bar-Headed Goose+Eastern Spot-Billed Duck+Golden Pheasant)-(Merlin+Kakapo+California Condor+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin+Great Bustard),(Cygnus olor+Anser indicus+Anas zonorhyncha+Chrysolophus pictus)-(Falco columbarius+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli+Otis tarda),(Aves+Aves+Aves+Aves)-(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves),2.5690611059056394,-1463.1486456373877,7811.403911262372,-15021.735759371068,2249.1428825438506,-205.78855089438912,-2750.882325908344,-3602.4813504008234,-3889.3430809310885,-3373.846576388012,-4143.854063177458,-115.18007738623965,37545.90746937546,-31323.021558899403,4465.60489068302,-2057.630654124543,-2091.4303740051346,-89.89581641200084,1536.6086576146827,-2783.2924878784397,8322.950573318782,5844.333695887448,-1798.031969102547,2115.4847923568923,6707.960570493116,1717.9474220074644,784.346677486712,2871.9677954612253,2327.547994235745,157.89701349397274,234.54192052494182,630.7078947534437,-1820.071726462529,-122.04546753498653,717.3919669272491,-1429.854018565069
(Mute Swan+Bar-Headed Goose+Eastern Spot-Billed Duck+Golden Pheasant+Merlin+Kakapo+California Condor+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin+Great Bustard)-(Southern Cassowary),(Cygnus olor+Anser indicus+Anas zonorhyncha+Chrysolophus pictus+Falco columbarius+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli+Otis tarda)-(Casuarius casuarius),(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves)-(Aves),-0.8054413447940352,2865.9618713751106,25757.64332906133,-11562.010539367831,869.0785116780262,1285.374343920702,2601.834902644455,3413.1699973304494,-1056.6495335310092,8218.135368993331,228.48963910050588,-5731.02185023803,4594.014647378059,-19352.107068503443,-464.81523831986124,-9408.666209518813,-3727.9623333596946,-1065.000747283329,-4979.591455113974,-10.737104259693297,-4574.835489173409,550.8674654726374,5586.102111514101,2012.352149444987,-1947.0831321472924,2382.7842208484344,3676.987481314194,1956.6668767914489,987.796109746967,2032.8645948316644,1769.31535053657,-19.313888557762766,-230.43341068880363,95.00285805900057,-174.5970893325266,824.137595221775
(Mute Swan+Bar-Headed Goose+Eastern Spot-Billed Duck+Golden Pheasant+Merlin+Kakapo+California Condor+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin+Great Bustard+Southern Cassowary)-(American Alligator),(Cygnus olor+Anser indicus+Anas zonorhyncha+Chrysolophus pictus+Falco columbarius+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli+Otis tarda+Casuarius casuarius)-(Alligator mississippiensis),(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves)-(Reptilia),12.378404593867515,-6795.2079869476,-26494.665134736988,-14992.924907417357,-3517.2929225458865,-774.018656472148,-3686.0466791873905,-10845.90280049211,-9880.46409329517,-4864.694349366371,-3099.6642420559347,-6501.887994983443,-50613.591735359965,-17827.893683464703,-3208.7188796645205,-5066.091985744006,-8488.03664038242,-5376.909101535216,-5634.97527426649,-39912.286307533286,67602.3931566063,4307.129263774259,8957.04689763855,3677.0228981921773,1136.348145679929,3396.9020318582116,-63.302951587334974,4044.048062228765,-21153.67319869671,-19656.146722720237,-4563.5395589613545,-695.90539873531,-958.8358541306661,-3832.682010402592,1242.2555529279998,-6561.975854328749
(Green Sea Turtle)-(Snapping Turtle),(Chelonia mydas)-(Chelydra serpentina),(Reptilia)-(Reptilia),0.0,-6210.0,-33206.0,-45807.0,-5784.0,-7528.0,-9348.0,-6043.0,-5784.0,-7020.0,-9863.0,-253.0,-11679.0,-35155.0,78.0,-98.0,-953.0,0.0,-86.0,1728.0,424.0,73.0,148.0,75.0,-108.0,124.0,27.0,-557.0,-160.0,-13998.0,-4128.0,15.0,3.0,-31.0,-57.0,2.0
(Chinese Soft-Shelled Turtle)-(Green Sea Turtle+Snapping Turtle),(Pelodiscus sinensis)-(Chelonia mydas+Chelydra serpentina),(Reptilia)-(Reptilia+Reptilia),0.0,6684.0,30406.000000000004,25592.5,3597.000000000002,2678.0,17271.0,2533.5,8217.0,5954.0,2420.5,-2472.500000000002,-2884.5,-4468.500000000002,639.9999999999982,-1375.9999999999998,2130.499999999999,153.0,212.0,-18081.0,36776.0,6602.5,13580.0,12782.5,9771.0,8009.0,4586.5,6960.5,13772.0,50599.0,6474.0,3444.5,5540.5,11423.5,16102.5,4268.999999999999
(West African Mud Turtle)-(Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle),(Pelusios castaneus)-(Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina),(Reptilia)-(Reptilia+Reptilia+Reptilia),0.0,-98.56670772614052,5687.748755966339,3379.352563213459,1465.7722250612042,2592.3797661145118,-2499.0944956819512,1100.7816047240904,-1294.4561097225742,-202.0003258230754,3814.843250141963,6825.35325925387,39862.29483369779,23248.973119909373,6505.119884358957,7724.892248628242,7391.054552541809,8371.633347354564,9691.583461693903,15180.27089204015,-10114.823645023418,9869.154744500025,6881.450046241624,6036.031127841205,6034.094359486518,4932.329927860763,3527.9271087693087,3590.2249298133156,2969.186011549311,-13543.426517689251,-610.9654197814234,-1446.564934883706,-2323.9473136081206,-4486.006251602268,-6569.284472046704,-1649.1518963618928
(Mute Swan+Bar-Headed Goose+Eastern Spot-Billed Duck+Golden Pheasant+Merlin+Kakapo+California Condor+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin+Great Bustard+Southern Cassowary+American Alligator)-(West African Mud Turtle+Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle),(Cygnus olor+Anser indicus+Anas zonorhyncha+Chrysolophus pictus+Falco columbarius+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli+Otis tarda+Casuarius casuarius+Alligator mississippiensis)-(Pelusios castaneus+Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina),(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Reptilia)-(Reptilia+Reptilia+Reptilia+Reptilia),1.4533418326975305,-636.9977203980161,1084.5636003035252,2174.1404136599376,-2171.8896377526526,-202.7413835972975,-3618.8975599475143,10529.363356251723,-6113.758970232761,-457.3042478001207,-4591.105667661297,1638.4739241886964,18438.27217513887,27919.645953050593,3900.5285276661325,2456.308752955188,1749.8586316711317,2882.0741784651623,3323.3581888568424,-6770.371905475753,-39727.523993465555,-5002.569667301871,3142.4891337701083,-1357.571932029481,-2385.680103748002,-1727.1556284124053,1245.7750908454072,-926.0979094192189,18595.142135990973,10721.018271682358,1441.3780458265283,1842.9653981767597,3780.27574977906,2936.5926077882086,-1642.832636315201,4698.312565781318
(Sand Lizard)-(Common Wall Lizard),(Lacerta agilis)-(Podarcis muralis),(Reptilia)-(Reptilia),0.0,-15177.0,-34521.0,-21155.0,-4877.0,-6476.0,-6355.0,-7665.0,-16533.0,-17830.0,-16931.0,9672.0,45477.0,87677.0,6701.0,8999.0,11116.0,10616.0,42762.0,46319.0,45713.0,294.0,748.0,101572.0,-33.0,-8608.0,2675.0,1147.0,-2146.0,-870.0,-1010.0,-22737.0,-5497.0,-580.0,-1373.0,-296.0
(Viviparous (Common) Lizard)-(Sand Lizard+Common Wall Lizard),(Zootoca vivipara)-(Lacerta agilis+Podarcis muralis),(Reptilia)-(Reptilia+Reptilia),-4.440892098500626e-16,-2806.5,-9228.5,11337.499999999996,6246.5,2398.0,2081.5,3693.5,4598.499999999998,-1397.0000000000036,29741.5,-13920.0,-19088.5,-42780.5,-3925.5000000000036,-5138.5,-4444.0,-2113.0,-20718.000000000004,-25547.5,58573.5,7095.0,21301.0,59117.0,20353.5,12228.0,6501.5,9378.5,30673.0,-113.00000000000364,653.0,-10714.499999999996,-1515.4999999999982,-435.9999999999982,1176.5,-103.00000000000182
(Viviparous (Common) Lizard+Sand Lizard+Common Wall Lizard)-(Argentine Black And White Tegu),(Zootoca vivipara+Lacerta agilis+Podarcis muralis)-(Salvator merianae),(Reptilia+Reptilia+Reptilia)-(Reptilia),1.0000000000000009,6996.903998670599,14349.732603503162,304.5041564482817,3507.161650562659,2845.113205482953,2646.4717002555317,5517.190835884607,6138.004618604402,7343.534967448009,8355.255379846214,-3653.9865806183006,-50931.75789110147,8066.613224702496,-2.7906122282402066,-1769.5730635421796,3084.166353141687,-5143.729859543568,6941.490662553886,-35660.74045749611,-31993.482760068528,-2783.6145984564037,-7619.871397000687,-36616.10785298764,-8208.049362886883,-7122.594546853405,-1917.6532504389397,-1438.7413687982225,32365.460947363885,28895.819936522286,202.74850841550506,9494.046105026238,4608.801892031104,3027.252144457645,3546.6579175357365,2431.552685502613
(Chinese Crocodile Lizard)-(Komodo Dragon),(Shinisaurus crocodilurus)-(Varanus komodoensis),(Reptilia)-(Reptilia),-1.0,449.0,-2284.0,2468.0,622.0,-979.0,-1258.0,194.0,2090.0,-3770.0,5735.0,111.0,64366.0,-59920.0,2462.0,-468.0,-5002.0,1914.0,868.0,18871.0,7995.0,5210.0,5557.0,7650.0,5869.0,8378.0,4674.0,4978.0,32624.0,-24905.0,2149.0,97.0,2352.0,925.0,705.0,2613.0
(Chinese Crocodile Lizard+Komodo Dragon)-(Desert Horned Lizard),(Shinisaurus crocodilurus+Varanus komodoensis)-(Phrynosoma platyrhinos),(Reptilia+Reptilia)-(Reptilia),0.5,6402.5,2931.0,3157.0,4627.0,657.5,3025.0,4086.0,2504.0,7097.0,1824.5,2949.5,-30772.0,33057.0,4679.0,3218.999999999999,6458.0,6343.000000000002,-268.0,2334.5,2110.5000000000036,-1723.0,3097.5,-3100.000000000002,-2502.500000000002,1936.0,-4717.0,-3239.000000000002,-79343.0,58813.5,-4556.500000000004,6467.5,-8675.0,623.5,-18523.5,12040.5
(Viviparous (Common) Lizard+Sand Lizard+Common Wall Lizard+Argentine Black And White Tegu)-(Chinese Crocodile Lizard+Komodo Dragon+Desert Horned Lizard),(Zootoca vivipara+Lacerta agilis+Podarcis muralis+Salvator merianae)-(Shinisaurus crocodilurus+Varanus komodoensis+Phrynosoma platyrhinos),(Reptilia+Reptilia+Reptilia+Reptilia)-(Reptilia+Reptilia+Reptilia),-0.7470610902456087,2060.0006783402623,2775.7558067168266,-4346.824232791336,-564.120011301673,-1243.4894131068495,89.57838993671612,-1017.3225483902261,2164.1136040828806,3573.6714282090397,-1132.8774030827553,-6943.329002792743,-19506.40465406076,-15126.347454219642,-3224.5331400760588,-2354.8105026082594,-2742.5235205678127,-794.3293811793292,614.6571405361992,-30761.396028899966,-16319.217943692272,-543.2749755021996,-4484.493139971288,-18216.618161479983,-4142.174924935694,364.28566820573724,-1183.3854093117661,-953.206641269182,9438.849478763339,31893.037818218658,1085.4552600071365,10865.25041089592,3794.7991742913964,4717.412999598442,-4724.495497292093,7934.7647011594545
(Viviparous (Common) Lizard+Sand Lizard+Common Wall Lizard+Argentine Black And White Tegu+Chinese Crocodile Lizard+Komodo Dragon+Desert Horned Lizard)-(Common Leopard Gecko),(Zootoca vivipara+Lacerta agilis+Podarcis muralis+Salvator merianae+Shinisaurus crocodilurus+Varanus komodoensis+Phrynosoma platyrhinos)-(Eublepharis macularius),(Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia)-(Reptilia),-0.04676407106456848,3147.886558973325,5449.30061406317,1976.0964795502987,3094.2174136068097,1722.203492816856,1832.0831901893416,1870.9160224173556,5089.906441330835,1827.9841578845171,6708.592348022292,373.0758060824701,-23235.589793657316,12878.974818046787,-215.39748804057672,-1347.2477168733712,847.0240131173068,-2913.164399131745,1521.4124911471226,-5136.249902718613,-3399.316497333726,3286.8357043159303,2941.535878357623,-6917.304637391536,3476.4745515631603,-990.5280939090717,2130.678019777806,2504.6384052526137,47286.761547473565,-25588.30041516282,5606.722931407385,1328.6968052028042,4172.648154428505,1624.688994828437,6572.827288273165,-2920.916196675562
(Regal Horned Lizard)-(Viviparous (Common) Lizard+Sand Lizard+Common Wall Lizard+Argentine Black And White Tegu+Chinese Crocodile Lizard+Komodo Dragon+Desert Horned Lizard+Common Leopard Gecko),(Sphenodon punctatus)-(Zootoca vivipara+Lacerta agilis+Podarcis muralis+Salvator merianae+Shinisaurus crocodilurus+Varanus komodoensis+Phrynosoma platyrhinos+Eublepharis macularius),(Reptilia)-(Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia),0.035443233912849426,1478.1666646867216,-2141.1116846521036,-1360.714979997243,-209.15663566277726,-979.2854435439122,-4410.565015394466,141.00296286697449,-2375.7211198212644,-401.45829355676324,-5083.548936909388,13138.239907450563,-50480.37660019966,47108.81996066026,-3872.746814828817,69.10049190893642,2276.0270163975656,-3786.066326251851,-1614.102746918772,-98175.15443303576,2697.3960881945823,93.85489545327164,3118.563130491413,4396.735303583634,-1029.8754058001468,2488.737010924353,-2935.8747901713214,-1384.3053195241318,24493.61064927069,-46620.219766567076,-5501.424565026227,-2858.0404606355987,-2762.51646203408,-1987.3776531523217,-5842.6504368357655,-2308.1911154899135
(Mute Swan+Bar-Headed Goose+Eastern Spot-Billed Duck+Golden Pheasant+Merlin+Kakapo+California Condor+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin+Great Bustard+Southern Cassowary+American Alligator+West African Mud Turtle+Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle)-(Regal Horned Lizard+Viviparous (Common) Lizard+Sand Lizard+Common Wall Lizard+Argentine Black And White Tegu+Chinese Crocodile Lizard+Komodo Dragon+Desert Horned Lizard+Common Leopard Gecko),(Cygnus olor+Anser indicus+Anas zonorhyncha+Chrysolophus pictus+Falco columbarius+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli+Otis tarda+Casuarius casuarius+Alligator mississippiensis+Pelusios castaneus+Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina)-(Sphenodon punctatus+Zootoca vivipara+Lacerta agilis+Podarcis muralis+Salvator merianae+Shinisaurus crocodilurus+Varanus komodoensis+Phrynosoma platyrhinos+Eublepharis macularius),(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia)-(Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia),5.788280099177889,2403.9600571168594,26366.266645987816,-10738.899390517794,-595.6064013715859,1141.5702191326418,1904.978778867945,5772.077370665811,-3181.734351865787,137.6508163330509,-2693.952446439209,-17324.88398476366,-18338.227523450398,4785.188692006075,-4950.506518152517,-838.9317872361435,-1561.6662263629896,-2655.9827303196207,-4128.472479343685,-24224.967184323934,-12389.384394641693,-709.457370464098,-1753.0991721654282,2721.03171283507,584.6550051329614,-2875.6101853215605,-3840.2674130004743,-2985.7294961098487,-47774.219884837046,15339.04894258163,-8386.10247090695,-773.6363079412677,-2040.2865530807221,423.0009438206107,-971.3506524027671,-2300.2247883850705
(Western European Hedgehog+Two-Humped Camel+Cattle+Sheep+Narwhal+Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Flying Fox+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Norway Rat+House Mouse+Linne'S Two-Toed Sloth+Short-Beaked Echidna+Platypus)-(Mute Swan+Bar-Headed Goose+Eastern Spot-Billed Duck+Golden Pheasant+Merlin+Kakapo+California Condor+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin+Great Bustard+Southern Cassowary+American Alligator+West African Mud Turtle+Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle+Regal Horned Lizard+Viviparous (Common) Lizard+Sand Lizard+Common Wall Lizard+Argentine Black And White Tegu+Chinese Crocodile Lizard+Komodo Dragon+Desert Horned Lizard+Common Leopard Gecko),(Erinaceus europaeus+Camelus ferus+Bos taurus+Ovis aries+Monodon monoceros+Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Pteropus vampyrus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Rattus norvegicus+Mus musculus+Choloepus didactylus+Tachyglossus aculeatus+Ornithorhynchus anatinus)-(Cygnus olor+Anser indicus+Anas zonorhyncha+Chrysolophus pictus+Falco columbarius+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli+Otis tarda+Casuarius casuarius+Alligator mississippiensis+Pelusios castaneus+Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina+Sphenodon punctatus+Zootoca vivipara+Lacerta agilis+Podarcis muralis+Salvator merianae+Shinisaurus crocodilurus+Varanus komodoensis+Phrynosoma platyrhinos+Eublepharis macularius),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia),0.6821573026344545,-859.0298185489637,-1812.2137958495841,-6760.643845545672,-229.4888350629244,-973.8630461049206,2389.5907278260675,-3051.2311349018055,727.6106190823775,-2254.653562205169,-339.75671162037906,-5765.643663590186,-28264.21163910329,418.87756553341205,-5613.973286686349,-774.0643567772559,-5513.522645412296,-2617.357710364916,-3982.0758769780077,2370.6594162759866,-955.7438710572969,3091.3972772812576,-3389.210752364139,470.8491560109669,568.3352514574581,-1197.74996375529,-3770.738874896422,280.4942148916416,-27128.341756157646,7453.699759119276,-3447.1881241722695,-1444.4721796271979,-2596.690629181302,-2722.214394169746,-3009.7710752739204,-2876.0324621070795
