Common Name,Species,Class,Thoracic,A1,A2,A3,A4,A5,A6,A7,A9,A10,A11,B1,B2,B3,B4,B5,B6,B7,B8,B9,C4,C5,C6,C8,C9,C10,C11,C12,D1,D3,D4,D8,D9,D10,D11,D12,node,Mammalia,Reptilia,Aves
Mute Swan+Bar-Headed Goose+Eastern Spot-Billed Duck+Golden Pheasant+Merlin+Kakapo+California Condor+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin+American Alligator,Cygnus olor+Anser indicus+Anas zonorhyncha+Chrysolophus pictus+Falco columbarius+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli+Alligator mississippiensis,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Reptilia,12.218946033417204,9376.261379162295,38062.29842681596,12610.111982137378,13417.431823840087,5902.676421492777,8596.238603976493,20901.139985000966,5334.587067915794,13900.749139020407,16773.051254209764,12273.832059638533,38830.3694928892,17013.232162686723,19484.117682610664,4799.24662481119,11904.45977845405,5369.518758353008,12007.338114486862,59652.40921826956,-10331.366172347667,2704.3319955868974,21015.178095820316,9147.793943050954,11440.396926545225,12845.126565952749,22476.68046474027,11626.075982658655,34018.78200535238,14991.721645476622,20383.971344410256,8297.817610565744,7827.098325027458,12146.699367177303,9149.523055099906,10941.025398982727,228,0,1,12
Green Sea Turtle+Snapping Turtle,Chelonia mydas+Chelydra serpentina,Reptilia+Reptilia,9.25,6964.0,19868.999999999996,-473.5000000000005,13761.999999999998,4097.0,5743.0,8839.5,8869.0,11078.0,19125.5,10139.500000000002,6356.5,-13535.499999999998,12878.000000000002,1680.9999999999998,7379.500000000001,-36.0,6049.0,68428.0,19404.000000000004,1822.4999999999998,8947.0,2995.5,8437.0,9280.0,17378.5,8329.5,8311.0,-12637.0,16149.0,5532.5,2725.5,5980.499999999999,6418.5,4878.000000000001,224,0,2,0
Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle,Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina,Reptilia+Reptilia+Reptilia,9.555718885516846,9688.56670772614,32263.25124403366,9958.647436786541,15228.227774938796,5188.620233885488,12783.094495681951,9872.21839527591,12218.456109722574,13505.000325823075,20112.156749858037,9131.64674074613,5180.705166302207,-15356.973119909373,13138.880115641043,1120.107751371758,8247.94544745819,26.366652645436776,6135.416538306096,61057.72910795985,34394.82364502342,4513.845255499976,14482.549953758376,8205.968872158795,12419.905640513482,12544.670072139237,19248.07289123069,11166.775070186684,13924.813988450689,7988.426517689252,18787.965419781423,6936.564934883706,4983.947313608121,10637.006251602268,12982.284472046704,6618.151896361893,234,0,3,0
West African Mud Turtle+Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle,Pelusios castaneus+Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina,Reptilia+Reptilia+Reptilia+Reptilia,8.722604140017063,9656.435874367522,34117.34692887081,11060.250772979072,15706.041066988544,6033.685714805353,11968.438202085355,10231.05183023137,11796.488545714034,13439.152140800594,21355.72159631839,11356.579410670602,18175.039482025404,-7778.259187916207,15259.422921665378,3638.272670134978,10657.285757697598,2755.3566151656364,9294.684615454635,66006.20274193786,31097.587483975643,7730.99812385988,16725.769087299603,10173.597849429205,14386.90326889648,14152.513883075302,20398.108645170712,12337.118704472387,14892.710990883788,3573.5323756060707,18588.802552889105,6465.012846583185,4226.3856014403955,9174.655295167462,10840.825255988184,6080.560391202995,233,0,4,0
Mute Swan+Bar-Headed Goose+Eastern Spot-Billed Duck+Golden Pheasant+Merlin+Kakapo+California Condor+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin+American Alligator+West African Mud Turtle+Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle,Cygnus olor+Anser indicus+Anas zonorhyncha+Chrysolophus pictus+Falco columbarius+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli+Alligator mississippiensis+Pelusios castaneus+Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia,10.534831863607403,9511.21552603366,36162.09846941394,11863.576516452777,14519.806641022446,5965.780835755283,10220.556047680246,15761.583499267248,8447.148760814702,13678.40759773376,18980.426932566806,11832.010798869262,28881.132543534528,5071.693506790397,17449.17129379796,4240.029949937064,11303.722349274316,4110.331973492904,10700.710120202928,62712.897589116335,9624.087275929478,5125.571082504382,18949.060218448074,9641.90205571548,12859.666904677277,13474.86747039688,21475.476245864465,11968.570269446525,24806.15687019123,9491.820626283446,19519.27638860288,7414.994200376813,6092.710926971756,10715.128403130806,9964.187664222693,8599.84188746229,223,0,5,12
Sand Lizard+Common Wall Lizard,Lacerta agilis+Podarcis muralis,Reptilia+Reptilia,20.0,12497.5,21554.5,17408.500000000004,14896.5,5195.0,10338.5,10929.5,15851.500000000002,19302.000000000004,16750.5,25683.0,29441.5,2983.5000000000005,23085.500000000004,5301.5,14249.0,5407.0,27149.000000000004,91421.5,-23725.5,2409.0,6214.0,-44222.0,248.5,7623.000000000001,22357.5,11200.5,84670.0,31091.000000000004,31117.0,23351.499999999996,14696.499999999998,15280.999999999998,12868.5,16150.000000000002,121,0,2,0
Viviparous (Common) Lizard+Sand Lizard+Common Wall Lizard,Zootoca vivipara+Lacerta agilis+Podarcis muralis,Reptilia+Reptilia+Reptilia,20.000000000000004,11449.9039986706,18109.732603503162,21640.50415644828,17228.16165056266,6090.113205482953,11115.471700255532,12308.190835884607,17568.004618604402,18780.53496744801,27852.255379846214,20487.0134193817,22316.242108898532,-12985.386775297504,21620.20938777176,3383.4269364578204,12590.166353141687,4618.270140456432,19415.490662553886,81885.25954250389,-1861.4827600685283,5057.385401543596,14165.128602999313,-22155.107852987636,7845.950637113118,12187.405453146595,24784.34674956106,14701.258631201777,96119.46094736388,31048.819936522286,31360.748508415505,19352.04610502624,14130.801892031104,15118.252144457645,13307.657917535736,16111.552685502613,120,0,3,0
Viviparous (Common) Lizard+Sand Lizard+Common Wall Lizard+Argentine Black And White Tegu,Zootoca vivipara+Lacerta agilis+Podarcis muralis+Salvator merianae,Reptilia+Reptilia+Reptilia+Reptilia,20.88780004313791,8343.978162744812,11739.88599129937,21505.334754833053,15671.33251823208,4827.16739220295,9940.70285543047,9859.109704835388,14843.344236015562,15520.739637005463,24143.35733651835,22109.018141330835,44924.85053530327,-16566.15655973136,21621.448140600063,4168.940457532036,11221.104842459847,6901.571936052701,16334.162807725514,97715.06300075132,12340.424927191883,6293.031981838052,17547.58968048058,-5901.216787275237,11489.503926337653,15349.12532612174,25635.59306879268,15339.915955843457,81752.43213473988,18221.9648434474,31270.74844115679,15137.638834228435,12084.954632751454,13774.45485223823,11733.296391443917,15032.186395961951,136,0,4,0
Chinese Crocodile Lizard+Komodo Dragon,Shinisaurus crocodilurus+Varanus komodoensis,Reptilia+Reptilia,23.835000000000004,8804.5,10118.0,27095.0,18057.0,6329.5,11042.0,12485.0,13665.0,14741.0,25994.5,30213.5,52317.0,11574.0,26688.0,7790.999999999999,16506.0,10193.000000000002,15614.0,129395.5,29490.500000000004,6158.0,23251.5,11094.999999999998,14646.499999999998,15747.0,24962.0,15017.999999999998,41078.0,9482.5,28391.499999999996,6818.5,4874.999999999999,9302.5,9165.5,11837.5,124,0,2,0
Chinese Crocodile Lizard+Komodo Dragon+Desert Horned Lizard,Shinisaurus crocodilurus+Varanus komodoensis+Phrynosoma platyrhinos,Reptilia+Reptilia+Reptilia,21.931567534103245,6283.97748440455,8964.130184582544,25852.15898762439,16235.452529533753,6070.6568053098,9851.124465493755,10876.432253225614,12679.230631932682,11947.068208796423,25276.234739601106,29052.347144123578,64431.25518936403,-1439.8091055117193,24845.981280676122,6523.750960140295,13963.62836302766,7695.90131723203,15719.505667189314,128476.45902965129,28659.642870884156,6836.306957340252,22032.08282045187,12315.401374204746,15631.678851273347,14984.839657916003,26818.978478104447,16293.122597112639,72313.58265597654,-13671.072974771258,30185.293181149653,4272.388423332515,8290.155458460058,9057.041852639788,16457.79188873601,7097.421694802497,128,0,3,0
Viviparous (Common) Lizard+Sand Lizard+Common Wall Lizard+Argentine Black And White Tegu+Chinese Crocodile Lizard+Komodo Dragon+Desert Horned Lizard,Zootoca vivipara+Lacerta agilis+Podarcis muralis+Salvator merianae+Shinisaurus crocodilurus+Varanus komodoensis+Phrynosoma platyrhinos,Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia,21.442664431127675,7248.886558973325,10264.30061406317,23816.0964795503,15971.21741360681,5488.203492816856,9893.083190189342,10399.916022417356,13692.906441330835,13620.984157884517,24745.592348022292,25800.07580608247,55294.41020634268,-8525.025181953213,23335.602511959423,5420.752283126629,12679.024013117307,7323.835600868255,16007.412491147123,114067.75009728139,21015.683502666274,6581.83570431593,19931.535878357623,3782.695362608464,13691.47455156316,15155.471906090928,26264.678019777806,15846.638405252614,76734.76154747356,1267.6995848371819,30693.722931407385,9361.696805202804,10067.648154428505,11266.688994828437,14244.827288273165,10814.083803324438,134,0,7,0
Viviparous (Common) Lizard+Sand Lizard+Common Wall Lizard+Argentine Black And White Tegu+Chinese Crocodile Lizard+Komodo Dragon+Desert Horned Lizard+Common Leopard Gecko,Zootoca vivipara+Lacerta agilis+Podarcis muralis+Salvator merianae+Shinisaurus crocodilurus+Varanus komodoensis+Phrynosoma platyrhinos+Eublepharis macularius,Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia,21.819670580601713,6486.833335313278,8945.111684652104,23337.714979997243,15222.156635662777,5071.285443543912,9449.565015394466,9946.997037133026,12460.721119821264,13178.458293556763,23121.54893690939,25709.760092549437,60919.37660019966,-11642.819960660257,23387.746814828817,5746.899508091064,12473.972983602434,8029.066326251851,15639.102746918772,115311.15443303576,21838.603911805418,5786.145104546728,19219.436869508587,5457.264696416366,12849.875405800147,15395.262989075647,25748.87479017132,15240.305319524132,65287.38935072931,7462.219766567078,29336.424565026227,9040.040460635599,9057.51646203408,10873.377653152322,12653.650436835766,11521.191115489913,139,0,8,0
Regal Horned Lizard+Viviparous (Common) Lizard+Sand Lizard+Common Wall Lizard+Argentine Black And White Tegu+Chinese Crocodile Lizard+Komodo Dragon+Desert Horned Lizard+Common Leopard Gecko,Sphenodon punctatus+Zootoca vivipara+Lacerta agilis+Podarcis muralis+Salvator merianae+Shinisaurus crocodilurus+Varanus komodoensis+Phrynosoma platyrhinos+Eublepharis macularius,Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia,21.580593289728625,6917.9773705094485,8320.603262442337,22940.82864691773,15161.150906037006,4785.652512004439,8163.114141037043,9988.124054699725,11767.783026593741,13061.36300736066,21638.805580468706,29541.854202366278,46195.52049819166,2097.6378756511413,22258.16398162896,5767.05438346973,13137.832814505278,6924.766011262325,15168.309575787916,86675.93132222572,22625.366502093606,5813.520216782272,20129.04329225864,6739.681791702614,12549.486654779252,16121.164975005893,24892.55396106276,14836.538277781481,72431.55947994039,-6135.725683075385,27731.79739884978,8206.421947655868,8251.759896694644,10293.709580999996,10949.49626683768,10847.94982591775,133,0,9,0
Mute Swan+Bar-Headed Goose+Eastern Spot-Billed Duck+Golden Pheasant+Merlin+Kakapo+California Condor+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin+American Alligator+West African Mud Turtle+Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle+Regal Horned Lizard+Viviparous (Common) Lizard+Sand Lizard+Common Wall Lizard+Argentine Black And White Tegu+Chinese Crocodile Lizard+Komodo Dragon+Desert Horned Lizard+Common Leopard Gecko,Cygnus olor+Anser indicus+Anas zonorhyncha+Chrysolophus pictus+Falco columbarius+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli+Alligator mississippiensis+Pelusios castaneus+Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina+Sphenodon punctatus+Zootoca vivipara+Lacerta agilis+Podarcis muralis+Salvator merianae+Shinisaurus crocodilurus+Varanus komodoensis+Phrynosoma platyrhinos+Eublepharis macularius,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia,15.230595467351533,8408.780584993363,24326.148477089795,16572.727418510614,14792.454305673567,5464.085803911494,9345.898298945427,13307.175905112548,9858.813645203423,13416.090187680964,20110.554337841735,19360.80260180356,36241.808701749826,3807.3658023020303,19493.56569659453,4889.197126411983,12083.43764780599,5306.801497852087,12599.97175643853,72900.03972430018,15151.17874904076,5418.031364901028,19450.693501775244,8408.112934254626,12727.80337151903,14599.858951512502,22928.141077846798,13187.79810451402,45052.62278241511,2848.252985778829,23010.57551839436,7751.445212425442,7010.563773833953,10535.97523382417,10383.061121300441,9555.555398504,203,0,14,12
Western European Hedgehog+Two-Humped Camel+Cattle+Sheep+Narwhal+Fox+Ermine+American Black Bear+Cat+Tiger+Lion+Flying Fox+Lemur+Common Marmoset+Gorilla+Human+Chimpanzee+Norway Rat+House Mouse+Linne'S Two-Toed Sloth+Short-Beaked Echidna+Platypus+Mute Swan+Bar-Headed Goose+Eastern Spot-Billed Duck+Golden Pheasant+Merlin+Kakapo+California Condor+Steller'S Sea Eagle+European Golden-Plover+Atlantic Puffin+Eurasian Coot+Royal Penguin+American Alligator+West African Mud Turtle+Chinese Soft-Shelled Turtle+Green Sea Turtle+Snapping Turtle+Regal Horned Lizard+Viviparous (Common) Lizard+Sand Lizard+Common Wall Lizard+Argentine Black And White Tegu+Chinese Crocodile Lizard+Komodo Dragon+Desert Horned Lizard+Common Leopard Gecko,Erinaceus europaeus+Camelus ferus+Bos taurus+Ovis aries+Monodon monoceros+Vulpes vulpes+Mustela erminea+Ursus americanus+Felis catus+Panthera tigris+Panthera leo+Pteropus vampyrus+Lemur catta+Callithrix jacchus+Gorilla gorilla+Homo sapiens+Pan troglodytes+Rattus norvegicus+Mus musculus+Choloepus didactylus+Tachyglossus aculeatus+Ornithorhynchus anatinus+Cygnus olor+Anser indicus+Anas zonorhyncha+Chrysolophus pictus+Falco columbarius+Strigops habroptila+Gymnogyps californianus+Haliaeetus pelagicus+Pluvialis apricaria+Fratercula arctica+Fulica atra+Eudyptes schlegeli+Alligator mississippiensis+Pelusios castaneus+Pelodiscus sinensis+Chelonia mydas+Chelydra serpentina+Sphenodon punctatus+Zootoca vivipara+Lacerta agilis+Podarcis muralis+Salvator merianae+Shinisaurus crocodilurus+Varanus komodoensis+Phrynosoma platyrhinos+Eublepharis macularius,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia,15.288324535989682,8121.903097830513,23553.273178544154,14605.025886116726,14731.353280246027,5167.797291431236,10034.257443785506,12401.093359046023,10097.220581897122,12661.228755032826,20000.94106969732,17692.7616984447,27618.230944837793,4246.8095637696715,17790.281091376168,4775.598156943203,10483.818366868252,4550.913582104096,11466.70636020179,73543.2615229459,14961.145167952245,6336.184902336352,18339.73005788493,8519.68112569223,12944.926735299323,14200.862916840882,21727.40083655253,13248.925046787499,36894.7264975569,5034.9451543594105,21945.588401345107,7322.884966178245,6254.522562749007,9724.332765885165,9486.635704360084,8686.647432169268,root,22,14,12
