Cervical,Thoracic,Lumbar,Sacral,Caudal,constraint_std,globalOrLocal
1.0,0.0,0.0,0.0,0.0,0.33934215974511245,global
0.0,0.0,0.0,0.0,1.0,0.04012767176160575,global
0.0,1.0,0.0,0.0,0.0,0.017380782024959435,global
0.0,0.0,1.0,0.0,0.0,0.0,global
0.0,0.0,0.0,0.0,1.0,0.008988730520580957,local
0.0,1.0,0.0,0.0,0.0,0.0017321244908597932,local
0.0,0.0,1.0,0.0,0.0,5.8179023804606e-31,local
