name,species,class,C,T,L,S,Ca,node,Amphibia,Aves,Reptilia,Mammalia
RingedCaecilian+TinyWhiteCaecilian,Siphonops annulatus+Microcaecilia dermatophaga,Amphibia+Amphibia,1.0,136.665,0.0,0.0,4.5,13,2,0,0,0
RingedCaecilian+TinyWhiteCaecilian+MexicanBurrowingCaecilian,Siphonops annulatus+Microcaecilia dermatophaga+Dermophis mexicanus,Amphibia+Amphibia+Amphibia,1.0,125.38051462805515,0.0,0.0,3.622922013683752,37,3,0,0,0
RingedCaecilian+TinyWhiteCaecilian+MexicanBurrowingCaecilian+Kaup'sCaecilian,Siphonops annulatus+Microcaecilia dermatophaga+Dermophis mexicanus+Potomotyphlus kaupii,Amphibia+Amphibia+Amphibia+Amphibia,1.0,114.6692525699071,0.0,0.0,6.232803761054567,36,4,0,0,0
CongoCaecilian+RingedCaecilian+TinyWhiteCaecilian+MexicanBurrowingCaecilian+Kaup'sCaecilian,Herpele squalostoma+Siphonops annulatus+Microcaecilia dermatophaga+Dermophis mexicanus+Potomotyphlus kaupii,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.0,116.49601102174806,0.0,0.0,5.011414007178819,35,5,0,0,0
CongoCaecilian+RingedCaecilian+TinyWhiteCaecilian+MexicanBurrowingCaecilian+Kaup'sCaecilian+CeylonCaecilian,Herpele squalostoma+Siphonops annulatus+Microcaecilia dermatophaga+Dermophis mexicanus+Potomotyphlus kaupii+Ichthyophis glutinosus,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.0,114.3301327569226,0.0,0.0,4.75357540394712,34,6,0,0,0
JapaneseGiantSalamander+HellbenderSalamander+MoleSalamander+Axolotl+TigerSalamander+SpottedSalamander+JeffersonSalamander+Long-toedSalamander+SmallmouthSalamander+MarbledSalamander+FireSalamander+IberianRibbedNewt+JapaneseFirebellyNewt+CaliforniaNewt+Two-toedAmphiuma+Red-backedSalamander+BartonSpringsSalamander+AustinBlindSalamander+OlympicSalamander+Mudpuppy+Hochstetter'sFrog+TailedFrog+KakhienHillsSpadefootToad+CommonSpadefootToad+OrnateHornedFrog+MarineToad+GreatPlainsToad+Woodhouse'sToad+ArizonaToad+GreatPlainsToad+CommonToad+CubanTreefrog+BarkingTreefrog+JapaneseTreefrog+RustyTreefrog+Black-eyedLeafFrog+Steindachner'sRobberFrog+MiniatureFrog+RobberFrog+ClayRobberFrog+SpaldingsRobberFrog+AfricanBullfrog+GreenFrog+NorthernLeopardFrog+CommonFrog+AgileFrog+Günther'sFrog+PoolFrog+White-lippedBright-eyedFrog+Boulenger'sBubble-nestFrog+Gunther'sBubble-nestFrog+TempleTreefrog+Hochstetter'sFrog+JavaWhippingFrog+SriLankaWhippingFrog+Gunther'sWhippingFrog+AfricanFoam-nestTreefrog+Taylor'sBug-eyedFrog+PaintedIndonesianTreefrog+Red-headedFlyingFrog+IndusValleyBullfrog+Two-spadedNarrow-mouthedToad+BolivianBleatingFrog+MalaysianNarrowmouthToad+SambavaTomatoFrog+GuineaSnout-burrower+Krefft'sSecretFrog+SurinamToad+AfricanClawedFrog+WesternClawedFrog+Yellow-belliedToad+EuropeanFire-belliedToad+PaintedFrog+CongoCaecilian+RingedCaecilian+TinyWhiteCaecilian+MexicanBurrowingCaecilian+Kaup'sCaecilian+CeylonCaecilian,Andrias japonicus+Cryptobranchus alleganiensis+Ambystoma talpoideum+Ambystoma mexicanum+Ambystoma tigrinum+Ambystoma maculatum+Ambystoma jeffersonianum+Ambystoma macrodactylum+Ambystoma texanum+Ambystoma opacum+Salamandra salamandra+Pleurodeles waltl+Cynops pyrrhogaster+Taricha torosa+Amphiuma means+Plethodon cinereus+Eurycea sosorum+Eurycea waterlooensis+Rhyacotriton olympicus+Necturus maculosus+Leiopelma hochstetteri+Ascaphus truei+Megophrys feae+Pelobates fuscus+Ceratophrys ornata+Rhinella marina+Rhinella margaritifera+Anaxyrus woodhousii+Anaxyrus microscaphus+Anaxyrus cognatus+Bufo bufo+Osteopilus septentrionalis+Dryophytes gratiosus+Dryophytes japonicus+Boana boans+Agalychnis moreletii+Ischnocnema guentheri+Brachycephalus albolineatus+Pristimantis pulvinatus+Haddadus binotatus+Eleutherodactylus gossei+Pyxicephalus adspersus+Lithobates clamitans melanotus+Lithobates pipiens+Rana temporaria+Rana dalmatina+Sylvirana guentheri+Pelophylax lessonae+Boophis albilabris+Raorchestes signatus+Pseudophilautus microtympanum+Kurixalus idiootocus+Rhacophorus reinwardtii+Polypedates leucomystax+Polypedates cruciger+Taruga eques+Chiromantis rufescens+Theloderma stellatum+Nyctixalus pictus+Buergeria oxycephala+Hoplobatrachus tigerinus+Hypopachus ustum+Hamptophryne boliviana+Kaloula pulchra+Dyscophus guineti+Hemisus guineensis+Callulina kreffti+Pipa pipa+Xenopus laevis+Xenopus tropicalis+Bombina variegata+Bombina bombina+Discoglossus pictus+Herpele squalostoma+Siphonops annulatus+Microcaecilia dermatophaga+Dermophis mexicanus+Potomotyphlus kaupii+Ichthyophis glutinosus,Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia+Amphibia,1.0018377679152113,45.06003695588573,0.0,0.7265252332630089,10.358090169358155,150,79,0,0,0
Yellow-footedAntechinus+Quoll,Antechinus flavipes+Dasyurus hallucatus,Mammalia+Mammalia,7.0,13.0,6.0,2.5,21.5,188,0,0,0,2
Numbat+Yellow-footedAntechinus+Quoll,Myrmecobius fasciatus+Antechinus flavipes+Dasyurus hallucatus,Mammalia+Mammalia+Mammalia,7.0,13.0,6.000000000000001,2.71069207063244,21.710692070632444,191,0,0,0,3
Thylacine+Numbat+Yellow-footedAntechinus+Quoll,Thylacinus cynocephalus+Myrmecobius fasciatus+Antechinus flavipes+Dasyurus hallucatus,Mammalia+Mammalia+Mammalia+Mammalia,7.0,13.0,6.000000000000001,2.473521101192267,22.14095775692734,187,0,0,0,4
Thylacine+Numbat+Yellow-footedAntechinus+Quoll+Long-nosedBandicoot,Thylacinus cynocephalus+Myrmecobius fasciatus+Antechinus flavipes+Dasyurus hallucatus+Perameles nasuta,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,12.999999999999998,6.0,2.3039148822946527,21.01592664948938,19,0,0,0,5
Bennett'sKangaroo+Potaroo,Macropus rufogriseus+Hypsiprymnodon moschatus,Mammalia+Mammalia,7.0,13.0,6.0,2.0,23.0,200,0,0,0,2
Cuscus+Bennett'sKangaroo+Potaroo,Phalanger orientalis+Macropus rufogriseus+Hypsiprymnodon moschatus,Mammalia+Mammalia+Mammalia,7.0,13.000000000000002,6.0,2.0,23.780454973751514,207,0,0,0,3
Cuscus+Bennett'sKangaroo+Potaroo+Wonbat,Phalanger orientalis+Macropus rufogriseus+Hypsiprymnodon moschatus+Vombatus ursinus,Mammalia+Mammalia+Mammalia+Mammalia,7.0,13.644300110733601,5.355699889266399,2.6443001107336017,19.341080640977758,206,0,0,0,4
Thylacine+Numbat+Yellow-footedAntechinus+Quoll+Long-nosedBandicoot+Cuscus+Bennett'sKangaroo+Potaroo+Wonbat,Thylacinus cynocephalus+Myrmecobius fasciatus+Antechinus flavipes+Dasyurus hallucatus+Perameles nasuta+Phalanger orientalis+Macropus rufogriseus+Hypsiprymnodon moschatus+Vombatus ursinus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,13.311926420948627,5.6880735790513715,2.4687063269676197,20.205079790437487,213,0,0,0,9
GrayShort-tailedOpossum+VirginianOpossum,Monodelphis domestica+Didelphis virginiana,Mammalia+Mammalia,7.0,13.5,5.999999999999999,1.4999999999999998,18.250000000000004,212,0,0,0,2
Thylacine+Numbat+Yellow-footedAntechinus+Quoll+Long-nosedBandicoot+Cuscus+Bennett'sKangaroo+Potaroo+Wonbat+GrayShort-tailedOpossum+VirginianOpossum,Thylacinus cynocephalus+Myrmecobius fasciatus+Antechinus flavipes+Dasyurus hallucatus+Perameles nasuta+Phalanger orientalis+Macropus rufogriseus+Hypsiprymnodon moschatus+Vombatus ursinus+Monodelphis domestica+Didelphis virginiana,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,13.371594937680957,5.787035841382458,2.1613730483065563,19.584808129861017,211,0,0,0,11
EuropeanPygmyShrew+WesternEuropeanHedgehog,Sorex minutus+Erinaceus europaeus,Mammalia+Mammalia,7.0,14.5,5.75,3.2500000000000004,13.75,205,0,0,0,2
EuropeanPygmyShrew+WesternEuropeanHedgehog+EuropeanMole,Sorex minutus+Erinaceus europaeus+Talpa europaea,Mammalia+Mammalia+Mammalia,6.999999999999999,13.969884853852966,5.8383525243578385,3.8684676705048715,12.424712134632417,220,0,0,0,3
PalmCivet+Genette,Paradoxurus hermaphroditus+Genetta genetta,Mammalia+Mammalia,7.0,13.000000000000002,7.0,2.5,30.5,204,0,0,0,2
SpottedHyaena+EgyptianMangoose,Crocuta crocuta+Herpestes ichneumon,Mammalia+Mammalia,7.0,14.0,7.0,3.0,23.0,229,0,0,0,2
PalmCivet+Genette+SpottedHyaena+EgyptianMangoose,Paradoxurus hermaphroditus+Genetta genetta+Crocuta crocuta+Herpestes ichneumon,Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,13.544288521072978,7.000000000000001,2.772144260536488,26.417836091952683,228,0,0,0,4
Lion+Leopard,Panthera leo+Panthera pardus,Mammalia+Mammalia,7.0,12.999999999999998,7.0,2.9999999999999996,23.0,224,0,0,0,2
Cat+Lion+Leopard,Felis catus+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia,7.000000000000001,12.999999999999996,7.000000000000001,2.533115012914855,22.533115012914855,233,0,0,0,3
PalmCivet+Genette+SpottedHyaena+EgyptianMangoose+Cat+Lion+Leopard,Paradoxurus hermaphroditus+Genetta genetta+Crocuta crocuta+Herpestes ichneumon+Felis catus+Panthera leo+Panthera pardus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,13.379375972321483,7.0,2.699721416906188,25.240814660249765,223,0,0,0,7
Walrus+Harp-seal,Odobenus rosmarus+Phoca groenlandica,Mammalia+Mammalia,6.999999999999999,14.5,5.5,3.4999999999999996,8.5,245,0,0,0,2
CommonWeasel+Ermine,Mustela nivalis+Mustela erminea,Mammalia+Mammalia,7.0,14.0,6.0,2.0,18.0,203,0,0,0,2
Sable+CommonWeasel+Ermine,Martes zibellina+Mustela nivalis+Mustela erminea,Mammalia+Mammalia+Mammalia,7.000000000000001,14.000000000000002,6.0,2.46032380571657,18.0,240,0,0,0,3
Sable+CommonWeasel+Ermine+Ratel,Martes zibellina+Mustela nivalis+Mustela erminea+Mellivora capensis,Mammalia+Mammalia+Mammalia+Mammalia,7.0,14.0,5.319629068454456,2.984099269008128,16.979443602681688,238,0,0,0,4
AmericanBadger+Sable+CommonWeasel+Ermine+Ratel,Taxidea taxus+Martes zibellina+Mustela nivalis+Mustela erminea+Mellivora capensis,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,14.338255844299917,5.211512668041597,2.9894777841947695,17.324652768512276,198,0,0,0,5
AmericanBadger+Sable+CommonWeasel+Ermine+Ratel+Kinkajou,Taxidea taxus+Martes zibellina+Mustela nivalis+Mustela erminea+Mellivora capensis+Potos flavus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,14.221574129061294,5.483502216447617,2.648156364340782,22.04197842110004,246,0,0,0,6
Walrus+Harp-seal+AmericanBadger+Sable+CommonWeasel+Ermine+Ratel+Kinkajou,Odobenus rosmarus+Phoca groenlandica+Taxidea taxus+Martes zibellina+Mustela nivalis+Mustela erminea+Mellivora capensis+Potos flavus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,14.34208487260628,5.490642932775589,3.0168588472359783,16.180619765401634,255,0,0,0,8
Fox+Walrus+Harp-seal+AmericanBadger+Sable+CommonWeasel+Ermine+Ratel+Kinkajou,Vulpes vulpes+Odobenus rosmarus+Phoca groenlandica+Taxidea taxus+Martes zibellina+Mustela nivalis+Mustela erminea+Mellivora capensis+Potos flavus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,6.999999999999999,13.971677893798436,5.9072159846178,3.0122059114952338,17.786732087527493,267,0,0,0,9
PalmCivet+Genette+SpottedHyaena+EgyptianMangoose+Cat+Lion+Leopard+Fox+Walrus+Harp-seal+AmericanBadger+Sable+CommonWeasel+Ermine+Ratel+Kinkajou,Paradoxurus hermaphroditus+Genetta genetta+Crocuta crocuta+Herpestes ichneumon+Felis catus+Panthera leo+Panthera pardus+Vulpes vulpes+Odobenus rosmarus+Phoca groenlandica+Taxidea taxus+Martes zibellina+Mustela nivalis+Mustela erminea+Mellivora capensis+Potos flavus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,13.704708918215934,6.399767871655484,2.8713593898465612,21.146519919018573,266,0,0,0,16
Horse+MountainZebra,Equus caballus+Equus zebra,Mammalia+Mammalia,7.000000000000001,18.5,5.5,5.0,17.0,265,0,0,0,2
Horse+MountainZebra+SumatranRhinoceros,Equus caballus+Equus zebra+Dicerorhinus sumatrensis,Mammalia+Mammalia+Mammalia,7.0,18.736812090105502,4.315939549472484,4.526375819788993,19.368120901055033,262,0,0,0,3
PalmCivet+Genette+SpottedHyaena+EgyptianMangoose+Cat+Lion+Leopard+Fox+Walrus+Harp-seal+AmericanBadger+Sable+CommonWeasel+Ermine+Ratel+Kinkajou+Horse+MountainZebra+SumatranRhinoceros,Paradoxurus hermaphroditus+Genetta genetta+Crocuta crocuta+Herpestes ichneumon+Felis catus+Panthera leo+Panthera pardus+Vulpes vulpes+Odobenus rosmarus+Phoca groenlandica+Taxidea taxus+Martes zibellina+Mustela nivalis+Mustela erminea+Mellivora capensis+Potos flavus+Equus caballus+Equus zebra+Dicerorhinus sumatrensis,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,15.768705427154787,5.545052808132933,3.5501904902738852,20.417081503470605,275,0,0,0,19
Hippopotamus+Orca,Hippopotamus amphibius+Orcinus orca,Mammalia+Mammalia,7.0,13.0,7.5,3.0,18.5,12,0,0,0,2
Cattle+EuropeanBison,Bos taurus+Bison bonasus,Mammalia+Mammalia,7.0,13.499999999999998,5.5,4.5,19.000000000000004,294,0,0,0,2
Four-hornedAntelope+Cattle+EuropeanBison,Tetracerus quadricornis+Bos taurus+Bison bonasus,Mammalia+Mammalia+Mammalia,7.0,13.264833305771013,5.735166694228984,4.264833305771016,15.707666280794223,297,0,0,0,3
RoanAntelope+Gnu,Hippotragus equinus+Connochaetes gnou,Mammalia+Mammalia,7.0,14.0,5.999999999999999,4.0,14.5,293,0,0,0,2
RoanAntelope+Gnu+Argali,Hippotragus equinus+Connochaetes gnou+Ovis ammon,Mammalia+Mammalia+Mammalia,7.0,13.645548877208261,6.0,4.0,12.904969947437174,306,0,0,0,3
Gazelle+RoanAntelope+Gnu+Argali,Gazella dorcas+Hippotragus equinus+Connochaetes gnou+Ovis ammon,Mammalia+Mammalia+Mammalia+Mammalia,6.999999999999999,13.431610637672849,5.999999999999999,4.0,13.26786857518598,300,0,0,0,4
Four-hornedAntelope+Cattle+EuropeanBison+Gazelle+RoanAntelope+Gnu+Argali,Tetracerus quadricornis+Bos taurus+Bison bonasus+Gazella dorcas+Hippotragus equinus+Connochaetes gnou+Ovis ammon,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,13.358718248796482,5.884250862563045,4.115749137436955,14.334216628058883,292,0,0,0,7
SiberianMuskDeer+Four-hornedAntelope+Cattle+EuropeanBison+Gazelle+RoanAntelope+Gnu+Argali,Moschus moschiferus+Tetracerus quadricornis+Bos taurus+Bison bonasus+Gazella dorcas+Hippotragus equinus+Connochaetes gnou+Ovis ammon,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000002,13.493860698563141,5.697905582113726,4.302094417886275,12.577880275296451,291,0,0,0,8
AmericanElk+Reindeer,Alces alces+Rangifer tarandus,Mammalia+Mammalia,6.999999999999999,13.5,5.5,4.25,11.0,290,0,0,0,2
SiberianMuskDeer+Four-hornedAntelope+Cattle+EuropeanBison+Gazelle+RoanAntelope+Gnu+Argali+AmericanElk+Reindeer,Moschus moschiferus+Tetracerus quadricornis+Bos taurus+Bison bonasus+Gazella dorcas+Hippotragus equinus+Connochaetes gnou+Ovis ammon+Alces alces+Rangifer tarandus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000002,13.495499542754239,5.6450760514304,4.288188172196998,12.15667601451675,288,0,0,0,10
SiberianMuskDeer+Four-hornedAntelope+Cattle+EuropeanBison+Gazelle+RoanAntelope+Gnu+Argali+AmericanElk+Reindeer+Giraffe,Moschus moschiferus+Tetracerus quadricornis+Bos taurus+Bison bonasus+Gazella dorcas+Hippotragus equinus+Connochaetes gnou+Ovis ammon+Alces alces+Rangifer tarandus+Giraffa camelopardalis,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,13.610676456047958,5.7261048082197155,4.222395121576946,13.947298468146146,315,0,0,0,11
LargerMouseDeer+LesserMouseDeer,Tragulus napu+Tragulus javanicus,Mammalia+Mammalia,7.0,13.0,6.0,4.0,12.000000000000002,314,0,0,0,2
SiberianMuskDeer+Four-hornedAntelope+Cattle+EuropeanBison+Gazelle+RoanAntelope+Gnu+Argali+AmericanElk+Reindeer+Giraffe+LargerMouseDeer+LesserMouseDeer,Moschus moschiferus+Tetracerus quadricornis+Bos taurus+Bison bonasus+Gazella dorcas+Hippotragus equinus+Connochaetes gnou+Ovis ammon+Alces alces+Rangifer tarandus+Giraffa camelopardalis+Tragulus napu+Tragulus javanicus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000002,13.379171796050898,5.829937226548521,4.13808614503826,13.2090864979346,287,0,0,0,13
Hippopotamus+Orca+SiberianMuskDeer+Four-hornedAntelope+Cattle+EuropeanBison+Gazelle+RoanAntelope+Gnu+Argali+AmericanElk+Reindeer+Giraffe+LargerMouseDeer+LesserMouseDeer,Hippopotamus amphibius+Orcinus orca+Moschus moschiferus+Tetracerus quadricornis+Bos taurus+Bison bonasus+Gazella dorcas+Hippotragus equinus+Connochaetes gnou+Ovis ammon+Alces alces+Rangifer tarandus+Giraffa camelopardalis+Tragulus napu+Tragulus javanicus,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,13.199823621873133,6.61987654244787,3.5997716546265788,15.711687393388667,323,0,0,0,15
Worthog+WildBoar,Phacochoerus aethiopicus+Sus scrofa,Mammalia+Mammalia,7.0,13.625000000000002,5.375,3.0000000000000004,22.25,321,0,0,0,2
Worthog+WildBoar+White-lippedPeccari,Phacochoerus aethiopicus+Sus scrofa+Tayassu pecari,Mammalia+Mammalia+Mammalia,7.000000000000001,13.797271256994485,5.662118761657474,3.918780037303917,14.784912196905676,320,0,0,0,3
Hippopotamus+Orca+SiberianMuskDeer+Four-hornedAntelope+Cattle+EuropeanBison+Gazelle+RoanAntelope+Gnu+Argali+AmericanElk+Reindeer+Giraffe+LargerMouseDeer+LesserMouseDeer+Worthog+WildBoar+White-lippedPeccari,Hippopotamus amphibius+Orcinus orca+Moschus moschiferus+Tetracerus quadricornis+Bos taurus+Bison bonasus+Gazella dorcas+Hippotragus equinus+Connochaetes gnou+Ovis ammon+Alces alces+Rangifer tarandus+Giraffa camelopardalis+Tragulus napu+Tragulus javanicus+Phacochoerus aethiopicus+Sus scrofa+Tayassu pecari,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,13.384352835027743,6.324061011022999,3.698301404155534,15.425441222636854,286,0,0,0,18
Hippopotamus+Orca+SiberianMuskDeer+Four-hornedAntelope+Cattle+EuropeanBison+Gazelle+RoanAntelope+Gnu+Argali+AmericanElk+Reindeer+Giraffe+LargerMouseDeer+LesserMouseDeer+Worthog+WildBoar+White-lippedPeccari+Alpaca,Hippopotamus amphibius+Orcinus orca+Moschus moschiferus+Tetracerus quadricornis+Bos taurus+Bison bonasus+Gazella dorcas+Hippotragus equinus+Connochaetes gnou+Ovis ammon+Alces alces+Rangifer tarandus+Giraffa camelopardalis+Tragulus napu+Tragulus javanicus+Phacochoerus aethiopicus+Sus scrofa+Tayassu pecari+Vicugna pacos,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,13.118839514292194,6.453703397730226,3.9479619733647837,14.768455336528909,334,0,0,0,19
PalmCivet+Genette+SpottedHyaena+EgyptianMangoose+Cat+Lion+Leopard+Fox+Walrus+Harp-seal+AmericanBadger+Sable+CommonWeasel+Ermine+Ratel+Kinkajou+Horse+MountainZebra+SumatranRhinoceros+Hippopotamus+Orca+SiberianMuskDeer+Four-hornedAntelope+Cattle+EuropeanBison+Gazelle+RoanAntelope+Gnu+Argali+AmericanElk+Reindeer+Giraffe+LargerMouseDeer+LesserMouseDeer+Worthog+WildBoar+White-lippedPeccari+Alpaca,Paradoxurus hermaphroditus+Genetta genetta+Crocuta crocuta+Herpestes ichneumon+Felis catus+Panthera leo+Panthera pardus+Vulpes vulpes+Odobenus rosmarus+Phoca groenlandica+Taxidea taxus+Martes zibellina+Mustela nivalis+Mustela erminea+Mellivora capensis+Potos flavus+Equus caballus+Equus zebra+Dicerorhinus sumatrensis+Hippopotamus amphibius+Orcinus orca+Moschus moschiferus+Tetracerus quadricornis+Bos taurus+Bison bonasus+Gazella dorcas+Hippotragus equinus+Connochaetes gnou+Ovis ammon+Alces alces+Rangifer tarandus+Giraffa camelopardalis+Tragulus napu+Tragulus javanicus+Phacochoerus aethiopicus+Sus scrofa+Tayassu pecari+Vicugna pacos,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,14.56360174450715,5.958288121832529,3.731088654516171,17.84820427740463,333,0,0,0,38
EuropeanPygmyShrew+WesternEuropeanHedgehog+EuropeanMole+PalmCivet+Genette+SpottedHyaena+EgyptianMangoose+Cat+Lion+Leopard+Fox+Walrus+Harp-seal+AmericanBadger+Sable+CommonWeasel+Ermine+Ratel+Kinkajou+Horse+MountainZebra+SumatranRhinoceros+Hippopotamus+Orca+SiberianMuskDeer+Four-hornedAntelope+Cattle+EuropeanBison+Gazelle+RoanAntelope+Gnu+Argali+AmericanElk+Reindeer+Giraffe+LargerMouseDeer+LesserMouseDeer+Worthog+WildBoar+White-lippedPeccari+Alpaca,Sorex minutus+Erinaceus europaeus+Talpa europaea+Paradoxurus hermaphroditus+Genetta genetta+Crocuta crocuta+Herpestes ichneumon+Felis catus+Panthera leo+Panthera pardus+Vulpes vulpes+Odobenus rosmarus+Phoca groenlandica+Taxidea taxus+Martes zibellina+Mustela nivalis+Mustela erminea+Mellivora capensis+Potos flavus+Equus caballus+Equus zebra+Dicerorhinus sumatrensis+Hippopotamus amphibius+Orcinus orca+Moschus moschiferus+Tetracerus quadricornis+Bos taurus+Bison bonasus+Gazella dorcas+Hippotragus equinus+Connochaetes gnou+Ovis ammon+Alces alces+Rangifer tarandus+Giraffa camelopardalis+Tragulus napu+Tragulus javanicus+Phacochoerus aethiopicus+Sus scrofa+Tayassu pecari+Vicugna pacos,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,14.353983008847862,5.915943447630176,3.7795919329153054,15.93337654768764,341,0,0,0,41
Rabbit+Hare,Oryctolagus cuniculus+Lepus timidus,Mammalia+Mammalia,7.0,12.0,7.0,3.5,12.999999999999998,339,0,0,0,2
RedSquirrel+AlpineMarmot,Sciurus vulgaris+Marmota marmota,Mammalia+Mammalia,7.0,12.0,7.0,3.5,22.0,330,0,0,0,2
HouseMouse+AustralianWaterRat,Mus musculus+Hydromys chrysogaster,Mammalia+Mammalia,7.0,13.479571406602881,6.479571406602884,3.0408571867942333,29.999999999999996,349,0,0,0,2
BushRat+HouseMouse+AustralianWaterRat,Rattus fuscipes+Mus musculus+Hydromys chrysogaster,Mammalia+Mammalia+Mammalia,7.0,13.295652434784722,6.295652434784724,2.6416812122281406,29.232986081797588,355,0,0,0,3
BushRat+HouseMouse+AustralianWaterRat+SpringHare,Rattus fuscipes+Mus musculus+Hydromys chrysogaster+Pedetes capensis,Mammalia+Mammalia+Mammalia+Mammalia,7.000000000000001,12.689889732211952,6.624959487510057,2.8092077428284132,29.124056962550423,353,0,0,0,4
BushRat+HouseMouse+AustralianWaterRat+SpringHare+CanadaBeaver,Rattus fuscipes+Mus musculus+Hydromys chrysogaster+Pedetes capensis+Castor canadensis,Mammalia+Mammalia+Mammalia+Mammalia+Mammalia,7.0,12.151515891001587,7.063027030272208,3.1885765201851948,27.81019349206681,347,0,0,0,5
AfricanPocupine+Pocupine,Hystrix cristata+Hystrix brachyura,Mammalia+Mammalia,7.000000000000001,14.500000000000002,4.5,3.5000000000000004,13.5,370,0,0,0,2
