name,species,class,C,T,L,S,Ca,node,Amphibia,Aves,Reptilia,Mammalia
SedgelandsWorm-lizard+PapuaSnakeLizard+Burton'sLeglessLizard+Lichtenfelder'sGecko+JapaneseGecko+TokayGecko+HalmaheraGiantGecko+CapeVerdeGiantSkink+AfricanRed-sidedSkink+SolomonIslandsSkink+Yellow-spottedTropicalNightLizard+SindRiverSnake+BoaConstrictor+RosyBoa+IndianRockPython+AsianVineSnake+EasternCoralSnake+Geay'sHognoseSnake+BrownHouseSnake+SindRiverSnake+EasternRacer+EasternKingsnake+MoleKingsnake+Trans-pecosRatSnake+MangroveSnake+CommonEggEater+NightSnake+TricolorHognoseSnake+StripedKeelback+WesternTerrestrialGarterSnake+CommonEuropeanAdder+TigerRattlesnake+TexasDiamond-back+Terciopelo+Two-stripedForest-pitviper+HimalayanPitViper+LittleFileSnake+NileMonitor+WaterMonitor+EarlessMonitorLizard+ChineseCrocodileLizard+SlowWorm+RegalHornedLizard+GilaMonster+DivingLizard+CommonCollaredLizard+BajaCaliforniaCollaredLizard+Long-nosedLeopardLizard+HispaniolanGreenAnole+GoodAnole+Agassiz'sAnole+SmoothHelmetedIguana+TexasHornedLizard+MexicanHornedLizard+Flat-tailHornedLizard+RegalHornedLizard+OrnateTreeLizard+CommonSide-blotchedLizard+CommonGreenIguana+DesertIguana+EgyptianMastigure+EritreanRockAgama+BrilliantGroundAgama+ChameleonForestDragon+CommonFlyingDragon+MoluccanSail-finnedLizard+ThornyDevil+IndonesianForestDragon+FrilledLizard+TigerChameleon+VeiledChameleon+GoldTegu+Jackson'sForestLizard+RegalHornedLizard,Aprasia repens+Lialis jicari+Lialis burtonis+Goniurosaurus lichtenfelderi+Gekko japonicus+Gekko gecko+Gehyra marginata+Chioninia coctei+Trachylepis perrotetii+Corucia zebrata+Lepidophyma flavimaculatum+Epicrates cenchria+Boa constrictor constrictor+Lichanura trivirgata+Python molurus+Ahaetulla prasina+Micrurus fulvius+Leioheterodon geayi+Boaedon fuliginosus+Enhydris chanardi+Coluber constrictor+Lampropeltis getula+Lampropeltis rhombomaculata+Bogertophis subocularis+Boiga dendrophila+Dasypeltis scabra+Hypsiglena torquata+Xenodon pulcher+Xenochrophis vittatus+Thamnophis elegans+Vipera berus berus+Crotalus tigris+Crotalus atrox+Bothrops asper+Bothrops bilineatus+Gloydius himalayanus+Acrochordus granulatus+Varanus niloticus+Varanus salvator+Lanthanotus borneensis+Shinisaurus crocodilurus+Anguis fragilis+Abronia graminea+Heloderma suspectum+Uranoscodon superciliosus+Crotaphytus collaris+Crotaphytus vestigium+Gambelia wislizenii+Anolis coelestinus+Anolis eulaemus+Anolis agassizi+Corytophanes cristatus+Phrynosoma cornutum+Phrynosoma taurus+Phrynosoma mcallii+Phrynosoma solare+Urosaurus ornatus+Uta stansburiana+Iguana iguana+Dipsosaurus dorsalis+Uromastyx aegyptia+Acanthocercus annectans+Trapelus agilis+Gonocephalus chamaeleontinus+Draco volans+Hydrosaurus amboinensis+Moloch horridus+Lophosaurus dilophus+Chlamydosaurus kingii+Archaius tigris+Chamaeleo calyptratus+Tupinambis teguixin+Adolfus jacksoni+Sphenodon punctatus,Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia+Reptilia,3.037352672819015,39.7858399395166,0.524741195712869,1.9284778963788973,37.700474352958906,660,0,0,74,0
SiameseCrocodile+AmericanAlligator,Crocodylus siamensis+Alligator mississippiensis,Reptilia+Reptilia,2.4999999999999996,21.000000000000004,2.0,2.4999999999999996,37.5,654,0,0,2,0
EurasianHoopoe+OrientalScopsOwl,Upupa epops+Otus sunia,Aves+Aves,12.333333335,5.25,0.0,10.5,6.000000000000001,900,0,2,0,0
EurasianHoopoe+OrientalScopsOwl+NorthernGoshawk,Upupa epops+Otus sunia+Accipiter gentilis,Aves+Aves+Aves,12.72928943768866,5.504543209234914,0.0,11.009086418469828,6.678781891293103,623,0,3,0,0
BarnSwallow+EurasianSkylark,Hirundo rustica+Alauda arvensis,Aves+Aves,11.5,5.75,0.0,9.499999999999998,6.124999999999999,1024,0,2,0,0
BarnSwallow+EurasianSkylark+GreatTit,Hirundo rustica+Alauda arvensis+Parus major,Aves+Aves+Aves,11.324074858684885,5.837962570657557,0.0,10.027775423945343,6.08101871467122,1023,0,3,0,0
CommonRaven+CarrionCrow,Corvus corax+Corvus corone,Aves+Aves,12.0,6.5,0.0,9.5,8.0,1038,0,2,0,0
CommonRaven+CarrionCrow+Rook,Corvus corax+Corvus corone+Corvus frugilegus,Aves+Aves+Aves,11.564321396804345,6.282160698402173,0.0,9.282160698402173,7.564321396804345,1048,0,3,0,0
CommonRaven+CarrionCrow+Rook+EurasianJackdaw,Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula,Aves+Aves+Aves+Aves,11.699307775866451,6.194738799067263,0.0,9.50456897679919,7.389477598134526,1053,0,4,0,0
CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker,Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes,Aves+Aves+Aves+Aves+Aves,11.525825104366092,6.394506153606273,0.0,9.379396660585673,7.044779177734985,1059,0,5,0,0
CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker+EurasianMagpie,Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes+Pica pica,Aves+Aves+Aves+Aves+Aves+Aves,11.62643276483533,6.310802141604574,0.0,8.874550171338669,6.823104032663524,1057,0,6,0,0
CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker+EurasianMagpie+Short-tailedMagpie,Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes+Pica pica+Cissa thalassina,Aves+Aves+Aves+Aves+Aves+Aves+Aves,11.698110041687324,6.251167759750492,0.0,8.898620542756628,6.665173009614331,1056,0,7,0,0
CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker+EurasianMagpie+Short-tailedMagpie+Bluish-greySaltator,Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes+Pica pica+Cissa thalassina+Saltator coerulescens,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,11.556490196353698,6.200215421058034,0.0,8.919186559856328,6.5302348292180135,1052,0,8,0,0
Green-headedTanager+Golden-chevronedTanager,Tangara seledon+Thraupis ornata,Aves+Aves,11.0,6.000000000000001,0.0,9.0,6.000000000000001,1063,0,2,0,0
Green-headedTanager+Golden-chevronedTanager+White-bandedTanager,Tangara seledon+Thraupis ornata+Neothraupis fasciata,Aves+Aves+Aves,11.3786018225577,6.000000000000001,0.0,9.3786018225577,6.000000000000001,1047,0,3,0,0
Green-headedTanager+Golden-chevronedTanager+White-bandedTanager+Yellow-shoulderedGrosbeak,Tangara seledon+Thraupis ornata+Neothraupis fasciata+Parkerthraustes humeralis,Aves+Aves+Aves+Aves,11.580377521153544,6.000000000000001,0.0,9.25566511303809,6.000000000000001,1046,0,4,0,0
CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker+EurasianMagpie+Short-tailedMagpie+Bluish-greySaltator+Green-headedTanager+Golden-chevronedTanager+White-bandedTanager+Yellow-shoulderedGrosbeak,Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes+Pica pica+Cissa thalassina+Saltator coerulescens+Tangara seledon+Thraupis ornata+Neothraupis fasciata+Parkerthraustes humeralis,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,11.56391138315391,6.138013560765839,0.0,9.023721924044212,6.365504297499806,1070,0,12,0,0
Black-goggledTanager+Yellow-backedTanager,Trichothraupis melanops+Hemithraupis flavicollis,Aves+Aves,11.5,6.0,0.0,9.0,6.0,1073,0,2,0,0
CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker+EurasianMagpie+Short-tailedMagpie+Bluish-greySaltator+Green-headedTanager+Golden-chevronedTanager+White-bandedTanager+Yellow-shoulderedGrosbeak+Black-goggledTanager+Yellow-backedTanager,Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes+Pica pica+Cissa thalassina+Saltator coerulescens+Tangara seledon+Thraupis ornata+Neothraupis fasciata+Parkerthraustes humeralis+Trichothraupis melanops+Hemithraupis flavicollis,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,11.548587691615007,6.104922785242042,0.0,9.018034244810492,6.2778692810968195,1069,0,14,0,0
Olive-greenTanager+OrientalGreenfinch,Orthogonys chloricterus+Chloris sinica,Aves+Aves,11.5,6.5,0.0,10.0,6.5,1094,0,2,0,0
WhiteOrBlack-backedWagtail+Olive-greenTanager+OrientalGreenfinch,Motacilla alba alba+Orthogonys chloricterus+Chloris sinica,Aves+Aves+Aves,11.675961061369748,5.972116815890751,0.0,10.351922122739497,6.32403893863025,1093,0,3,0,0
CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker+EurasianMagpie+Short-tailedMagpie+Bluish-greySaltator+Green-headedTanager+Golden-chevronedTanager+White-bandedTanager+Yellow-shoulderedGrosbeak+Black-goggledTanager+Yellow-backedTanager+WhiteOrBlack-backedWagtail+Olive-greenTanager+OrientalGreenfinch,Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes+Pica pica+Cissa thalassina+Saltator coerulescens+Tangara seledon+Thraupis ornata+Neothraupis fasciata+Parkerthraustes humeralis+Trichothraupis melanops+Hemithraupis flavicollis+Motacilla alba alba+Orthogonys chloricterus+Chloris sinica,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,11.590230994362656,6.0615033546417525,0.0,9.454134010711133,6.292963935733987,1092,0,17,0,0
CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker+EurasianMagpie+Short-tailedMagpie+Bluish-greySaltator+Green-headedTanager+Golden-chevronedTanager+White-bandedTanager+Yellow-shoulderedGrosbeak+Black-goggledTanager+Yellow-backedTanager+WhiteOrBlack-backedWagtail+Olive-greenTanager+OrientalGreenfinch+Gray-cheekedThrush,Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes+Pica pica+Cissa thalassina+Saltator coerulescens+Tangara seledon+Thraupis ornata+Neothraupis fasciata+Parkerthraustes humeralis+Trichothraupis melanops+Hemithraupis flavicollis+Motacilla alba alba+Orthogonys chloricterus+Chloris sinica+Catharus minimus,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,11.649365671931768,6.196939895130298,0.0,9.67722137355223,6.394997884409715,1104,0,18,0,0
BarnSwallow+EurasianSkylark+GreatTit+CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker+EurasianMagpie+Short-tailedMagpie+Bluish-greySaltator+Green-headedTanager+Golden-chevronedTanager+White-bandedTanager+Yellow-shoulderedGrosbeak+Black-goggledTanager+Yellow-backedTanager+WhiteOrBlack-backedWagtail+Olive-greenTanager+OrientalGreenfinch+Gray-cheekedThrush,Hirundo rustica+Alauda arvensis+Parus major+Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes+Pica pica+Cissa thalassina+Saltator coerulescens+Tangara seledon+Thraupis ornata+Neothraupis fasciata+Parkerthraustes humeralis+Trichothraupis melanops+Hemithraupis flavicollis+Motacilla alba alba+Orthogonys chloricterus+Chloris sinica+Catharus minimus,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,11.55275525944404,6.0903246881255715,0.0,9.78133489298943,6.30174699669415,1103,0,21,0,0
BarnSwallow+EurasianSkylark+GreatTit+CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker+EurasianMagpie+Short-tailedMagpie+Bluish-greySaltator+Green-headedTanager+Golden-chevronedTanager+White-bandedTanager+Yellow-shoulderedGrosbeak+Black-goggledTanager+Yellow-backedTanager+WhiteOrBlack-backedWagtail+Olive-greenTanager+OrientalGreenfinch+Gray-cheekedThrush+Golden-rumpedEuphonia,Hirundo rustica+Alauda arvensis+Parus major+Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes+Pica pica+Cissa thalassina+Saltator coerulescens+Tangara seledon+Thraupis ornata+Neothraupis fasciata+Parkerthraustes humeralis+Trichothraupis melanops+Hemithraupis flavicollis+Motacilla alba alba+Orthogonys chloricterus+Chloris sinica+Catharus minimus+Chlorophonia cyanocephala,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,11.59974389845648,6.080834952910424,0.0,9.699245915958947,6.270044710641275,1111,0,22,0,0
Huia+BarnSwallow+EurasianSkylark+GreatTit+CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker+EurasianMagpie+Short-tailedMagpie+Bluish-greySaltator+Green-headedTanager+Golden-chevronedTanager+White-bandedTanager+Yellow-shoulderedGrosbeak+Black-goggledTanager+Yellow-backedTanager+WhiteOrBlack-backedWagtail+Olive-greenTanager+OrientalGreenfinch+Gray-cheekedThrush+Golden-rumpedEuphonia,Heteralocha acutirostris+Hirundo rustica+Alauda arvensis+Parus major+Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes+Pica pica+Cissa thalassina+Saltator coerulescens+Tangara seledon+Thraupis ornata+Neothraupis fasciata+Parkerthraustes humeralis+Trichothraupis melanops+Hemithraupis flavicollis+Motacilla alba alba+Orthogonys chloricterus+Chloris sinica+Catharus minimus+Chlorophonia cyanocephala,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,11.96499436747204,6.059749521159163,0.0,10.03854173387839,6.46045024538936,1044,0,23,0,0
Huia+BarnSwallow+EurasianSkylark+GreatTit+CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker+EurasianMagpie+Short-tailedMagpie+Bluish-greySaltator+Green-headedTanager+Golden-chevronedTanager+White-bandedTanager+Yellow-shoulderedGrosbeak+Black-goggledTanager+Yellow-backedTanager+WhiteOrBlack-backedWagtail+Olive-greenTanager+OrientalGreenfinch+Gray-cheekedThrush+Golden-rumpedEuphonia+Half-collaredSparrow,Heteralocha acutirostris+Hirundo rustica+Alauda arvensis+Parus major+Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes+Pica pica+Cissa thalassina+Saltator coerulescens+Tangara seledon+Thraupis ornata+Neothraupis fasciata+Parkerthraustes humeralis+Trichothraupis melanops+Hemithraupis flavicollis+Motacilla alba alba+Orthogonys chloricterus+Chloris sinica+Catharus minimus+Chlorophonia cyanocephala+Arremon semitorquatus,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,11.756091812861465,6.2632955040421745,0.0,9.813717601645124,6.360771702409998,980,0,24,0,0
Yellow-billedChough+Huia+BarnSwallow+EurasianSkylark+GreatTit+CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker+EurasianMagpie+Short-tailedMagpie+Bluish-greySaltator+Green-headedTanager+Golden-chevronedTanager+White-bandedTanager+Yellow-shoulderedGrosbeak+Black-goggledTanager+Yellow-backedTanager+WhiteOrBlack-backedWagtail+Olive-greenTanager+OrientalGreenfinch+Gray-cheekedThrush+Golden-rumpedEuphonia+Half-collaredSparrow,Pyrrhocorax graculus+Heteralocha acutirostris+Hirundo rustica+Alauda arvensis+Parus major+Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes+Pica pica+Cissa thalassina+Saltator coerulescens+Tangara seledon+Thraupis ornata+Neothraupis fasciata+Parkerthraustes humeralis+Trichothraupis melanops+Hemithraupis flavicollis+Motacilla alba alba+Orthogonys chloricterus+Chloris sinica+Catharus minimus+Chlorophonia cyanocephala+Arremon semitorquatus,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,11.802240169199049,6.213478993636474,0.0,9.84896293965347,6.292512324671778,1121,0,25,0,0
Budgerigar+Yellow-billedChough+Huia+BarnSwallow+EurasianSkylark+GreatTit+CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker+EurasianMagpie+Short-tailedMagpie+Bluish-greySaltator+Green-headedTanager+Golden-chevronedTanager+White-bandedTanager+Yellow-shoulderedGrosbeak+Black-goggledTanager+Yellow-backedTanager+WhiteOrBlack-backedWagtail+Olive-greenTanager+OrientalGreenfinch+Gray-cheekedThrush+Golden-rumpedEuphonia+Half-collaredSparrow,Melopsittacus undulatus+Pyrrhocorax graculus+Heteralocha acutirostris+Hirundo rustica+Alauda arvensis+Parus major+Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes+Pica pica+Cissa thalassina+Saltator coerulescens+Tangara seledon+Thraupis ornata+Neothraupis fasciata+Parkerthraustes humeralis+Trichothraupis melanops+Hemithraupis flavicollis+Motacilla alba alba+Orthogonys chloricterus+Chloris sinica+Catharus minimus+Chlorophonia cyanocephala+Arremon semitorquatus,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,11.519824929647612,5.786294001116547,0.0,10.60619957527132,6.189538251051898,1142,0,26,0,0
Red-leggedSeriema+Budgerigar+Yellow-billedChough+Huia+BarnSwallow+EurasianSkylark+GreatTit+CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker+EurasianMagpie+Short-tailedMagpie+Bluish-greySaltator+Green-headedTanager+Golden-chevronedTanager+White-bandedTanager+Yellow-shoulderedGrosbeak+Black-goggledTanager+Yellow-backedTanager+WhiteOrBlack-backedWagtail+Olive-greenTanager+OrientalGreenfinch+Gray-cheekedThrush+Golden-rumpedEuphonia+Half-collaredSparrow,Cariama cristata+Melopsittacus undulatus+Pyrrhocorax graculus+Heteralocha acutirostris+Hirundo rustica+Alauda arvensis+Parus major+Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes+Pica pica+Cissa thalassina+Saltator coerulescens+Tangara seledon+Thraupis ornata+Neothraupis fasciata+Parkerthraustes humeralis+Trichothraupis melanops+Hemithraupis flavicollis+Motacilla alba alba+Orthogonys chloricterus+Chloris sinica+Catharus minimus+Chlorophonia cyanocephala+Arremon semitorquatus,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,11.909842712659822,5.842604326543856,0.0,11.763941206633085,6.139595990874746,946,0,27,0,0
EurasianHoopoe+OrientalScopsOwl+NorthernGoshawk+Red-leggedSeriema+Budgerigar+Yellow-billedChough+Huia+BarnSwallow+EurasianSkylark+GreatTit+CommonRaven+CarrionCrow+Rook+EurasianJackdaw+SpottedNutcracker+EurasianMagpie+Short-tailedMagpie+Bluish-greySaltator+Green-headedTanager+Golden-chevronedTanager+White-bandedTanager+Yellow-shoulderedGrosbeak+Black-goggledTanager+Yellow-backedTanager+WhiteOrBlack-backedWagtail+Olive-greenTanager+OrientalGreenfinch+Gray-cheekedThrush+Golden-rumpedEuphonia+Half-collaredSparrow,Upupa epops+Otus sunia+Accipiter gentilis+Cariama cristata+Melopsittacus undulatus+Pyrrhocorax graculus+Heteralocha acutirostris+Hirundo rustica+Alauda arvensis+Parus major+Corvus corax+Corvus corone+Corvus frugilegus+Coloeus monedula+Nucifraga caryocatactes+Pica pica+Cissa thalassina+Saltator coerulescens+Tangara seledon+Thraupis ornata+Neothraupis fasciata+Parkerthraustes humeralis+Trichothraupis melanops+Hemithraupis flavicollis+Motacilla alba alba+Orthogonys chloricterus+Chloris sinica+Catharus minimus+Chlorophonia cyanocephala+Arremon semitorquatus,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,12.296392122895801,5.68313413583086,0.0,11.407861104942464,6.393940764547417,945,0,30,0,0
CommonMoorhen+EurasianCoot,Gallinula chloropus+Fulica atra,Aves+Aves,13.75,8.25,0.0,14.499999999999998,6.999999999999999,684,0,2,0,0
CommonMoorhen+EurasianCoot+Dark-wingedTrumpeter,Gallinula chloropus+Fulica atra+Psophia viridis,Aves+Aves+Aves,14.81076610015107,8.132137099983215,0.0,14.264274199966428,6.528548399932858,777,0,3,0,0
LittleBluePenguin+Humboldt'sPenguin,Eudyptula minor+Spheniscus humboldti,Aves+Aves,13.0,7.750000000000001,0.0,13.5,7.500000000000001,725,0,2,0,0
LittleBluePenguin+Humboldt'sPenguin+RoyalPenguin,Eudyptula minor+Spheniscus humboldti+Eudyptes schlegeli,Aves+Aves+Aves,12.6522406953364,7.4891805215023,0.0,14.021638956995401,6.9783610430046,724,0,3,0,0
LittleBluePenguin+Humboldt'sPenguin+RoyalPenguin+EmperorPenguin,Eudyptula minor+Spheniscus humboldti+Eudyptes schlegeli+Aptenodytes forsteri,Aves+Aves+Aves+Aves,12.741972247225258,7.75,0.0,13.758027752774746,7.241972247225256,723,0,4,0,0
Wilson'sStorm-petrel+AntarcticGiant-petrel,Oceanites oceanicus+Macronectes giganteus,Aves+Aves,11.5,6.999999999999999,0.0,12.999999999999998,6.499999999999999,733,0,2,0,0
Wilson'sStorm-petrel+AntarcticGiant-petrel+SnowyAlbatross,Oceanites oceanicus+Macronectes giganteus+Diomedea exulans,Aves+Aves+Aves,12.065336003821702,7.188445334607234,0.0,13.0,6.688445334607234,743,0,3,0,0
LittleBluePenguin+Humboldt'sPenguin+RoyalPenguin+EmperorPenguin+Wilson'sStorm-petrel+AntarcticGiant-petrel+SnowyAlbatross,Eudyptula minor+Spheniscus humboldti+Eudyptes schlegeli+Aptenodytes forsteri+Oceanites oceanicus+Macronectes giganteus+Diomedea exulans,Aves+Aves+Aves+Aves+Aves+Aves+Aves,12.32006290974334,7.399848557263233,0.0,13.2853676047499,6.896826424402704,742,0,7,0,0
Black-headedIbis+EurasianSpoonbill,Threskiornis melanocephalus+Platalea leucorodia,Aves+Aves,16.0,6.5,0.0,14.5,6.0,701,0,2,0,0
Black-headedIbis+EurasianSpoonbill+GlossyIbis,Threskiornis melanocephalus+Platalea leucorodia+Plegadis falcinellus,Aves+Aves+Aves,15.56385361691659,6.281926808458295,0.0,14.718073191541706,6.0,700,0,3,0,0
Black-headedIbis+EurasianSpoonbill+GlossyIbis+AustralianPelican,Threskiornis melanocephalus+Platalea leucorodia+Plegadis falcinellus+Pelecanus conspicillatus,Aves+Aves+Aves+Aves,16.934764162437023,5.7704797441094735,0.0,14.431585364484501,6.398967445703012,706,0,4,0,0
Black-headedIbis+EurasianSpoonbill+GlossyIbis+AustralianPelican+WhiteStork,Threskiornis melanocephalus+Platalea leucorodia+Plegadis falcinellus+Pelecanus conspicillatus+Ciconia ciconia,Aves+Aves+Aves+Aves+Aves,16.570869287391208,5.692862531495965,0.0,14.020775800997901,6.284479238236853,691,0,5,0,0
LittleBluePenguin+Humboldt'sPenguin+RoyalPenguin+EmperorPenguin+Wilson'sStorm-petrel+AntarcticGiant-petrel+SnowyAlbatross+Black-headedIbis+EurasianSpoonbill+GlossyIbis+AustralianPelican+WhiteStork,Eudyptula minor+Spheniscus humboldti+Eudyptes schlegeli+Aptenodytes forsteri+Oceanites oceanicus+Macronectes giganteus+Diomedea exulans+Threskiornis melanocephalus+Platalea leucorodia+Plegadis falcinellus+Pelecanus conspicillatus+Ciconia ciconia,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,14.419924904531953,6.556612059832518,0.0,13.648652963988427,6.594332151643821,740,0,12,0,0
LittleBluePenguin+Humboldt'sPenguin+RoyalPenguin+EmperorPenguin+Wilson'sStorm-petrel+AntarcticGiant-petrel+SnowyAlbatross+Black-headedIbis+EurasianSpoonbill+GlossyIbis+AustralianPelican+WhiteStork+Red-throatedLoon,Eudyptula minor+Spheniscus humboldti+Eudyptes schlegeli+Aptenodytes forsteri+Oceanites oceanicus+Macronectes giganteus+Diomedea exulans+Threskiornis melanocephalus+Platalea leucorodia+Plegadis falcinellus+Pelecanus conspicillatus+Ciconia ciconia+Gavia stellata,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,13.921271041943516,6.6212617568760574,0.0,13.991499171002882,6.50767351692206,748,0,13,0,0
CommonMoorhen+EurasianCoot+Dark-wingedTrumpeter+LittleBluePenguin+Humboldt'sPenguin+RoyalPenguin+EmperorPenguin+Wilson'sStorm-petrel+AntarcticGiant-petrel+SnowyAlbatross+Black-headedIbis+EurasianSpoonbill+GlossyIbis+AustralianPelican+WhiteStork+Red-throatedLoon,Gallinula chloropus+Fulica atra+Psophia viridis+Eudyptula minor+Spheniscus humboldti+Eudyptes schlegeli+Aptenodytes forsteri+Oceanites oceanicus+Macronectes giganteus+Diomedea exulans+Threskiornis melanocephalus+Platalea leucorodia+Plegadis falcinellus+Pelecanus conspicillatus+Ciconia ciconia+Gavia stellata,Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves+Aves,14.125262613832094,6.967757033408789,0.0,14.054055793905718,6.51246083997582,771,0,16,0,0
Rufous-belliedSeedsnipe+NorthernJacana,Attagis gayi+Jacana spinosa,Aves+Aves,14.0,7.0,0.0,12.5,6.5,826,0,2,0,0
CommonSnipe+EurasianWoodcock,Gallinago gallinago+Scolopax rusticola,Aves+Aves,13.416666665,6.5,0.0,12.75,7.000000000000001,822,0,2,0,0
Ruff+RedKnot,Calidris pugnax+Calidris canutus,Aves+Aves,13.25,7.0,0.0,12.0,7.499999999999999,821,0,2,0,0
Ruff+RedKnot+RuddyTurnstone,Calidris pugnax+Calidris canutus+Arenaria interpres,Aves+Aves+Aves,11.877746600800469,6.577768184861682,0.0,12.000000000000002,7.288884092430842,835,0,3,0,0
