name,species,class,C,T,L,S,Ca
(Rabbit)-(Hare),(Oryctolagus cuniculus)-(Lepus timidus),(Mammalia)-(Mammalia),0.0,0.0,0.0,1.0,-6.0
(RedSquirrel)-(AlpineMarmot),(Sciurus vulgaris)-(Marmota marmota),(Mammalia)-(Mammalia),0.0,0.0,0.0,1.0,-2.0
(HouseMouse)-(AustralianWaterRat),(Mus musculus)-(Hydromys chrysogaster),(Mammalia)-(Mammalia),0.0,-1.0,-1.0,2.0,0.0
(BushRat)-(HouseMouse+AustralianWaterRat),(Rattus fuscipes)-(Mus musculus+Hydromys chrysogaster),(Mammalia)-(Mammalia+Mammalia),0.0,-0.4795714066028811,-0.4795714066028838,-1.0408571867942333,-1.9999999999999964
(BushRat+HouseMouse+AustralianWaterRat)-(SpringHare),(Rattus fuscipes+Mus musculus+Hydromys chrysogaster)-(Pedetes capensis),(Mammalia+Mammalia+Mammalia)-(Mammalia),0.0,1.2956524347847225,-0.7043475652152758,-0.35831878777185944,0.23298608179758773
(BushRat+HouseMouse+AustralianWaterRat+SpringHare)-(CanadaBeaver),(Rattus fuscipes+Mus musculus+Hydromys chrysogaster+Pedetes capensis)-(Castor canadensis),(Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia),8.881784197001252e-16,1.6898897322119524,-1.3750405124899432,-1.1907922571715868,4.124056962550423
(AfricanPocupine)-(Pocupine),(Hystrix cristata)-(Hystrix brachyura),(Mammalia)-(Mammalia),0.0,1.0,-1.0,1.0,-3.0
(Coypu)-(Chinchilla),(Myocastor coypus)-(Chinchilla lanigera),(Mammalia)-(Mammalia),0.0,0.0,0.0,1.0,-2.0
(Capybara)-(GuineaPig),(Hydrochoerus hydrochaeris)-(Cavia porcellus),(Mammalia)-(Mammalia),0.0,-0.5,0.0,-1.5,2.5
(Acouchy)-(Capybara+GuineaPig),(Myoprocta acouchy)-(Hydrochoerus hydrochaeris+Cavia porcellus),(Mammalia)-(Mammalia+Mammalia),0.0,-0.25,0.5,1.2499999999999996,7.25
(Coypu+Chinchilla)-(Acouchy+Capybara+GuineaPig),(Myocastor coypus+Chinchilla lanigera)-(Myoprocta acouchy+Hydrochoerus hydrochaeris+Cavia porcellus),(Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia),0.0,-0.1525259542598345,-0.19494809148032832,0.26262977129918097,12.42325267353525
(AfricanPocupine+Pocupine)-(Coypu+Chinchilla+Acouchy+Capybara+GuineaPig),(Hystrix cristata+Hystrix brachyura)-(Myocastor coypus+Chinchilla lanigera+Myoprocta acouchy+Hydrochoerus hydrochaeris+Cavia porcellus),(Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),1.7763568394002505e-15,1.424848916417421,-1.5960529005584512,0.12940035018929397,-2.3789374925273226
(BushRat+HouseMouse+AustralianWaterRat+SpringHare+CanadaBeaver)-(AfricanPocupine+Pocupine+Coypu+Chinchilla+Acouchy+Capybara+GuineaPig),(Rattus fuscipes+Mus musculus+Hydromys chrysogaster+Pedetes capensis+Castor canadensis)-(Hystrix cristata+Hystrix brachyura+Myocastor coypus+Chinchilla lanigera+Myoprocta acouchy+Hydrochoerus hydrochaeris+Cavia porcellus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),8.881784197001252e-16,-1.3265246277710752,1.4182731019979915,-0.21861229595778964,12.603922955083606
(RedSquirrel+AlpineMarmot)-(BushRat+HouseMouse+AustralianWaterRat+SpringHare+CanadaBeaver+AfricanPocupine+Pocupine+Coypu+Chinchilla+Acouchy+Capybara+GuineaPig),(Sciurus vulgaris+Marmota marmota)-(Rattus fuscipes+Mus musculus+Hydromys chrysogaster+Pedetes capensis+Castor canadensis+Hystrix cristata+Hystrix brachyura+Myocastor coypus+Chinchilla lanigera+Myoprocta acouchy+Hydrochoerus hydrochaeris+Cavia porcellus),(Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),-8.881784197001252e-16,-0.6402066290895796,0.45946378106714825,0.23088686403690328,-1.1669171572176644
(Rabbit+Hare)-(RedSquirrel+AlpineMarmot+BushRat+HouseMouse+AustralianWaterRat+SpringHare+CanadaBeaver+AfricanPocupine+Pocupine+Coypu+Chinchilla+Acouchy+Capybara+GuineaPig),(Oryctolagus cuniculus+Lepus timidus)-(Sciurus vulgaris+Marmota marmota+Rattus fuscipes+Mus musculus+Hydromys chrysogaster+Pedetes capensis+Castor canadensis+Hystrix cristata+Hystrix brachyura+Myocastor coypus+Chinchilla lanigera+Myoprocta acouchy+Hydrochoerus hydrochaeris+Cavia porcellus),(Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),-8.881784197001252e-16,-0.49859765370400666,0.35783378801908317,0.17981639590890364,-9.908803705271021
(White-facedCapuchin)-(CommonSquirrel-monkey),(Cebus capucinus)-(Saimiri sciureus),(Mammalia)-(Mammalia),0.0,0.0,-1.0,0.0,-1.0
(CommonMarmoset)-(White-facedCapuchin+CommonSquirrel-monkey),(Callithrix jacchus)-(Cebus capucinus+Saimiri sciureus),(Mammalia)-(Mammalia+Mammalia),8.881784197001252e-16,0.0,-0.518518518518519,0.0,-4.5185185185185155
(BlackSpiderMonkey)-(LongHairedSpiderMonkey),(Ateles paniscus)-(Ateles belzebuth),(Mammalia)-(Mammalia),0.0,-1.0,0.0,0.0,-1.0
(CommonMarmoset+White-facedCapuchin+CommonSquirrel-monkey)-(BlackSpiderMonkey+LongHairedSpiderMonkey),(Callithrix jacchus+Cebus capucinus+Saimiri sciureus)-(Ateles paniscus+Ateles belzebuth),(Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia),-8.881784197001252e-16,-0.4999999999999982,2.333776931724705,0.0,-8.591372452113298
(Human)-(Chimpanzee),(Homo sapiens)-(Pan troglodytes),(Mammalia)-(Mammalia),0.0,-1.0,1.0,-1.0,2.0
(Orang-utan)-(Human+Chimpanzee),(Pongo pygmaeus)-(Homo sapiens+Pan troglodytes),(Mammalia)-(Mammalia+Mammalia),-8.881784197001252e-16,-0.4827095209147618,0.48270952091476005,-0.48270952091476005,-0.0345809581704799
(BonnetMacaque)-(RhesusMonkey),(Macaca radiata)-(Macaca mulatta),(Mammalia)-(Mammalia),0.0,0.0,0.0,0.0,7.0
(BonnetMacaque+RhesusMonkey)-(Pig-tailedMacaque),(Macaca radiata+Macaca mulatta)-(Macaca nemestrina),(Mammalia+Mammalia)-(Mammalia),0.0,1.7763568394002505e-15,0.0,4.440892098500626e-16,0.8455170585315201
(Guenon)-(BonnetMacaque+RhesusMonkey+Pig-tailedMacaque),(Cercopithecus mona)-(Macaca radiata+Macaca mulatta+Macaca nemestrina),(Mammalia)-(Mammalia+Mammalia+Mammalia),0.0,0.0,0.0,-2.0,10.41471128202425
(Orang-utan+Human+Chimpanzee)-(Guenon+BonnetMacaque+RhesusMonkey+Pig-tailedMacaque),(Pongo pygmaeus+Homo sapiens+Pan troglodytes)-(Cercopithecus mona+Macaca radiata+Macaca mulatta+Macaca nemestrina),(Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia),8.881784197001252e-16,0.2759180913378625,-2.2759180913378616,3.1314002558346745,-19.020322022141542
(CommonMarmoset+White-facedCapuchin+CommonSquirrel-monkey+BlackSpiderMonkey+LongHairedSpiderMonkey)-(Orang-utan+Human+Chimpanzee+Guenon+BonnetMacaque+RhesusMonkey+Pig-tailedMacaque),(Callithrix jacchus+Cebus capucinus+Saimiri sciureus+Ateles paniscus+Ateles belzebuth)-(Pongo pygmaeus+Homo sapiens+Pan troglodytes+Cercopithecus mona+Macaca radiata+Macaca mulatta+Macaca nemestrina),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),-1.7763568394002505e-15,1.017438867610858,-0.2343246044873597,-0.7712817440994071,12.512220234012766
(CommonMarmoset+White-facedCapuchin+CommonSquirrel-monkey+BlackSpiderMonkey+LongHairedSpiderMonkey+Orang-utan+Human+Chimpanzee+Guenon+BonnetMacaque+RhesusMonkey+Pig-tailedMacaque)-(IndriLemur),(Callithrix jacchus+Cebus capucinus+Saimiri sciureus+Ateles paniscus+Ateles belzebuth+Pongo pygmaeus+Homo sapiens+Pan troglodytes+Cercopithecus mona+Macaca radiata+Macaca mulatta+Macaca nemestrina)-(Indri indri),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia),8.881784197001252e-16,0.6115244767899775,-3.290167383729008,-0.5836314368556446,8.916648418090915
(Rabbit+Hare+RedSquirrel+AlpineMarmot+BushRat+HouseMouse+AustralianWaterRat+SpringHare+CanadaBeaver+AfricanPocupine+Pocupine+Coypu+Chinchilla+Acouchy+Capybara+GuineaPig)-(CommonMarmoset+White-facedCapuchin+CommonSquirrel-monkey+BlackSpiderMonkey+LongHairedSpiderMonkey+Orang-utan+Human+Chimpanzee+Guenon+BonnetMacaque+RhesusMonkey+Pig-tailedMacaque+IndriLemur),(Oryctolagus cuniculus+Lepus timidus+Sciurus vulgaris+Marmota marmota+Rattus fuscipes+Mus musculus+Hydromys chrysogaster+Pedetes capensis+Castor canadensis+Hystrix cristata+Hystrix brachyura+Myocastor coypus+Chinchilla lanigera+Myoprocta acouchy+Hydrochoerus hydrochaeris+Cavia porcellus)-(Callithrix jacchus+Cebus capucinus+Saimiri sciureus+Ateles paniscus+Ateles belzebuth+Pongo pygmaeus+Homo sapiens+Pan troglodytes+Cercopithecus mona+Macaca radiata+Macaca mulatta+Macaca nemestrina+Indri indri),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),0.0,0.0041166687603713115,-0.2186126340623824,-0.27426307081747137,6.107150705473408
(EuropeanPygmyShrew+WesternEuropeanHedgehog+EuropeanMole+PalmCivet+Genette+SpottedHyaena+EgyptianMangoose+Cat+Lion+Leopard+Fox+Walrus+Harp-seal+AmericanBadger+Sable+CommonWeasel+Ermine+Ratel+Kinkajou+Horse+MountainZebra+SumatranRhinoceros+Hippopotamus+Orca+SiberianMuskDeer+Four-hornedAntelope+Cattle+EuropeanBison+Gazelle+RoanAntelope+Gnu+Argali+AmericanElk+Reindeer+Giraffe+LargerMouseDeer+LesserMouseDeer+Worthog+WildBoar+White-lippedPeccari+Alpaca)-(Rabbit+Hare+RedSquirrel+AlpineMarmot+BushRat+HouseMouse+AustralianWaterRat+SpringHare+CanadaBeaver+AfricanPocupine+Pocupine+Coypu+Chinchilla+Acouchy+Capybara+GuineaPig+CommonMarmoset+White-facedCapuchin+CommonSquirrel-monkey+BlackSpiderMonkey+LongHairedSpiderMonkey+Orang-utan+Human+Chimpanzee+Guenon+BonnetMacaque+RhesusMonkey+Pig-tailedMacaque+IndriLemur),(Sorex minutus+Erinaceus europaeus+Talpa europaea+Paradoxurus hermaphroditus+Genetta genetta+Crocuta crocuta+Herpestes ichneumon+Felis catus+Panthera leo+Panthera pardus+Vulpes vulpes+Odobenus rosmarus+Phoca groenlandica+Taxidea taxus+Martes zibellina+Mustela nivalis+Mustela erminea+Mellivora capensis+Potos flavus+Equus caballus+Equus zebra+Dicerorhinus sumatrensis+Hippopotamus amphibius+Orcinus orca+Moschus moschiferus+Tetracerus quadricornis+Bos taurus+Bison bonasus+Gazella dorcas+Hippotragus equinus+Connochaetes gnou+Ovis ammon+Alces alces+Rangifer tarandus+Giraffa camelopardalis+Tragulus napu+Tragulus javanicus+Phacochoerus aethiopicus+Sus scrofa+Tayassu pecari+Vicugna pacos)-(Oryctolagus cuniculus+Lepus timidus+Sciurus vulgaris+Marmota marmota+Rattus fuscipes+Mus musculus+Hydromys chrysogaster+Pedetes capensis+Castor canadensis+Hystrix cristata+Hystrix brachyura+Myocastor coypus+Chinchilla lanigera+Myoprocta acouchy+Hydrochoerus hydrochaeris+Cavia porcellus+Callithrix jacchus+Cebus capucinus+Saimiri sciureus+Ateles paniscus+Ateles belzebuth+Pongo pygmaeus+Homo sapiens+Pan troglodytes+Cercopithecus mona+Macaca radiata+Macaca mulatta+Macaca nemestrina+Indri indri),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),0.0,1.968696927278529,-0.8873717832592023,0.3175721479271236,-2.493222039400859
(AfricanBushElephant)-(AsianElephant),(Loxodonta africana)-(Elephas maximus),(Mammalia)-(Mammalia),0.0,0.5,0.0,2.0,-11.0
(Aardvark)-(AfricanBushElephant+AsianElephant),(Orycteropus afer)-(Loxodonta africana+Elephas maximus),(Mammalia)-(Mammalia+Mammalia),0.0,-7.25,5.0,2.0,-0.5
(Pale-throatedThree-toedSloth)-(Linne'sTwo-toedSloth),(Bradypus tridactylus)-(Choloepus didactylus),(Mammalia)-(Mammalia),2.0,-7.0,0.0,-2.0,7.0
(Nine-bandedArmadillo)-(Pale-throatedThree-toedSloth+Linne'sTwo-toedSloth),(Dasypus novemcinctus)-(Bradypus tridactylus+Choloepus didactylus),(Mammalia)-(Mammalia+Mammalia),-1.0,-9.5,2.0,1.0,8.5
(Aardvark+AfricanBushElephant+AsianElephant)-(Nine-bandedArmadillo+Pale-throatedThree-toedSloth+Linne'sTwo-toedSloth),(Orycteropus afer+Loxodonta africana+Elephas maximus)-(Dasypus novemcinctus+Bradypus tridactylus+Choloepus didactylus),(Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia),-0.5584612273496639,1.4180415899948962,1.549044351377462,-2.4686900139790815,14.003708242804333
(EuropeanPygmyShrew+WesternEuropeanHedgehog+EuropeanMole+PalmCivet+Genette+SpottedHyaena+EgyptianMangoose+Cat+Lion+Leopard+Fox+Walrus+Harp-seal+AmericanBadger+Sable+CommonWeasel+Ermine+Ratel+Kinkajou+Horse+MountainZebra+SumatranRhinoceros+Hippopotamus+Orca+SiberianMuskDeer+Four-hornedAntelope+Cattle+EuropeanBison+Gazelle+RoanAntelope+Gnu+Argali+AmericanElk+Reindeer+Giraffe+LargerMouseDeer+LesserMouseDeer+Worthog+WildBoar+White-lippedPeccari+Alpaca+Rabbit+Hare+RedSquirrel+AlpineMarmot+BushRat+HouseMouse+AustralianWaterRat+SpringHare+CanadaBeaver+AfricanPocupine+Pocupine+Coypu+Chinchilla+Acouchy+Capybara+GuineaPig+CommonMarmoset+White-facedCapuchin+CommonSquirrel-monkey+BlackSpiderMonkey+LongHairedSpiderMonkey+Orang-utan+Human+Chimpanzee+Guenon+BonnetMacaque+RhesusMonkey+Pig-tailedMacaque+IndriLemur)-(Aardvark+AfricanBushElephant+AsianElephant+Nine-bandedArmadillo+Pale-throatedThree-toedSloth+Linne'sTwo-toedSloth),(Sorex minutus+Erinaceus europaeus+Talpa europaea+Paradoxurus hermaphroditus+Genetta genetta+Crocuta crocuta+Herpestes ichneumon+Felis catus+Panthera leo+Panthera pardus+Vulpes vulpes+Odobenus rosmarus+Phoca groenlandica+Taxidea taxus+Martes zibellina+Mustela nivalis+Mustela erminea+Mellivora capensis+Potos flavus+Equus caballus+Equus zebra+Dicerorhinus sumatrensis+Hippopotamus amphibius+Orcinus orca+Moschus moschiferus+Tetracerus quadricornis+Bos taurus+Bison bonasus+Gazella dorcas+Hippotragus equinus+Connochaetes gnou+Ovis ammon+Alces alces+Rangifer tarandus+Giraffa camelopardalis+Tragulus napu+Tragulus javanicus+Phacochoerus aethiopicus+Sus scrofa+Tayassu pecari+Vicugna pacos+Oryctolagus cuniculus+Lepus timidus+Sciurus vulgaris+Marmota marmota+Rattus fuscipes+Mus musculus+Hydromys chrysogaster+Pedetes capensis+Castor canadensis+Hystrix cristata+Hystrix brachyura+Myocastor coypus+Chinchilla lanigera+Myoprocta acouchy+Hydrochoerus hydrochaeris+Cavia porcellus+Callithrix jacchus+Cebus capucinus+Saimiri sciureus+Ateles paniscus+Ateles belzebuth+Pongo pygmaeus+Homo sapiens+Pan troglodytes+Cercopithecus mona+Macaca radiata+Macaca mulatta+Macaca nemestrina+Indri indri)-(Orycteropus afer+Loxodonta africana+Elephas maximus+Dasypus novemcinctus+Bradypus tridactylus+Choloepus didactylus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),-0.27152202617892307,-2.6533465261573514,1.6756918637890301,-2.550538317593931,-1.2821674050262608
(Thylacine+Numbat+Yellow-footedAntechinus+Quoll+Long-nosedBandicoot+Cuscus+Bennett'sKangaroo+Potaroo+Wonbat+GrayShort-tailedOpossum+VirginianOpossum)-(EuropeanPygmyShrew+WesternEuropeanHedgehog+EuropeanMole+PalmCivet+Genette+SpottedHyaena+EgyptianMangoose+Cat+Lion+Leopard+Fox+Walrus+Harp-seal+AmericanBadger+Sable+CommonWeasel+Ermine+Ratel+Kinkajou+Horse+MountainZebra+SumatranRhinoceros+Hippopotamus+Orca+SiberianMuskDeer+Four-hornedAntelope+Cattle+EuropeanBison+Gazelle+RoanAntelope+Gnu+Argali+AmericanElk+Reindeer+Giraffe+LargerMouseDeer+LesserMouseDeer+Worthog+WildBoar+White-lippedPeccari+Alpaca+Rabbit+Hare+RedSquirrel+AlpineMarmot+BushRat+HouseMouse+AustralianWaterRat+SpringHare+CanadaBeaver+AfricanPocupine+Pocupine+Coypu+Chinchilla+Acouchy+Capybara+GuineaPig+CommonMarmoset+White-facedCapuchin+CommonSquirrel-monkey+BlackSpiderMonkey+LongHairedSpiderMonkey+Orang-utan+Human+Chimpanzee+Guenon+BonnetMacaque+RhesusMonkey+Pig-tailedMacaque+IndriLemur+Aardvark+AfricanBushElephant+AsianElephant+Nine-bandedArmadillo+Pale-throatedThree-toedSloth+Linne'sTwo-toedSloth),(Thylacinus cynocephalus+Myrmecobius fasciatus+Antechinus flavipes+Dasyurus hallucatus+Perameles nasuta+Phalanger orientalis+Macropus rufogriseus+Hypsiprymnodon moschatus+Vombatus ursinus+Monodelphis domestica+Didelphis virginiana)-(Sorex minutus+Erinaceus europaeus+Talpa europaea+Paradoxurus hermaphroditus+Genetta genetta+Crocuta crocuta+Herpestes ichneumon+Felis catus+Panthera leo+Panthera pardus+Vulpes vulpes+Odobenus rosmarus+Phoca groenlandica+Taxidea taxus+Martes zibellina+Mustela nivalis+Mustela erminea+Mellivora capensis+Potos flavus+Equus caballus+Equus zebra+Dicerorhinus sumatrensis+Hippopotamus amphibius+Orcinus orca+Moschus moschiferus+Tetracerus quadricornis+Bos taurus+Bison bonasus+Gazella dorcas+Hippotragus equinus+Connochaetes gnou+Ovis ammon+Alces alces+Rangifer tarandus+Giraffa camelopardalis+Tragulus napu+Tragulus javanicus+Phacochoerus aethiopicus+Sus scrofa+Tayassu pecari+Vicugna pacos+Oryctolagus cuniculus+Lepus timidus+Sciurus vulgaris+Marmota marmota+Rattus fuscipes+Mus musculus+Hydromys chrysogaster+Pedetes capensis+Castor canadensis+Hystrix cristata+Hystrix brachyura+Myocastor coypus+Chinchilla lanigera+Myoprocta acouchy+Hydrochoerus hydrochaeris+Cavia porcellus+Callithrix jacchus+Cebus capucinus+Saimiri sciureus+Ateles paniscus+Ateles belzebuth+Pongo pygmaeus+Homo sapiens+Pan troglodytes+Cercopithecus mona+Macaca radiata+Macaca mulatta+Macaca nemestrina+Indri indri+Orycteropus afer+Loxodonta africana+Elephas maximus+Dasypus novemcinctus+Bradypus tridactylus+Choloepus didactylus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia),-0.0925659272319832,-0.9136001814750347,0.0036308542581062753,-2.330723150844273,1.9816348901248588
(Short-beakedEchidna)-(Platypus),(Tachyglossus aculeatus)-(Ornithorhynchus anatinus),(Mammalia)-(Mammalia),0.0,-1.0,1.0,1.0,-8.0
(Thylacine+Numbat+Yellow-footedAntechinus+Quoll+Long-nosedBandicoot+Cuscus+Bennett'sKangaroo+Potaroo+Wonbat+GrayShort-tailedOpossum+VirginianOpossum+EuropeanPygmyShrew+WesternEuropeanHedgehog+EuropeanMole+PalmCivet+Genette+SpottedHyaena+EgyptianMangoose+Cat+Lion+Leopard+Fox+Walrus+Harp-seal+AmericanBadger+Sable+CommonWeasel+Ermine+Ratel+Kinkajou+Horse+MountainZebra+SumatranRhinoceros+Hippopotamus+Orca+SiberianMuskDeer+Four-hornedAntelope+Cattle+EuropeanBison+Gazelle+RoanAntelope+Gnu+Argali+AmericanElk+Reindeer+Giraffe+LargerMouseDeer+LesserMouseDeer+Worthog+WildBoar+White-lippedPeccari+Alpaca+Rabbit+Hare+RedSquirrel+AlpineMarmot+BushRat+HouseMouse+AustralianWaterRat+SpringHare+CanadaBeaver+AfricanPocupine+Pocupine+Coypu+Chinchilla+Acouchy+Capybara+GuineaPig+CommonMarmoset+White-facedCapuchin+CommonSquirrel-monkey+BlackSpiderMonkey+LongHairedSpiderMonkey+Orang-utan+Human+Chimpanzee+Guenon+BonnetMacaque+RhesusMonkey+Pig-tailedMacaque+IndriLemur+Aardvark+AfricanBushElephant+AsianElephant+Nine-bandedArmadillo+Pale-throatedThree-toedSloth+Linne'sTwo-toedSloth)-(Short-beakedEchidna+Platypus),(Thylacinus cynocephalus+Myrmecobius fasciatus+Antechinus flavipes+Dasyurus hallucatus+Perameles nasuta+Phalanger orientalis+Macropus rufogriseus+Hypsiprymnodon moschatus+Vombatus ursinus+Monodelphis domestica+Didelphis virginiana+Sorex minutus+Erinaceus europaeus+Talpa europaea+Paradoxurus hermaphroditus+Genetta genetta+Crocuta crocuta+Herpestes ichneumon+Felis catus+Panthera leo+Panthera pardus+Vulpes vulpes+Odobenus rosmarus+Phoca groenlandica+Taxidea taxus+Martes zibellina+Mustela nivalis+Mustela erminea+Mellivora capensis+Potos flavus+Equus caballus+Equus zebra+Dicerorhinus sumatrensis+Hippopotamus amphibius+Orcinus orca+Moschus moschiferus+Tetracerus quadricornis+Bos taurus+Bison bonasus+Gazella dorcas+Hippotragus equinus+Connochaetes gnou+Ovis ammon+Alces alces+Rangifer tarandus+Giraffa camelopardalis+Tragulus napu+Tragulus javanicus+Phacochoerus aethiopicus+Sus scrofa+Tayassu pecari+Vicugna pacos+Oryctolagus cuniculus+Lepus timidus+Sciurus vulgaris+Marmota marmota+Rattus fuscipes+Mus musculus+Hydromys chrysogaster+Pedetes capensis+Castor canadensis+Hystrix cristata+Hystrix brachyura+Myocastor coypus+Chinchilla lanigera+Myoprocta acouchy+Hydrochoerus hydrochaeris+Cavia porcellus+Callithrix jacchus+Cebus capucinus+Saimiri sciureus+Ateles paniscus+Ateles belzebuth+Pongo pygmaeus+Homo sapiens+Pan troglodytes+Cercopithecus mona+Macaca radiata+Macaca mulatta+Macaca nemestrina+Indri indri+Orycteropus afer+Loxodonta africana+Elephas maximus+Dasypus novemcinctus+Bradypus tridactylus+Choloepus didactylus)-(Tachyglossus aculeatus+Ornithorhynchus anatinus),(Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia+Mammalia)-(Mammalia+Mammalia),0.05445043849649789,-2.590994246273052,3.2849000489544817,1.032383973950434,2.4191428366604306
(PapuaSnakeLizard)-(Burton'sLeglessLizard),(Lialis jicari)-(Lialis burtonis),(Reptilia)-(Reptilia),1.0,4.0,0.0,0.0,31.0
(SedgelandsWorm-lizard)-(PapuaSnakeLizard+Burton'sLeglessLizard),(Aprasia repens)-(Lialis jicari+Lialis burtonis),(Reptilia)-(Reptilia+Reptilia),0.5,19.0,0.0,2.0,1.499999999999993
