Cervical,Thoracic,Lumbar,Sacral,Caudal,constraint_std,globalOrLocal
0.0,0.0,0.0,0.0,1.0,0.009969450801011633,global
0.0,1.0,0.0,0.0,0.0,0.0,global
0.0,0.0,1.0,0.0,0.0,0.0,global
0.0,0.0,0.0,1.0,0.0,0.0,global
1.0,0.0,0.0,0.0,0.0,0.0,global
0.0,1.0,0.0,0.0,0.0,2.9242769096388986e-29,local
0.0,0.0,1.0,0.0,0.0,0.0,local
0.0,0.0,0.0,1.0,0.0,0.0,local
1.0,0.0,0.0,0.0,0.0,0.0,local
