Cervical,Thoracic,Lumbar,Sacral,Caudal,constraint_std,globalOrLocal
0.0,0.0,0.0,0.0,1.0,0.011321555997353384,global
0.0,1.0,0.0,0.0,0.0,0.0,global
0.0,0.0,1.0,0.0,0.0,0.0,global
0.0,0.0,0.0,1.0,0.0,0.0,global
1.0,0.0,0.0,0.0,0.0,0.0,global
0.0,1.0,0.0,0.0,0.0,8.997775106581236e-29,local
0.0,0.0,1.0,0.0,0.0,0.0,local
0.0,0.0,0.0,1.0,0.0,0.0,local
1.0,0.0,0.0,0.0,0.0,0.0,local
