Cervical,Thoracic,Lumbar,Sacral,Caudal,constraint_std,globalOrLocal
0.0,0.0,0.0,0.0,1.0,0.03819045492316394,global
0.0,1.0,0.0,0.0,0.0,0.01613885201252906,global
0.0,0.0,1.0,0.0,0.0,0.0,global
0.0,0.0,0.0,0.0,1.0,0.005800284959164816,local
0.0,1.0,0.0,0.0,0.0,0.0011057076548331595,local
0.0,0.0,1.0,0.0,0.0,4.362197672053599e-32,local
