Cervical,Thoracic,Lumbar,Sacral,Caudal,constraint_std,globalOrLocal
1.0,0.0,0.0,0.0,0.0,0.11803303645634082,global
0.0,0.0,0.0,1.0,0.0,0.09446108663494483,global
0.0,1.0,0.0,0.0,0.0,0.03433108385986996,global
1.0,0.0,0.0,0.0,0.0,0.013382115984857276,local
0.0,0.0,0.0,1.0,0.0,0.008672940340938866,local
0.0,1.0,0.0,0.0,0.0,0.001175743444793209,local
