Cervical,Thoracic,Lumbar,Sacral,Caudal,constraint_std,globalOrLocal
0.0,0.0,0.0,1.0,1.0,0.3417540858541084,global
1.0,0.0,0.0,0.0,0.0,0.03678828506866186,global
0.0,1.0,0.0,0.0,0.0,0.03684132555163514,global
0.0,0.0,0.0,1.0,1.0,0.10456755849858514,local
1.0,0.0,0.0,0.0,0.0,0.0034137836217429792,local
0.0,1.0,0.0,0.0,0.0,0.003362245856375743,local
