Class,Order,Family,Species,Common name,Taxonomy ID,Cervical,Thoracic,Lumbar,Sacral,Caudal,Annotation 1,Annotation 2,Annotation 3,Reference 1,Reference 2,Reference 3,Reference 4
Aves,Sphenisciformes,Spheniscidae,Aptenodytes forsteri,Emperor penguin,9233,13,8.5,0,13,8,cervicothoracics,,,"Sosa, M. Alejandra, and Carolina Acosta Hospitaleche. ""Postnatal ontogeny of the spine of the Emperor Penguin Aptenodytes forsteri (Aves, Sphenisciformes) and modularity of the neck."" Polar Biology 45.2 (2022): 309-329.",,,
Aves,Sphenisciformes,Spheniscidae,Eudyptes schlegeli,Royal Penguin,57240,12,7,0,15,6,"Cannot find this protonym, but since Van Diemen's Land is Australia and according to Frugone et al. in ""Contrasting phylogeographic pattern among¬†Eudyptes¬†penguins around the Southern Ocean"" the Eudyptes schlegeli and Eudyptes filholi are the two species nearest to Australia, I chose the former (and we also have its genome).",former: Eudyptes Van Diemen's Land,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Sphenisciformes,Spheniscidae,Spheniscus humboldti,Humboldt's penguin,9240,13,8,0,13,8,2 free rib,1 sacral ribs,,Abiko bird museum ACMB-00610,,,
Aves,Sphenisciformes,Spheniscidae,Eudyptula minor,Little Blue Penguin,37083,13,7.5,0,14,7,"Owen also has this, but he called them Aptenodytes (Spheniscus) minor, and the Aptenodytes minor is a protonym for Eudyptula minor. This might actually be Eudyptula minor see https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=151738D51BE6DDA4", former: Spheniscus minor,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Gruiformes,Psophiidae,Psophia viridis,Dark-winged Trumpeter,302536,16,8,0,14,6,,former: Psophia viridis,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Gruiformes,Rallidae,Fulica atra,Eurasian Coot,9121,14,8,0,15,6.5,https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=B682B2A9C922D4C4,former: Fulica atra,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Gruiformes,Rallidae,Gallinula chloropus,Common Moorhen,9123,13.5,8.5,0,14,7.5,https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=8F82FF8C30667D90,former: Gallinula chloropus,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Psittaciformes,Psittaculidae,Melopsittacus undulatus,Budgerigar,13146,11,5,0,12,6,2 free rib,2 sacral ribs,,Abiko bird museum 88-0557,,,
Aves,Passeriformes,Passerellidae,Arremon semitorquatus,Half-collared Sparrow,1109025,11,7,0,9,6,,former: Aremmon semitorquatus,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Passeriformes,Fringillidae,Chlorophonia cyanocephala,Golden-rumped Euphonia,555251,12,6,0,9,6,,former: Euphonia aureata,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Passeriformes,Turdidae,Catharus minimus,Gray-cheeked Thrush,159579,12,7,0,11,7,https://sketchfab.com/3d-models/catharus-minimus-uf52130-de2099871caf4d558676eebb1557f37d,,,Blackburn lab: UF52130,,,
Aves,Passeriformes,Fringillidae,Chloris sinica,Oriental Greenfinch,1897774,11,6,0,10,7,https://ctseibutsu.jp/ex/kawarahiwa.html,,,ctseibutsu,,,
Aves,Passeriformes,Fringillidae,Orthogonys chloricterus,Olive-green Tanager,1271578,12,7,0,10,6,See also pg. 122 of the Gray book.,former: Lamprotes viridis,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Passeriformes,Motacillidae,Motacilla alba alba,White or Black-backed Wagtail,1094192,12,5,0,11,6,1 free rib,2 sacral ribs,technically this is subspecies lugens but I am matching it with the subspecies alba because we have the genome and they apparently just differ by color see https://avibase.ca/400E032C,Abiko bird museum ACMB-01167,,,
Aves,Passeriformes,Thraupidae,Hemithraupis flavicollis,Yellow-backed Tanager,62205,11,6,0,9,6,,former: Nemosia flavicollis,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Passeriformes,Thraupidae,Trichothraupis melanops,Black-goggled Tanager,555363,12,6,0,9,6,,former: Tachyphonus quadricolor,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Passeriformes,Thraupidae,Parkerthraustes humeralis,Yellow-shouldered Grosbeak,460195,12,6,0,9,6,The Pytylus is probably identical to the Latin Pytilus and this is the name given for this species which is the only member of its genus. The picture looks like that found in this old book.,former: Pytylus gnatho,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Passeriformes,Thraupidae,Neothraupis fasciata,White-banded Tanager,62226,12,6,0,10,6,The Diucopis capistrata is a synonym for Tanagra (or Tangara) fasciata which is a protonym for this species.,former: Diucopis capistratus,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Passeriformes,Thraupidae,Thraupis ornata,Golden-chevroned Tanager,548519,11,6,0,9,6,,former: Tanagra ornata,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Passeriformes,Thraupidae,Tangara seledon,Green-headed Tanager,221979,11,6,0,9,6,,former: Calliste tricolor,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Passeriformes,Thraupidae,Saltator coerulescens,Bluish-grey Saltator,84783,11,6,0,9,6,,former: Saltator caerulescens,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Passeriformes,Corvidae,Cissa thalassina,Short-tailed Magpie,357740,12,6,0,9,6,,former: Cissa thalasina,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Passeriformes,Corvidae,Pica pica,Eurasian Magpie,34924,12,6,0,7,6,,former: Pica caudata,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Passeriformes,Corvidae,Nucifraga caryocatactes,Spotted Nutcracker,56786,11,7,0,9,6,,former: Nucifraga caryocatactes,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Passeriformes,Corvidae,Coloeus monedula,Eurasian Jackdaw,30423,12,6,0,10,7,,former: Corvus monedula,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Passeriformes,Corvidae,Corvus frugilegus,Rook,75140,11,6,0,9,7,,former: Corvus frugilegus,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Passeriformes,Corvidae,Corvus corone,Carrion Crow,30422,12.5,6,0,9,8,https://avibase.ca/26FB62DA, former: Corvus corone,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,
Aves,Passeriformes,Corvidae,Corvus corax,Common raven,56781,11.5,7,0,10,8,,former: Corvus corax,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.","Böhmer, Christine, et al. ""Correlated evolution of neck length and leg length in birds."" Royal Society open science 6.5 (2019): 181588.",,
Aves,Passeriformes,Paridae,Parus major,Great Tit,9157,11,6,0,11,6,1 free rib,1 sacral ribs,,Abiko bird museum ACMB-02077,,,
Aves,Passeriformes,Alaudidae,Alauda arvensis,Eurasian skylark,88112,11,5.5,0,9,6.25,1 free rib see https://avibase.ca/2D9A3619,2 sacral ribs,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,Abiko bird museum ACMB-04982,,
Aves,Passeriformes,Hirundinidae,Hirundo rustica,Barn Swallow,1758,12,6,0,10,6,1 free rib,1 sacral ribs,,Abiko bird museum ACMB-02882,,,
Aves,Passeriformes,Callaeidae,Heteralocha acutirostris,Huia,192211,13,6,0,11,7,Extinct!,former: Neomorpha Gouldii,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Passeriformes,Corvidae,Pyrrhocorax graculus,Yellow-billed Chough,56789,12,6,0,10,6,,former: Coracias gracula,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.",,,
Aves,Cariamiformes,Cariamidae,Cariama cristata,Red-legged seriema,54380,13,6,0,15,6,Hox genes on different scaffolds!,former: Cariama cristata,,"Eyton, T. C. 1867 Osteologia avium; or, a sketch of the osteology of birds. Salop, UK: R. Hobson.","Böhmer, Christine, et al. ""Correlated evolution of neck length and leg length in birds."" Royal Society open science 6.5 (2019): 181588.",,
Aves,Accipitriformes,Accipitridae,Accipiter gentilis,Northern Goshawk,8957,13.5,6,0,12,8,1 free rib Owen calls it a Goshawk (Astur palumbarius) but see https://j-gould.tamagawa.jp/db/en/search and see https://avibase.ca/420850D6,2 sacral ribs,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,Abiko bird museum ACMB-04903,,
Aves,Strigiformes,Strigidae,Otus sunia,Oriental Scops Owl,257818,12,5,0,11,6,1 free rib,2 sacral ribs,,Abiko bird museum ACMB-01445,,,
Aves,Upupiformes,Upupidae,Upupa epops,Eurasian hoopoe,57439,12.66666667,5.5,0,10,6,2 free rib Owen calls them Hoopoe (Upupa Epops) but see https://avibase.bsc-eoc.org/species.jsp?lang=EN&avibaseid=FA2F91259125A6FA,2 sacral ribs,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,Abiko bird museum ACMB-00622,"Böhmer, Christine, et al. ""Correlated evolution of neck length and leg length in birds."" Royal Society open science 6.5 (2019): 181588.",
Reptilia,Crocodilia,Alligatoridae,Alligator mississippiensis,American alligator,8496,2,20,4,2,39,presacral from muller and using his cervical number for arm and using the pictures from petersen and arkansas for mine the name hasn't changed except for the spelling of the genus,,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"Müller, Johannes, et al. ""Homeotic effects, somitogenesis and the evolution of vertebral numbers in recent and fossil amniotes."" Proceedings of the National Academy of Sciences 107.5 (2010): 2118-2123.",,
Reptilia,Crocodilia,Crocodylidae,Crocodylus siamensis,Siamese crocodile,68455,3,22,0,3,36,https://www.ucl.ac.uk/museums-static/obl4he/vertebratediversity/crocodilians.html#,using overhead picture,,Grant Museum of Zoology and Comparative Anatomy (UCL),,,
Reptilia,Testudines,Podocnemididae,Podocnemis expansa,Arrau turtle,44507,8,10,0,2,20,https://www.idigbio.org/portal/mediarecords/d094cda6-259f-424d-add9-7d19faaed227,,,IDigBio: Yale Peabody Museum YPM HERR 011418,,,
Reptilia,Testudines,Pelomedusidae,Pelusios castaneus,West African Mud Turtle,367368,8,7,0,3,15,,,,"Olukole, S. G., M. O. Oyeyemi, and B. O. Oke. ""The Vertebral Formula of the African Sideneck Turtle (Pelusios castaneus)."" Nigerian Veterinary Journal 35.1 (2014): 942-947.",,,
Reptilia,Testudines,Chelidae,Chelus fimbriata,Mata mata,44495,8,9,0,2,17, http://digimorph.org/specimens/Chelus_fimbriatus/whole/,using the CT scanned image Owen calls it a Matamata or Fimbriated Tortoise and see https://reptile-database.reptarium.cz/species?genus=Chelus&species=fimbriata,also referencing Owen's entry,Digimorph: Massachusetts Museum of Natural History (UMA R-1376),Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,,
Reptilia,Testudines,Cryptodira,Pelodiscus sinensis,Chinese soft-shelled turtle,13735,8,10,0,2,13,thoracolumbar,,,"Sánchez‐Villagra, Marcelo R., et al. ""Skeletal development in the Chinese soft‐shelled turtle Pelodiscus sinensis (Testudines: Trionychidae)."" Journal of Morphology 270.11 (2009): 1381-1399.","Matsubara, Yoshiyuki, et al. ""Anatomical integration of the sacral–hindlimb unit coordinated by GDF11 underlies variation in hindlimb positioning in tetrapods."" Nature Ecology & Evolution 1.9 (2017): 1392-1399.",,
Reptilia,Testudines,Trionychidae,Apalone spinifera,Spiny softshell turtle,55534,8,9.5,0.5,2,17,https://sketchfab.com/3d-models/apalone-spinifera-da950fecaa77479984c0bb2e37aa9a7d,https://sketchfab.com/3d-models/apalone-spinifera-msbherp25645-190a6df462a248fa9af3032a29184b5b,,Michigan Herpetology UMMZ Herps 81611,"Museum of Southwestern Biology, University of New Mexico MSB:Herp:25645",,
Reptilia,Testudines,Trionychidae,Pelochelys bibroni,Bibron's Giant Soft-shelled Turtle,171792,8,9,1,2,20,Owen calls it a green Turtle (Chelone mydas) but see https://reptile-database.reptarium.cz/species?genus=Chelonia&species=mydas,,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,,,
Reptilia,Testudines,Carettochelyidae,Carettochelys insculpta,Pitted-shelled turtle,44489,8,9,0,2,19,http://digimorph.org/specimens/Carettochelys_insculpta/,,,Digimorph: Florida Museum of Natural History (UF 49415),,,
Reptilia,Testudines,Emydidae,Trachemys scripta,Red-eared slider turtle,34903,8,10,0,2,24,https://sketchfab.com/3d-models/trachemys-scripta-msbherp51957-b1d351df38934e8692dbcd7e1df429e2,,,"Museum of Southwestern Biology, University of New Mexico MSB:Herp:51957",,,
Reptilia,Testudines,Emydidae,Chrysemys picta,Painted turtle,8479,8,10,0,2,28,https://sketchfab.com/3d-models/chrysemys-picta-msbherp23702-6e75c8135bf14e59ad2ccbbc65f37841,,,"Museum of Southwestern Biology, University of New Mexico MSB:Herp:23702",,,
Reptilia,Testudines,Emydidae,Emys orbicularis,European pond turtle,82168,8,10,0,2,25,,,,"Zehtabvar, Omid, et al. ""Anatomical and Normal 3D CT-Scan Study of the Vertebral Column and the Shell of the European Pond Turtle (Emys orbicularis)."" Iranian Journal of Veterinary Surgery 17.1 (2022): 33-43.",,,
Reptilia,Testudines,Emydidae,Terrapene ornata,Ornate box turtle,85611,8,10,0,2,22,https://sketchfab.com/3d-models/terrapene-ornata-msbherp48873-5f005461a52640c8a1352b9eeb69bccf,,,"Museum of Southwestern Biology, University of New Mexico MSB:Herp:48873",,,
Reptilia,Testudines,Emydidae,Clemmys guttata,Spotted turtle,85608,8,9,0,3,25,https://www.idigbio.org/portal/mediarecords/1007e0b3-fb32-4006-8642-83cdcbc0aaa7,difficult to discern cervical but took typical and the tail was in three pieces and a little difficult to discern,,IDigBio: Yale Peabody Museum YPM HERR 010924,,,
Reptilia,Testudines,Emydidae,Glyptemys muhlenbergii,Bog turtle,335393,8,9,0,3,17,http://digimorph.org/specimens/Glyptemys_muhlenbergii/whole/,,,Digimorph: Florida Museum of Natural History (UF 85274),,,
Reptilia,Testudines,Platysternidae,Platysternon megacephalum,Big-headed turtle,55544,8,10,0,3,32,https://www.bbc.com/news/in-pictures-47278653,https://galileoramos.com/esqueletos/gallery-of-skeletons-reptiles/turtles/platysternon-megacephalum-skeleton/,,ZSL London Zoo,,,
Reptilia,Testudines,Testudinidae,Gopherus polyphemus,Florida gopher tortoise,904200,8,10,0,3,14,https://sketchfab.com/3d-models/gopher-tortoise-skeleton-a1cf4fa5ed1e4471bcc655f34670c334,,,Blackburn lab: UF herp 182476,,,
Reptilia,Testudines,Testudinidae,Testudo graeca,Greek tortoise,86975,8,9,0,3,15,https://www.idigbio.org/portal/mediarecords/d41d5b24-1895-4995-b922-c59767d2644f,some caudal and sacral were hidden so I took preceding size and shape to estimate,although subspecies linnaeus is given I am using for species,IDigBio: Naturalis Biodiversity Center RMNH.RENA.48643_5,,,
Reptilia,Testudines,Testudinidae,Chelonoidis niger,Gal√°pagos giant tortoise,66189,8,8,0,3,26,Owen called it great Land Tortoise of the Gallapagos  Islands (Testudo elephantopus) but see https://en.wikipedia.org/wiki/Floreana_giant_tortoise and I took just the main species not the subspecies,,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,,,
Reptilia,Testudines,Testudinidae,Chelonoidis carbonarius,Red-footed Tortoise,50047,8,9,0,3,26,Owen calls it a Tortoise (Testudo tabulata?) and see https://reptile-database.reptarium.cz/species?genus=Chelonoidis&species=carbonarius and no mention of lumbar so setting to zero,,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,,,
Reptilia,Testudines,Cheloniidae,Caretta caretta,Loggerhead sea turtle,8467,8,10,0,3,16,,,,"Valente, A. L. S., et al. ""Computed tomography of the vertebral column and coelomic structures in the normal loggerhead sea turtle (Caretta caretta)."" The Veterinary Journal 174.2 (2007): 362-370.",,,
Reptilia,Testudines,Cheloniidae,Lepidochelys kempii,Kemp's ridley sea turtle,8472,8,10,0,2,17,https://www.idigbio.org/portal/mediarecords/aeda1da7-80b4-4291-b9bf-de7ffa1f2bfa,cervical were difficult to be certain but looked like typical eight,,IDigBio: Yale Peabody Museum YPM HERR 015183,,,
Reptilia,Testudines,Cheloniidae,Eretmochelys imbricata,Hawksbill sea turtle,27787,8,10,0,2,20,https://www.idigbio.org/portal/mediarecords/6d351112-d4a0-4bfb-b434-d221b84ddf07,not all cervical were present so I used the count from the family,,IDigBio: Yale Peabody Museum YPM HERR 010569,,,
Reptilia,Testudines,Cheloniidae,Chelonia mydas,Green Sea Turtle,8469,8,9.5,1,2,19,Owen calls it a green Turtle (Chelone mydas) but see https://reptile-database.reptarium.cz/species?genus=Chelonia&species=mydas,,,"O'Malley, B. (2005). Clinical anatomy and physiology of exotic species. Structure and function of mammals, birds, reptiles and amphibians (1st ed.). Saunders Ltd.",Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,,
Reptilia,Testudines,Dermochelyidae,Dermochelys coriacea,Leatherback sea turtle,27794,7.5,9.5,0,3,19,http://digimorph.org/specimens/Dermochelys_coriacea/whole/,,,"Chang, C., C. Jang, and Y. Cheng. ""The latest record of the leatherback sea turtle (Dermochelys coriacea) from eastern Taiwan."" Collect Res 16 (2003): 17-27.",Digimorph: Florida Museum of Natural History (UF 10362-2),,
Reptilia,Testudines,Chelydridae,Chelydra serpentina,Snapping Turtle,8475,8,9,1,2,36,https://sketchfab.com/3d-models/chelydra-serpentina-msbherp73436-064bb3110a5d4eae83419eeb7a3a311d,,,"Museum of Southwestern Biology, University of New Mexico MSB:Herp:73436",,,
Reptilia,Testudines,Chelydridae,Macrochelys temminckii,Alligator snapping turtle,571338,8,9,0,3,24,https://www.idigbio.org/portal/mediarecords/d17730b3-076c-49cc-bfe1-da49a6cb32e3,,,IDigBio: Harvard Museum of Comparative Zoology MCZ:Herp:R-191168,,,
Reptilia,Testudines,Kinosternidae,Kinosternon flavescens,Yellow mud turtle,142484,8,10,0,3,34,https://sketchfab.com/3d-models/kinosternon-flavescens-msbherp31969-f1a737cf45bf4569bdc9ffc82c9dfbab,,,"Museum of Southwestern Biology, University of New Mexico MSB:Herp:31969",,,
Reptilia,Testudines,Kinosternidae,Kinosternon sonoriense,Sonoran mud turtle,904203,8,10,0,2,17,https://sketchfab.com/3d-models/kinosternon-sonoriense-msbherp47996-595f39cced5f46df8760e63b40538362,,,"Museum of Southwestern Biology, University of New Mexico MSB:Herp:47996",,,
Reptilia,Testudines,Kinosternidae,Kinosternon integrum,Mexican mud turtle,904200,8,8,2,3,17,https://sketchfab.com/3d-models/kinosternon-integrum-uf-169028-9ac65ab40db344e28601b1f1e215f2b9,,,Blackburn lab: UF 169028,,,
Reptilia,Rhynchocephalia,Sphenodontidae,Sphenodon punctatus,Regal Horned Lizard,8508,3,21,0,2,30,https://sketchfab.com/3d-models/sphenodon-punctatus-uf14110-d4c51970dac94f39bceb47916b73c717,,,Blackburn lab: UF14110,,,
Reptilia,Squamata,Lacertidae,Adolfus jacksoni,Jackson's forest lizard,80465,3,23,0,3,20,https://portal.idigbio.org/portal/records/2f49e5a4-59ec-4096-998f-89887194a4ae,last few caudal were hard to distinguish and different in character,the first few of the most posterior caudal were distinguishable by a small ridge and I took the average length to estimate the remaining,IDigBio: Yale Peabody Museum YPM HERR 013015.001,,,
Reptilia,Squamata,Teiidae,Tupinambis teguixin,Gold tegu,8532,3,22,1,2,43,https://www.idigbio.org/portal/mediarecords/3b3143e5-a36a-4564-83f7-225403b22207,,,IDigBio: Yale Peabody Museum YPM HERR 010746,,,
Reptilia,Squamata,Chamaeleonidae,Chamaeleo calyptratus,Veiled chameleon,179908,2,17,3,2,63,https://portal.idigbio.org/portal/records/794af36b-de3a-4e9c-9897-65a9b4d479bf,,,IDigBio: Yale Peabody Museum YPM HERR 017900.001,,,
Reptilia,Squamata,Chamaeleonidae,Archaius tigris,Tiger chameleon,886578,3,16,0,2,44,https://sketchfab.com/3d-models/archaius-tigris-cas165616-cc6fee1c375d4f68af6ea4b42de7e8e7,,,Blackburn lab: CAS165616,,,
Reptilia,Squamata,Agamidae,Chlamydosaurus kingii,Frilled lizard,103699,4,14,4,2,49,https://portal.idigbio.org/portal/records/540be8c1-16ca-4a10-aec3-3e2eefd5df75,https://portal.idigbio.org/portal/records/b90dfdf6-0eda-4647-b10a-b0a17fda7937,used two specimens,IDigBio: Yale Peabody Museum YPM HERR 010637,IDigBio: Yale Peabody Museum YPM HERR 010337,,
Reptilia,Squamata,Agamidae,Lophosaurus dilophus,Indonesian forest dragon,118208,3,20,0,2,40,https://www.idigbio.org/portal/mediarecords/99c50277-8db5-44a5-a76a-ec9176b84e11,tail is broken but everything appears to be present,the species name has been updated from Hypsilurus dilophus,IDigBio: Yale Peabody Museum YPM HERR 011356,,,
Reptilia,Squamata,Agamidae,Moloch horridus,Thorny Devil,52198,4,16,0,2,12.5,http://digimorph.org/specimens/Moloch_horridus/whole/,https://www.idigbio.org/portal/mediarecords/a392c05d-19ff-4a9f-a9fc-28298f8e6450,,Digimorph: Private Collection of Dr. Eric Pianka,IDigBio: Yale Peabody Museum YPM HERR 010632,,
Reptilia,Squamata,Agamidae,Hydrosaurus amboinensis,Moluccan sail-finned lizard,588074,4,18,0,2,56,https://www.idigbio.org/portal/mediarecords/8fa4622b-5f57-476e-9095-191429ce8202,tail is broken but everything appears to be present,Owen calls this Istiurus amboinensis but see https://reptile-database.reptarium.cz/species?genus=Hydrosaurus&species=amboinensis,IDigBio: Yale Peabody Museum YPM HERR 010465,,,
Reptilia,Squamata,Agamidae,Draco volans,Common Flying Dragon,89032,4,18,0.5,2,45,"Owen says there are ""about"" 50 caudal so that wasn't very precise. This differs from Owen's count",,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,"de Panafieu J-B, Gries P (2007) Evolution [in action]. Thames and Hudson, London",,
Reptilia,Squamata,Agamidae,Gonocephalus chamaeleontinus,Chameleon forest dragon,116116,4,18,0,2,39,https://www.idigbio.org/portal/mediarecords/599602f9-6689-42ca-94c9-fa94a038f052,https://www.idigbio.org/portal/mediarecords/0d1c9bee-c9d5-442d-bd88-8c505753cd98,used two specimens,IDigBio: Yale Peabody Museum YPM HERR 019384.001,IDigBio: Yale Peabody Museum YPM HERR 011285,,
Reptilia,Squamata,Agamidae,Trapelus agilis,Brilliant ground agama,52210,4,18,0,2,45,https://www.idigbio.org/portal/mediarecords/afe78d68-6197-427f-ab02-166caca2a5b3,last few caudal still covered by skin so estimated using preceding vertebrae size,,IDigBio: Yale Peabody Museum YPM HERR 011901,,,
Reptilia,Squamata,Agamidae,Acanthocercus annectans,Eritrean rock agama,1241320,3,17,0,4,47,https://portal.idigbio.org/portal/records/6181dea2-313e-417e-85de-4d9336e76aec,last few caudal were blurry but distinguishable,,IDigBio: Smithsonian USNM 589390,,,
Reptilia,Squamata,Agamidae,Uromastyx aegyptia,Egyptian mastigure,103697,4,18,2,2,24,https://www.idigbio.org/portal/mediarecords/f418a239-d12e-4e07-9446-d6fcd7a2383b,,,IDigBio: Yale Peabody Museum YPM HERR 010522,,,
Reptilia,Squamata,Iguanidae,Dipsosaurus dorsalis,Desert iguana,51217,3,19,0,2,55,https://www.idigbio.org/portal/mediarecords/5e94da88-f458-43f0-bf7a-693feb8b3b0f,tail was in several pieces but everything seemed present,,IDigBio: Yale Peabody Museum YPM HERR 019691.001,,,
Reptilia,Squamata,Iguanidae,Iguana iguana,Common green iguana,8517,4.6666,20.5,0,2,68,Owen calls this Iguana tuberculata but see http://reptile-database.reptarium.cz/species?genus=Iguana&species=iguana&search_param=%28%28search%3D%27iguana+tuberculata%27%29%29,,,Owen R. 1853. Descriptive catalogue of the osteological series contained in the museum of the Royal College of Surgeons of England. London: Royal College of Surgeons.,,,
Reptilia,Squamata,Phrynosomatidae,Uta stansburiana,Common side-blotched lizard,43653,3,20,0,2,35,https://www.idigbio.org/portal/mediarecords/f710d567-b1ff-4de8-8b6d-f6abb7aa803b,tail is broken but everything appears to be present,,IDigBio: Yale Peabody Museum YPM HERR 011005,,,
Reptilia,Squamata,Phrynosomatidae,Urosaurus ornatus,Ornate tree lizard,43650,3,20,0,2,34,https://www.idigbio.org/portal/mediarecords/5fbaa8ba-c580-4799-ab52-a92b68cfc412,tail is broken but everything appears to be present,,IDigBio: Yale Peabody Museum YPM HERR 018942.001,,,
Reptilia,Squamata,Phrynosomatidae,Phrynosoma solare,Regal Horned Lizard,159095,3,19,0,3,13,https://sketchfab.com/3d-models/phrynosoma-solare-msbherp41605-46b222beb13347d5ad01c85cb7ac26af,,,"Museum of Southwestern Biology, University of New Mexico MSB:Herp:41605",,,
Reptilia,Squamata,Phrynosomatidae,Phrynosoma mcallii,Flat-tail horned lizard,159094,3,17,2,2,24,http://digimorph.org/specimens/Phrynosoma_mcallii/whole/,,,Digimorph: Texas Memorial Museum (TNHC 062316),,,
Reptilia,Squamata,Phrynosomatidae,Phrynosoma taurus,Mexican Horned Lizard,159096,3,19,1,1,7,http://digimorph.org/specimens/Phrynosoma_taurus/whole/,,,"Digimorph: Museo de Zoología, Facultad de Ciencias, U. N. A. M.",,,
Reptilia,Squamata,Phrynosomatidae,Phrynosoma cornutum,Texas Horned Lizard,43610,3,18,1,2,7,http://digimorph.org/specimens/Phrynosoma_cornutum/whole/,,,Digimorph: Texas Memorial Museum (TNHC 1930),,,
