Class,Order,Family,Species,Common name,Taxonomy ID,Cervical,Thoracic,Lumbar,Sacral,Caudal,Annotation 1,Annotation 2,Annotation 3,Reference 1,Reference 2,Reference 3,Reference 4
Amphibia,Gymnophiona,Ichthyophiidae,Potomotyphlus kaupii,Kaup's caecilian,1415581,1,91,0,0,12,https://portal.idigbio.org/portal/records/42b97365-1a66-4997-971c-cfb72b0781a6,the caudal bones were difficult to count so used last thoracic size to guess and counted from last visible rib,used Nussbaum table 3 as a guide,IDigBio: Yale Peabody Museum YPM HERA 015617.001,"Nussbaum, Ronald A., and Mark Wilkinson. ""On the classification and phylogeny of caecilians (Amphibia: Gymnophiona), a critical review."" Herpetological monographs 3.1989 (1989): 1-42.",,
Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis glutinosus,Ceylon caecilian,194415,1,108,0,0,4,https://www.ucl.ac.uk/museums-static/obl4he/vertebratediversity/caecilians.html#,using overhead picture,counted the caudal using the last thoracic size to estimate,Grant Museum of Zoology and Comparative Anatomy (UCL),,,
Mammalia,Dasyuromorphia,Dasyuridae,Thylacinus cynocephalus,thylacine,9275,7,13,6,2,23,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Peramelemorphia,Peramelidae,Myrmecobius fasciatus,numbat,55782,7,13,6,3,22,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus flavipes,yellow-footed antechinus,38775,7,13,6,3,23,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus hallucatus,quoll,9280,7,13,6,2,20,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Peramelemorphia,Peramelidae,Perameles nasuta,long-nosed bandicoot,9344,7,13,6,2,19,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Diprotodontia,Phalangeridae,Phalanger orientalis,cuscus,42473,7,13,6,2,25,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Diprotodontia,Macropodidae,Macropus rufogriseus,Bennett's kangaroo,1960652,7,13,6,2,22,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Diprotodontia,Macropodidae,Hypsiprymnodon moschatus,potaroo,65631,7,13,6,2,24,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Diprotodontia,Vombatidae,Vombatus ursinus,wonbat,29139,7,15,4,4,10,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Didelphimorphia,Didelphidae,Monodelphis domestica,Gray short-tailed opossum,13616,7,14,6,2,19.5,,,,"Thomas E. Macrini, Monodelphis domestica, Mammalian Species, Issue 760, 15 December 2004, Pages 1–8",,,
Mammalia,Didelphimorphia,Didelphidae,Didelphis virginiana,virginian opossum,9267,7,13,6,1,17,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Eulipotyphla,Soricidae,Sorex minutus,European pygmy shrew,62280,7,14,6,3,15,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Eulipotyphla,Erinaceidae,Erinaceus europaeus,western European hedgehog,9365,7,15,5.5,3.5,12.5,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Eulipotyphla,Talpidae,Talpa europaea,European mole,9375,7,13,6,5,10,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Carnivora,Viverridae,Paradoxurus hermaphroditus,palm civet,71117,7,13,7,2,33,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Carnivora,Viverridae,Genetta genetta,genette,94190,7,13,7,3,28,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Carnivora,Hyaenidae,Crocuta crocuta,spotted hyaena,9678,7,15,7,4,19,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Carnivora,Herpestidae,Herpestes ichneumon,Egyptian mangoose,9700,7,13,7,2,27,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Carnivora,Felidae,Felis catus,cat,9685,7,13,7,2,22,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Carnivora,Felidae,Panthera leo,lion,9689,7,13,7,3,23,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Carnivora,Felidae,Panthera pardus,leopard,9691,7,13,7,3,23,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Carnivora,Canidae,Vulpes vulpes,fox,9627,7,13,7,3,22,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Carnivora,Odobenidae,Odobenus rosmarus,walrus,9707,7,14,6,3,9,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Carnivora,Phocidae,Phoca groenlandica,harp-seal,39089,7,15,5,4,8,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Carnivora,Mustelidae,Taxidea taxus,American badger,30554,7,15,5,3,18,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Carnivora,Mustelidae,Martes zibellina,sable,36722,7,14,6,3,18,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Carnivora,Mustelidae,Mustela nivalis,common weasel,36239,7,14,6,2,18,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Carnivora,Mustelidae,Mustela erminea,ermine,36723,7,14,6,2,18,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Carnivora,Mustelidae,Mellivora capensis,ratel,9664,7,14,4,4,15,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Carnivora,Procyonidae,Potos flavus,kinkajou,29067,7,14,6,2,31,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Perissodactyla,Equidae,Equus caballus,horse,9796,7,19,5,5,17,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Perissodactyla,Equidae,Equus zebra,mountain zebra,9791,7,18,6,5,17,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus sumatrensis,Sumatran rhinoceros,89632,7,19,3,4,22,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Cetartiodactyla,Hippopotamidae,Hippopotamus amphibius,hippopotamus,9833,7,15,4,6,13,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Artiodactyla,Delphinidae,Orcinus orca,Orca,9733,7,11,11,0,24,https://sketchfab.com/3d-models/orca-nmml-1850-hope-7fe4ae6ad95a46bfa235fc15cdb07c41,,,Idaho Virtualization Laboratory: Port Townsend Marine Science Center Orca Project,,,
Mammalia,Cetartiodactyla,Moschidae,Moschus moschiferus,siberian musk deer,68415,7,14,5,5,6,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Cetartiodactyla,Bovidae,Tetracerus quadricornis,four-horned antelope,73823,7,13,6,4,12,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Cetartiodactyla,Bovidae,Bos taurus,cattle,9913,7,13,6,5,21,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Cetartiodactyla,Bovidae,Bison bonasus,European bison,9902,7,14,5,4,17,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Cetartiodactyla,Bovidae,Gazella dorcas,gazelle,37751,7,13,6,4,14,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Cetartiodactyla,Bovidae,Hippotragus equinus,roan antelope,37186,7,14,6,4,14,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Cetartiodactyla,Bovidae,Connochaetes gnou,gnu,59528,7,14,6,4,15,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Cetartiodactyla,Bovidae,Ovis ammon,argali,30527,7,13,6,4,10,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Cetartiodactyla,Cervidae,Alces alces,American elk,9852,7,13,6,4,11,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Cetartiodactyla,Cervidae,Rangifer tarandus,reindeer,9870,7,14,5,4.5,11,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Cetartiodactyla,Giraffidae,Giraffa camelopardalis,giraffe,9894,7,14,6,4,20,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Cetartiodactyla,Tragulidae,Tragulus napu,larger mouse deer,9848,7,13,6,4,13,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Cetartiodactyla,Tragulidae,Tragulus javanicus,lesser mouse deer,9849,7,13,6,4,11,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Cetartiodactyla,Suidae,Phacochoerus aethiopicus,worthog,85517,7,13,5,2,23,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Cetartiodactyla,Suidae,Sus scrofa,wild boar,9823,7,14.25,5.75,4,21.5,taking the dominant range from the different references,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.","Borchers, N., N. Reinsch, and E. Kalm. ""The number of ribs and vertebrae in a Pietrain cross: variation, heritability and effects on performance traits."" Journal of Animal Breeding and Genetics 121.6 (2004): 392-403.",,
Mammalia,Cetartiodactyla,Tayassuidae,Tayassu pecari,white-lipped peccari,30535,7,14,6,5,6,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Artiodactylia,Camelidae,Vicugna pacos,Alpaca,30538,7,12,7,5,12,,,,"Salas, Rodriguez. “Estudio Anátomo - Descriptivo Del Plexo Lumbar de La Alpaca (Vicugna Pacos).” Universidad Alas Peruanas, 2016. ",,,
Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,rabbit,9986,7,12,7,4,10,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Lagomorpha,Leporidae,Lepus timidus,hare,62621,7,12,7,3,16,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Rodentia,Sciuridae,Sciurus vulgaris,red squirrel,55149,7,12,7,4,21,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Rodentia,Sciuridae,Marmota marmota,Alpine marmot,9993,7,12,7,3,23,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Rodentia,Murinae,Rattus fuscipes,bush rat,10119,7,13,6,2,28,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Rodentia,Murinae,Mus musculus,house mouse,10090,7,13,6,4,30,,,,"Mallo, Moisés, Tânia Vinagre, and Marta Carapuço. ""The road to the vertebral formula."" The International journal of developmental biology 53.8-10 (2009): 1469-1481.",,,
Mammalia,Rodentia,Hydromyinae,Hydromys chrysogaster,australian water rat,160448,7,14,7,2,30,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Rodentia,Peditidae,Pedetes capensis,spring hare,10023,7,12,7,3,29,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Rodentia,Castoridae,Castor canadensis,canada beaver,51338,7,11,8,4,25,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Rodentia,Hystricidae,Hystrix cristata,African pocupine,10137,7,15,4,4,12,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Rodentia,Hystricidae,Hystrix brachyura,pocupine,143286,7,14,5,3,15,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Rodentia,Myocastoridae,Myocastor coypus,coypu,10157,7,13,6,4,21,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Rodentia,Chinchillidae,Chinchilla lanigera,chinchilla,34839,7,13,6,3,23,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Rodentia,Dasyproetidae,Myoprocta acouchy,acouchy,181542,7,13,6.5,4,14,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Rodentia,Caviidae,Hydrochoerus hydrochaeris,capybara,10149,7,13,6,2,8,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Rodentia,Caviidae,Cavia porcellus,Guinea pig,10141,7,13.5,6,3.5,5.5,,,,"O'Malley, B. (2005). Clinical anatomy and physiology of exotic species. Structure and function of mammals, birds, reptiles and amphibians (1st ed.). Saunders Ltd. Pg. 198.",,,
Mammalia,Primates,Callithrichidae,Callithrix jacchus,common marmoset,9483,7,13,6,3,19,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Primates,Cebidae,Cebus capucinus,white-faced capuchin,9516,7,13,6,3,23,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Primates,Cebidae,Saimiri sciureus,common squirrel-monkey,9521,7,13,7,3,24,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Primates,Cebidae,Ateles paniscus,black spider monkey,9510,7,13,4,3,30,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Primates,Cebidae,Ateles belzebuth,long haired spider monkey,9507,7,14,4,3,31,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Primates,Cercopithecidae,Cercopithecus mona,guenon,36226,7,12,7,1,28,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Primates,Cercopithecidae,Macaca radiata,bonnet macaque,9548,7,12,7,3,22,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Primates,Cercopithecidae,Macaca mulatta,rhesus monkey,9544,7,12,7,3,15,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Primates,Cercopithecidae,Macaca nemestrina,pig-tailed macaque,9545,7,12,7,3,17,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Primates,Hominidae,Pongo pygmaeus,orang-utan,9600,7,12,5,5,3,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Primates,Hominidae,Homo sapiens,human,9606,7,12,5,5,4,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.","Woon, Jason TK, et al. ""CT morphology and morphometry of the normal adult coccyx."" European Spine Journal 22 (2013): 863-870.",,
Mammalia,Primates,Hominidae,Pan troglodytes,chimpanzee,9598,7,13,4,6,2,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Primates,Indriidae,Indri indri,indri lemur,34827,7,12,9,4,9,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Tublidentata,Orycteropodidae,Orycteropus afer,aardvark,9818,7,13,8,6,25,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Proboscidea,Elephantidae,Loxodonta africana,African bush elephant,9785,7,20.5,3,5,20,,,,"Bezuidenhout, Abraham Johannes, and Christine D. Seegers. ""The osteology of the African elephant (Loxodonta africana): vertebral column, ribs and sternum."" (1996).",,,
Mammalia,Proboscidea,Elephantidae,Elephas maximus,Asian elephant,9783,7,20,3,3,31,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Xenarthra,Dasypodidae,Dasypus novemcinctus,nine-banded armadillo,9361,7,10,5,8,16,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
Mammalia,Xenarthra,Bradypodidae,Bradypus tridactylus,pale-throated three-toed sloth,9354,9,16,3,6,11,,,,"Narita, Yuichi, and Shigeru Kuratani. ""Evolution of the vertebral formulae in mammals: a perspective on developmental constraints."" Journal of Experimental Zoology Part B: Molecular and Developmental Evolution 304.2 (2005): 91-106.",,,
