-1.590971681776516822e-01,-1.156315267077485803e-01,-5.828309424515861620e-02,-1.369182764368873789e-02,1.545325648132574886e-18
9.400020777638149472e-01,1.858661173863300486e-02,1.530758936876172940e-02,-1.293278182965939931e-02,3.215994287824398098e-19
-1.494088884237279036e-01,-2.138841690304848775e-01,-5.753546695853634790e-02,2.883597619625107369e-02,-4.698197299462167669e-18
3.401351033108944433e-02,-1.954527751933060609e-01,4.713811810851174094e-02,8.032394378083250464e-03,3.202474305919995467e-19
1.574644431916519954e-02,2.083847226695784757e-03,4.368652704513540513e-02,-1.557815126000305223e-02,-1.753350683160196849e-18
-1.854244618236260134e-01,1.832123903519651820e-01,1.336668033608443343e-02,4.563686312425913223e-03,1.879164788929899336e-19
-9.370119973809043490e-02,1.919255387189419126e-01,3.944230698057797635e-02,-3.246861380314359623e-03,-9.134906032570343433e-19
-1.854740376431734672e-01,1.826525452572085040e-01,-1.278580019216585782e-02,3.741314964064883404e-03,4.509967543272378467e-19
-1.680457856009599515e-01,-1.669132586865937004e-02,-6.033494585853541731e-02,-1.525625678909967205e-02,-6.194165990509108405e-20
-1.674776511574621041e-01,-1.410816623145633858e-02,4.362286409108839802e-02,8.514915951608845179e-03,4.420857777844278278e-19
-1.678474823227699975e-01,-1.445194548963271361e-02,4.427497625446573382e-02,-1.196677139565555277e-02,-1.114262761642082809e-18
7.598104306408288711e-01,-3.002562423072679954e-02,4.208035749443629625e-02,1.250413312254672685e-02,-9.383805032167864507e-19
-3.335441741180884545e-01,-2.288681398841393988e-01,4.896712869054972023e-02,-5.226533240486157250e-03,4.207473420171658759e-20
1.815289000580426748e-01,2.155522410607773054e-01,-1.363664252913781780e-02,-1.372228843826227805e-02,-1.605353358422242905e-18
4.011879759194232897e-01,-1.644486805105875582e-01,-5.897475850483872156e-02,7.760992929576370283e-03,8.725669590060214702e-19
-1.510279835930475019e-03,1.995321172317133795e-01,-1.402636156487351710e-02,2.061162244698178103e-02,1.368257372235634058e-18
-1.142549294220156775e-01,-6.092128407136806478e-01,4.281124878226170473e-03,-4.224939219911905131e-03,9.636465122034706324e-19
-1.679466339618649884e-01,-1.557163567914604356e-02,-8.029984802034840011e-03,-1.361151409237761241e-02,-5.881022107735868382e-19
-1.760564374154622858e-01,8.517581386580901082e-02,4.091890031433421254e-02,2.743217415346229163e-02,1.739809530048095681e-18
-2.656597663524996600e-01,4.268044629057123757e-02,1.704881926897505728e-02,-1.202640556502060538e-02,-7.040550484998414565e-19
1.906128572444572844e-01,1.162240847560195994e-01,-3.806332752569994288e-02,-2.739386967580183414e-03,-3.054740261118985507e-19
-2.033712724897899227e-01,3.805329469353867511e-01,-1.688950341891952076e-02,6.124566732429831102e-04,-6.625281999844787647e-20
1.591797220628310069e-02,1.882461058454948713e-04,-6.157550723124306791e-02,1.614050693817228616e-03,8.553189580033051512e-19
