Cervical,Thoracic,Lumbar,Sacral,Caudal,constraint_std,globalOrLocal
1.0,0.0,0.0,1.0,0.0,0.28421729376232163,global
0.0,0.0,0.0,0.0,1.0,0.04015228774273745,global
0.0,1.0,0.0,0.0,0.0,0.017659263144436256,global
0.0,0.0,1.0,0.0,0.0,0.0,global
0.0,0.0,0.0,0.0,1.0,0.008209964364992236,local
0.0,1.0,0.0,0.0,0.0,0.0016433657703810252,local
0.0,0.0,1.0,0.0,0.0,2.332003591186062e-31,local
